Rank	Name	Guild	Faction	DPS	Size	Date	Duration	Head	Neck	Shoulder	Chest	Waist	Legs	Feet	Wrist	Hands	Ring1	Ring2	Trinket1	Trinket2	Back	Weapon1	Weapon2	Ranged
69	Marv	N/A	Unknown	86.8	40	Jan 22	38:21	Tribal War Feathers (12960)	Animated Chain Necklace (18723)	Earthfury Epaulets (16844)	Robes of the Exalted (13346)	Earthfury Belt (16838)	Ghoul Skin Leggings (18682)	Dragonrider Boots (18102)	Loomguard Armbraces (13969)	Harmonious Gauntlets (18527)	Rosewine Circle (13178)	Fordring's Seal (16058)	Second Wind (11819)	Shard of the Scale (17064)	Archivist Cape (13386)	The Hammer of Grace (11923)	Thaurissan's Royal Scepter (11928)	Egan's Blaster (13289)
70	Orbfury	N/A	Unknown	85.3	40	Feb 1	1:07:12	Helm of the Lifegiver (18870)	Animated Chain Necklace (18723)	Living Shoulders (15061)	Red Dragonscale Breastplate (15047)	Whipvine Cord (18327)	Earthfury Legguards (16843)	Omnicast Boots (11822)	Loomguard Armbraces (13969)	Gloves of Restoration (18309)	Rosewine Circle (13178)	Cauterizing Band (19140)	Briarwood Reed (12930)	Second Wind (11819)	Hide of the Wild (18510)	Aurastone Hammer (17105)	Malistar's Defender (17106)	N/A
71	Larws	Stinzos Pugs	Horde	85.1	40	Feb 13	53:14	Green Lens (10504)	Frostwolf Advisor's Pendant (19096)	Wild Growth Spaulders (18810)	Robes of the Exalted (13346)	Earthfury Belt (16838)	Legplates of Ten Storms (16946)	Earthfury Boots (16837)	Loomguard Armbraces (13969)	Harmonious Gauntlets (18527)	Fordring's Seal (16058)	Eye of Orgrimmar (12545)	Second Wind (11819)	Royal Seal of Eldre'Thalas (18471)	Deep Woodlands Cloak (19121)	Aurastone Hammer (17105)	Lei of the Lifegiver (19312)	Egan's Blaster (13289)
72	Tempery	SWISH	Horde	84.5	40	Feb 12	32:57	Helmet of Ten Storms (16947)	Animated Chain Necklace (18723)	Wild Growth Spaulders (18810)	Robes of the Exalted (13346)	Barrage Girdle (18721)	Earthfury Legguards (16843)	Verdant Footpads (13954)	Loomguard Armbraces (13969)	Harmonious Gauntlets (18527)	Rosewine Circle (13178)	Fordring's Seal (16058)	Nifty Stopwatch (2820)	Briarwood Reed (12930)	Deep Woodlands Cloak (19121)	The Hammer of Grace (11923)	Lei of the Lifegiver (19312)	N/A
73	Jicata	N/A	Unknown	83.5	39	Feb 19	1:44:27	Helm of the Lifegiver (18870)	Animated Chain Necklace (18723)	Earthfury Epaulets (16844)	Robes of the Exalted (13346)	Ban'thok Sash (11662)	Earthfury Legguards (16843)	Earthfury Boots (16837)	Earthfury Bracers (16840)	Earthfury Gauntlets (16839)	Rosewine Circle (13178)	Eye of Orgrimmar (12545)	Second Wind (11819)	Briarwood Reed (12930)	Sapphiron Drape (17078)	Cold Forged Hammer (20648)	Malistar's Defender (17106)	N/A
74	Tsumii	Unknown	Horde	83.4	40	Mar 8	48:55	Earthfury Helmet (16842)	Animated Chain Necklace (18723)	Earthfury Epaulets (16844)	Robes of the Exalted (13346)	Earthfury Belt (16838)	Padre's Trousers (18386)	Boots of the Full Moon (18507)	Loomguard Armbraces (13969)	Harmonious Gauntlets (18527)	Rosewine Circle (13178)	Fordring's Seal (16058)	Briarwood Reed (12930)	Second Wind (11819)	Hide of the Wild (18510)	The Hammer of Grace (11923)	Lei of the Lifegiver (19312)	Egan's Blaster (13289)
75	Amset	N/A	Unknown	82.1	40	Mar 9	1:10:52	Helm of the Lifegiver (18870)	Animated Chain Necklace (18723)	Wild Growth Spaulders (18810)	Red Dragonscale Breastplate (15047)	Whipvine Cord (18327)	Senior Designer's Pantaloons (11841)	Dragonrider Boots (18102)	Bleak Howler Armguards (13208)	Blood Guard's Mail Vices (22867)	Eye of Orgrimmar (12545)	Fordring's Seal (16058)	Royal Seal of Eldre'Thalas (18471)	Briarwood Reed (12930)	Spritecaster Cape (11623)	Sorcerous Dagger (18878)	Lei of the Lifegiver (19312)	N/A
76	Killafuze	N/A	Unknown	81.9	40	Feb 12	52:01	Helmet of Ten Storms (16947)	Animated Chain Necklace (18723)	Earthfury Epaulets (16844)	Robes of the Exalted (13346)	Eyestalk Cord (18391)	Padre's Trousers (18386)	Verdant Footpads (13954)	Loomguard Armbraces (13969)	Hands of the Exalted Herald (12554)	Fordring's Seal (16058)	Rosewine Circle (13178)	Eye of the Beast (13968)	Briarwood Reed (12930)	Hide of the Wild (18510)	The Hammer of Grace (11923)	Lei of the Lifegiver (19312)	N/A
77	Coarse	Villain Arc (Classic)	Horde	81.2	39	Feb 17	1:00:16	Helmet of Ten Storms (16947)	Frostwolf Legionnaire's Pendant (19095)	Earthfury Epaulets (16844)	Legionnaire's Mail Hauberk (22876)	Bloodmail Belt (14614)	Bloodmail Legguards (14612)	Bloodmail Boots (14616)	Slashclaw Bracers (13211)	Blood Guard's Mail Vices (22867)	Tarnished Elven Ring (18500)	Don Julio's Band (19325)	Rune of the Guard Captain (19120)	Eye of the Beast (13968)	Stoneskin Gargoyle Cape (13397)	Nightfall (19169)	N/A	Egan's Blaster (13289)
78	Navigante	MATRËSHKA	Horde	80.8	39	Mar 2	1:38:11	Helmet of Ten Storms (16947)	Barbed Thorn Necklace (18289)	Lead Surveyor's Mantle (11842)	Earthfury Vestments (16841)	Mana Igniting Cord (19136)	Legplates of Ten Storms (16946)	Earthfury Boots (16837)	Adventurer's Bracers (10256)	Dracorian Gauntlets (13344)	Maiden's Circle (13001)	Eye of Orgrimmar (12545)	Briarwood Reed (12930)	Royal Seal of Eldre'Thalas (18471)	Nightshade Cloak (10224)	Skullcrusher Mace (1608)	Orb of the Forgotten Seer (7685)	N/A
79	Awtysm	Sauce	Horde	80.8	40	Feb 7	58:37	Helmet of Ten Storms (16947)	Animated Chain Necklace (18723)	Earthfury Epaulets (16844)	Robes of the Exalted (13346)	Whipvine Cord (18327)	Senior Designer's Pantaloons (11841)	Sabatons of the Flamewalker (19144)	Nightshade Armguards (10223)	Gloves of Restoration (18309)	Fordring's Seal (16058)	Cauterizing Band (19140)	Shard of the Scale (17064)	Briarwood Reed (12930)	Hide of the Wild (18510)	Aurastone Hammer (17105)	Malistar's Defender (17106)	N/A
80	Fasaria	Ravens	Horde	80.5	38	Mar 5	1:34:17	Helmet of Ten Storms (16947)	Choker of Enlightenment (17109)	Deep Earth Spaulders (18829)	Legionnaire's Mail Hauberk (22876)	Ban'thok Sash (11662)	Legplates of Ten Storms (16946)	Omnicast Boots (11822)	Earthfury Bracers (16840)	Blood Guard's Mail Vices (22867)	Eye of Orgrimmar (12545)	Band of the Unicorn (7553)	Briarwood Reed (12930)	Royal Seal of Eldre'Thalas (18471)	Sapphiron Drape (17078)	Sorcerous Dagger (18878)	Therazane's Touch (19315)	Egan's Blaster (13289)
81	Moofukas	N/A	Unknown	80.4	40	Jan 10	2:01:15	Crimson Felt Hat (18727)	Star of Mystaria (12103)	Splinthide Shoulders (11685)	Necropile Robe (14626)	Ban'thok Sash (11662)	Luminary Kilt (11823)	Necropile Boots (14631)	Earthfury Bracers (16840)	Dracorian Gauntlets (13344)	Blood of the Martyr (17045)	Cyclopean Band (11824)	Briarwood Reed (12930)	Eye of the Beast (13968)	Deep Woodlands Cloak (19121)	Blood-Etched Blade (11922)	Gizlock's Hypertech Buckler (17718)	Egan's Blaster (13289)
82	Ld	Paradøx	Horde	80.2	39	Feb 12	1:24:48	Champion's Mail Headguard (23259)	Frostwolf Advisor's Pendant (19096)	Deep Earth Spaulders (18829)	Wildthorn Mail (12624)	Barrage Girdle (18721)	Legionnaire's Mail Legguards (22887)	Omnicast Boots (11822)	Earthfury Bracers (16840)	Earthfury Gauntlets (16839)	Cyclopean Band (11824)	Eye of Orgrimmar (12545)	Briarwood Reed (12930)	Eye of the Beast (13968)	Spritecaster Cape (11623)	Hand of Edward the Odd (2243)	Therazane's Touch (19315)	N/A
83	Jezuzbeamz	Even Keeled	Horde	80.0	40	Feb 7	23:11	Helmet of Ten Storms (16947)	Animated Chain Necklace (18723)	Living Shoulders (15061)	Robes of the Exalted (13346)	Whipvine Cord (18327)	Padre's Trousers (18386)	Boots of the Full Moon (18507)	Loomguard Armbraces (13969)	Harmonious Gauntlets (18527)	Rosewine Circle (13178)	Fordring's Seal (16058)	Briarwood Reed (12930)	Mindtap Talisman (18371)	Hide of the Wild (18510)	The Hammer of Grace (11923)	Lei of the Lifegiver (19312)	Egan's Blaster (13289)
84	Thoritar	N/A	Unknown	79.9	40	Feb 7	56:03	Helmet of Ten Storms (16947)	Tooth of Gnarr (13141)	Earthfury Epaulets (16844)	Crusader's Armor (10193)	Whipvine Cord (18327)	Legplates of Ten Storms (16946)	Dragonrider Boots (18102)	Bindings of Elements (16671)	Earthfury Gauntlets (16839)	Ring of Demonic Guile (18314)	Cyclopean Band (11824)	Second Wind (11819)	Briarwood Reed (12930)	Deep Woodlands Cloak (19121)	Blesswind Hammer (15229)	Gizlock's Hypertech Buckler (17718)	N/A
85	Cursed	cleanse	Horde	79.9	40	Mar 5	26:41	Tribal War Feathers (12960)	Choker of the Fire Lord (18814)	Wild Growth Spaulders (18810)	Robes of the Exalted (13346)	Whipvine Cord (18327)	Padre's Trousers (18386)	Boots of the Full Moon (18507)	Loomguard Armbraces (13969)	Harmonious Gauntlets (18527)	Cauterizing Band (19140)	Fordring's Seal (16058)	Second Wind (11819)	Briarwood Reed (12930)	Hide of the Wild (18510)	Aurastone Hammer (17105)	Lei of the Lifegiver (19312)	N/A
86	달콩이	바바	Horde	79.5	40	Feb 28	2:01:16	Crimson Felt Hat (18727)	Prodigious Shadowshard Pendant (17773)	Deep Earth Spaulders (18829)	Robes of the Royal Crown (11924)	Ban'thok Sash (11662)	Skyshroud Leggings (13170)	Waterspout Boots (18322)	Grand Armguards (15188)	Blood Guard's Mail Vices (22867)	Eye of Orgrimmar (12545)	Cyclopean Band (11824)	Briarwood Reed (12930)	Eye of the Beast (13968)	Faded Hakkari Cloak (20218)	Rod of the Ogre Magi (18534)	N/A	N/A
87	Backward	N/A	Unknown	78.7	39	Feb 5	1:27:55	Shadowcraft Cap (16707)	Woven Ivy Necklace (19159)	Black Dragonscale Shoulders (15051)	Savage Gladiator Chain (11726)	Girdle of Beastial Fury (11686)	Black Dragonscale Leggings (15052)	Black Dragonscale Boots (16984)	Lordly Armguards (13135)	Voone's Vice Grips (13963)	Marble Circle (12002)	Blackstone Ring (17713)	Rune of the Guard Captain (19120)	Hand of Justice (11815)	Deep River Cloak (15789)	Hyperthermically Insulated Lava Dredger (18803)	N/A	N/A
88	Nadehz	N/A	Unknown	78.6	40	Feb 12	1:01:14	Helm of the Lifegiver (18870)	Animated Chain Necklace (18723)	Champion's Mail Pauldrons (23260)	Robes of the Exalted (13346)	Ban'thok Sash (11662)	Legionnaire's Mail Legguards (22887)	Verdant Footpads (13954)	Loomguard Armbraces (13969)	Harmonious Gauntlets (18527)	Rosewine Circle (13178)	Fordring's Seal (16058)	Briarwood Reed (12930)	Eye of the Beast (13968)	Deep Woodlands Cloak (19121)	The Hammer of Grace (11923)	Therazane's Touch (19315)	N/A
89	Helixr	N/A	Unknown	78.3	40	Jan 2	1:04:46	Helmet of Ten Storms (16947)	Star of Mystaria (12103)	Burial Shawl (18681)	Flamestrider Robes (11747)	Ban'thok Sash (11662)	Luminary Kilt (11823)	Omnicast Boots (11822)	Loomguard Armbraces (13969)	Dracorian Gauntlets (13344)	Eye of Orgrimmar (12545)	Cyclopean Band (11824)	Briarwood Reed (12930)	Second Wind (11819)	Deep Woodlands Cloak (19121)	Witchblade (13964)	Spirit of Aquementas (11904)	Egan's Blaster (13289)
90	Ranzik	all good	Horde	78.3	40	Mar 12	36:36	Earthfury Helmet (16842)	Animated Chain Necklace (18723)	Earthfury Epaulets (16844)	Earthfury Vestments (16841)	Earthfury Belt (16838)	Earthfury Legguards (16843)	Earthfury Boots (16837)	Earthfury Bracers (16840)	Earthfury Gauntlets (16839)	Rosewine Circle (13178)	Fordring's Seal (16058)	Shard of the Scale (17064)	Briarwood Reed (12930)	Hide of the Wild (18510)	The Hammer of Grace (11923)	Lei of the Lifegiver (19312)	Egan's Blaster (13289)
91	Boltgoesbrr	N/A	Unknown	77.7	40	Feb 24	37:00	Helmet of Ten Storms (16947)	Animated Chain Necklace (18723)	Royal Cap Spaulders (14548)	Robes of the Exalted (13346)	Whipvine Cord (18327)	Salamander Scale Pants (18875)	Merciful Greaves (18318)	Loomguard Armbraces (13969)	Gloves of Restoration (18309)	Rosewine Circle (13178)	Fordring's Seal (16058)	Second Wind (11819)	Briarwood Reed (12930)	Hide of the Wild (18510)	The Hammer of Grace (11923)	Lei of the Lifegiver (19312)	Egan's Blaster (13289)
92	Kgk	N/A	Unknown	77.4	35	Mar 16	59:58	Earthfury Helmet (16842)	Animated Chain Necklace (18723)	Wild Growth Spaulders (18810)	Earthfury Vestments (16841)	Earthfury Belt (16838)	Earthfury Legguards (16843)	Omnicast Boots (11822)	Loomguard Armbraces (13969)	Earthfury Gauntlets (16839)	Eye of Orgrimmar (12545)	Band of Rumination (18103)	Second Wind (11819)	Briarwood Reed (12930)	Spritecaster Cape (11623)	Aurastone Hammer (17105)	Lei of the Lifegiver (19312)	N/A
93	Ttp	N/A	Unknown	76.0	40	Dec 18	1:50:45	Elegant Circlet (10219)	Quicksilver Pendant (12026)	Royal Cap Spaulders (14548)	Dreamweave Vest (10021)	Cord of Elements (16673)	Ghoul Skin Leggings (18682)	Omnicast Boots (11822)	Loomguard Armbraces (13969)	Ogreseer Fists (11665)	Rosewine Circle (13178)	Band of Rumination (18103)	Second Wind (11819)	Briarwood Reed (12930)	Eternal Cloak (14331)	Dreadblade (4088)	Gizlock's Hypertech Buckler (17718)	Egan's Blaster (13289)
94	Carbon	N/A	Unknown	75.8	37	Mar 7	1:20:40	Helmet of Ten Storms (16947)	Star of Mystaria (12103)	Lead Surveyor's Mantle (11842)	Flamestrider Robes (11747)	Ban'thok Sash (11662)	Luminary Kilt (11823)	Waterspout Boots (18322)	Loomguard Armbraces (13969)	Earthfury Gauntlets (16839)	Eye of Orgrimmar (12545)	Rosewine Circle (13178)	Royal Seal of Eldre'Thalas (18471)	Briarwood Reed (12930)	Frostwolf Advisor's Cloak (19085)	Aurastone Hammer (17105)	Gizlock's Hypertech Buckler (17718)	Egan's Blaster (13289)
95	Chiloquin	N/A	Unknown	75.7	40	Mar 12	1:24:34	Champion's Mail Headguard (23259)	Tooth of Gnarr (13141)	Burial Shawl (18681)	Earthfury Vestments (16841)	Cord of Elements (16673)	Legplates of Ten Storms (16946)	Waterspout Boots (18322)	Earthfury Bracers (16840)	Earthfury Gauntlets (16839)	Ring of Demonic Guile (18314)	Quicksilver Ring (11991)	Frostwolf Insignia Rank 6 (17909)	Eye of the Beast (13968)	Deep Woodlands Cloak (19121)	Cold Forged Hammer (20648)	Therazane's Touch (19315)	N/A
96	Trout	Seraphim	Horde	75.6	40	Feb 20	54:52	Helm of the Lifegiver (18870)	Animated Chain Necklace (18723)	Living Shoulders (15061)	Red Dragonscale Breastplate (15047)	Whipvine Cord (18327)	Senior Designer's Pantaloons (11841)	Waterspout Boots (18322)	Loomguard Armbraces (13969)	Earthfury Gauntlets (16839)	Fordring's Seal (16058)	Rosewine Circle (13178)	Royal Seal of Eldre'Thalas (18471)	Briarwood Reed (12930)	Archivist Cape (13386)	Mastersmith's Hammer (18048)	Lei of the Lifegiver (19312)	Egan's Blaster (13289)
97	Sàsho	Dreamstate	Horde	75.6	40	Mar 4	28:13	Green Lens (10504)	Frostwolf Advisor's Pendant (19096)	Champion's Mail Pauldrons (23260)	Nature's Embrace (17741)	Whipvine Cord (18327)	Padre's Trousers (18386)	Waterspout Boots (18322)	Bleak Howler Armguards (13208)	Blood Guard's Mail Vices (22867)	Ring of Demonic Guile (18314)	Fordring's Seal (16058)	Shard of the Splithooves (10659)	Eye of the Beast (13968)	Heliotrope Cloak (18496)	Cold Forged Hammer (20648)	Lei of the Lifegiver (19312)	N/A
98	Varra	N/A	Unknown	75.4	40	Feb 13	1:54:07	Crimson Felt Hat (18727)	Star of Mystaria (12103)	Lead Surveyor's Mantle (11842)	Earthfury Vestments (16841)	Ban'thok Sash (11662)	Luminary Kilt (11823)	Verdant Footpads (13954)	Loomguard Armbraces (13969)	Dracorian Gauntlets (13344)	Cyclopean Band (11824)	Eye of Orgrimmar (12545)	Briarwood Reed (12930)	Eye of the Beast (13968)	Deep Woodlands Cloak (19121)	Charstone Dirk (17710)	Gizlock's Hypertech Buckler (17718)	N/A
99	Jonka	Impact	Horde	74.8	40	Feb 12	45:54	Tribal War Feathers (12960)	Animated Chain Necklace (18723)	Wild Growth Spaulders (18810)	Robes of the Exalted (13346)	Whipvine Cord (18327)	Ghoul Skin Leggings (18682)	Verdant Footpads (13954)	Bleak Howler Armguards (13208)	Gloves of Restoration (18309)	Eye of Orgrimmar (12545)	Fordring's Seal (16058)	Royal Seal of Eldre'Thalas (18471)	Briarwood Reed (12930)	Deep Woodlands Cloak (19121)	Guiding Stave of Wisdom (11932)	N/A	N/A
100	Snerflebutts	all good	Horde	73.1	40	Feb 28	36:04	Helmet of Ten Storms (16947)	Animated Chain Necklace (18723)	Royal Cap Spaulders (14548)	Red Dragonscale Breastplate (15047)	Earthfury Belt (16838)	Legplates of Ten Storms (16946)	Earthfury Boots (16837)	Loomguard Armbraces (13969)	Harmonious Gauntlets (18527)	Rosewine Circle (13178)	Fordring's Seal (16058)	Briarwood Reed (12930)	Second Wind (11819)	Hide of the Wild (18510)	The Hammer of Grace (11923)	Lei of the Lifegiver (19312)	Egan's Blaster (13289)
