Rank	Name	Guild	Faction	DPS	Size	Date	Duration	Head	Neck	Shoulder	Chest	Waist	Legs	Feet	Wrist	Hands	Ring1	Ring2	Trinket1	Trinket2	Back	Weapon1	Weapon2	Ranged
84	Smågodt	Temporary	Horde	76.0	38	Jul 7	33:54	Helmet of Ten Storms (16947)	Jin'do's Evil Eye (19885)	Animist's Spaulders (19928)	Zandalar Augur's Hauberk (19828)	Eyestalk Cord (18391)	Legplates of Ten Storms (16946)	Greaves of Ten Storms (16949)	Bracers of Prosperity (18525)	Blood Guard's Mail Vices (22867)	Fordring's Seal (16058)	Band of Servitude (22721)	Briarwood Reed (12930)	Zandalarian Hero Charm (19950)	Shroud of Pure Thought (19430)	High Warlord's Battle Mace (23464)	Lei of the Lifegiver (19312)	N/A
85	Markaio	N/A	Unknown	75.7	40	Apr 14	54:06	Helmet of Ten Storms (16947)	Tempest Talisman (18317)	Deep Earth Spaulders (18829)	Breastplate of Ten Storms (16950)	Frostwolf Cloth Belt (19090)	Legplates of Ten Storms (16946)	Waterspout Boots (18322)	Bracers of Ten Storms (16943)	Blood Guard's Mail Vices (22867)	Dragonslayer's Signet (18403)	Eye of Orgrimmar (12545)	Royal Seal of Eldre'Thalas (18471)	Briarwood Reed (12930)	Deep Woodlands Cloak (19121)	Energetic Rod (18321)	Malistar's Defender (17106)	N/A
86	Yomss	House of Mantis	Horde	75.7	40	May 25	34:30	Helm of the Lifegiver (18870)	Animated Chain Necklace (18723)	Epaulets of Ten Storms (16945)	Breastplate of Ten Storms (16950)	Whipvine Cord (18327)	Empowered Leggings (19385)	Waterspout Boots (18322)	Bracers of Ten Storms (16943)	Harmonious Gauntlets (18527)	Fordring's Seal (16058)	Rosewine Circle (13178)	Shard of the Scale (17064)	Zandalarian Hero Charm (19950)	Hide of the Wild (18510)	Claw of Chromaggus (19347)	Red Dragonscale Protector (19348)	N/A
87	Cariasham	Zulps Pug	Horde	75.5	40	May 20	31:32	Helmet of Ten Storms (16947)	Jin'do's Evil Eye (19885)	Wild Growth Spaulders (18810)	Robes of the Exalted (13346)	Belt of Ten Storms (16944)	Salamander Scale Pants (18875)	Shimmering Geta (19391)	Bracers of Ten Storms (16943)	Harmonious Gauntlets (18527)	Rosewine Circle (13178)	Fordring's Seal (16058)	Briarwood Reed (12930)	Mindtap Talisman (18371)	Cloak of the Cosmos (18389)	Jin'do's Hexxer (19890)	Lei of the Lifegiver (19312)	Egan's Blaster (13289)
88	Cursed	Frostwolfclan	Horde	75.1	40	May 8	1:06:04	Zulian Headdress (22720)	Jin'do's Evil Eye (19885)	Wild Growth Spaulders (18810)	Robes of the Exalted (13346)	Corehound Belt (19162)	Legplates of Ten Storms (16946)	Greaves of Ten Storms (16949)	Loomguard Armbraces (13969)	Gauntlets of Ten Storms (16948)	Pure Elementium Band (19382)	Cauterizing Band (19140)	Second Wind (11819)	Briarwood Reed (12930)	Hide of the Wild (18510)	High Warlord's Battle Mace (23464)	Lei of the Lifegiver (19312)	N/A
89	Usedtobezeh	Unknown	Horde	74.9	40	May 31	33:07	Helm of the Lifegiver (18870)	Pendant of the Fallen Dragon (19371)	Wild Growth Spaulders (18810)	Mindsurge Robe (18532)	Corehound Belt (19162)	Salamander Scale Pants (18875)	Merciful Greaves (18318)	Flarecore Wraps (18263)	Gloves of Restoration (18309)	Fordring's Seal (16058)	Ring of Blackrock (19397)	Second Wind (11819)	Royal Seal of Eldre'Thalas (18471)	Hide of the Wild (18510)	Jin'do's Hexxer (19890)	Lei of the Lifegiver (19312)	Egan's Blaster (13289)
90	Sevaer	atrocious	Horde	74.4	40	Jun 11	26:08	Helmet of Ten Storms (16947)	Animated Chain Necklace (18723)	Earthfury Epaulets (16844)	Zandalar Augur's Hauberk (19828)	Zandalar Augur's Belt (19829)	Salamander Scale Pants (18875)	General's Mail Boots (16573)	Bracers of Ten Storms (16943)	Gauntlets of Ten Storms (16948)	Rosewine Circle (13178)	Dragonslayer's Signet (18403)	Briarwood Reed (12930)	Royal Seal of Eldre'Thalas (18471)	Hakkari Loa Cloak (19870)	High Warlord's Battle Mace (23464)	Malistar's Defender (17106)	Egan's Blaster (13289)
91	Chidy	SF	Horde	74.2	40	Jun 27	12:41	Helmet of Ten Storms (16947)	Pendant of the Fallen Dragon (19371)	Earthfury Epaulets (16844)	Robes of the Exalted (13346)	Belt of Ten Storms (16944)	Empowered Leggings (19385)	General's Mail Boots (16573)	Loomguard Armbraces (13969)	Gauntlets of Ten Storms (16948)	Ring of Blackrock (19397)	Pure Elementium Band (19382)	Zandalarian Hero Charm (19950)	Briarwood Reed (12930)	Onyxia Scale Cloak (15138)	High Warlord's Battle Mace (23464)	Malistar's Defender (17106)	N/A
92	Flasheal	SLASH	Horde	73.8	40	May 1	1:00:33	Helmet of Ten Storms (16947)	Choker of Enlightenment (17109)	Deep Earth Spaulders (18829)	Breastplate of Ten Storms (16950)	Primalist's Linked Waistguard (19393)	Legplates of Ten Storms (16946)	Greaves of Ten Storms (16949)	Earthfury Bracers (16840)	Gauntlets of Ten Storms (16948)	Dragonslayer's Signet (18403)	Band of Sulfuras (19138)	Royal Seal of Eldre'Thalas (18471)	Natural Alignment Crystal (19344)	Sapphiron Drape (17078)	Aurastone Hammer (17105)	Therazane's Touch (19315)	N/A
93	Zuez	SF	Horde	73.5	40	Jun 27	12:41	Helmet of Ten Storms (16947)	Jin'do's Evil Eye (19885)	Earthfury Epaulets (16844)	Breastplate of Ten Storms (16950)	Earthfury Belt (16838)	Legplates of Ten Storms (16946)	Earthfury Boots (16837)	Earthfury Bracers (16840)	Earthfury Gauntlets (16839)	Cauterizing Band (19140)	Ring of Blackrock (19397)	Zandalarian Hero Charm (19950)	Second Wind (11819)	Shroud of Pure Thought (19430)	Annihilator (12798)	Red Dragonscale Protector (19348)	N/A
94	南條愛乃丶	诸神黄昏	Horde	73.2	38	Jun 16	1:12:08	Eye of Rend (12587)	Onyxia Tooth Pendant (18404)	Truestrike Shoulders (12927)	Malfurion's Blessed Bulwark (19405)	Therazane's Link (19380)	Devilsaur Leggings (15062)	Boots of the Shadow Flame (19381)	Wristguards of True Flight (18812)	Devilsaur Gauntlets (15063)	Tarnished Elven Ring (18500)	Master Dragonslayer's Ring (19384)	Rune of the Guard Captain (19120)	Hand of Justice (11815)	Cloak of Firemaw (19398)	Drake Talon Cleaver (19353)	N/A	N/A
95	Viohlet	N/A	Unknown	72.7	40	May 18	44:26	Earthfury Helmet (16842)	Animated Chain Necklace (18723)	Wild Growth Spaulders (18810)	Earthfury Vestments (16841)	Earthfury Belt (16838)	Earthfury Legguards (16843)	Snowblind Shoes (19131)	Loomguard Armbraces (13969)	Earthfury Gauntlets (16839)	Cauterizing Band (19140)	Fordring's Seal (16058)	Zandalarian Hero Charm (19950)	Briarwood Reed (12930)	Hide of the Wild (18510)	High Warlord's Battle Mace (23464)	Lei of the Lifegiver (19312)	N/A
96	Fatcooter	Electric Boogaloo	Horde	72.2	40	Apr 14	1:21:07	Helm of the Lifegiver (18870)	Animated Chain Necklace (18723)	Living Shoulders (15061)	Earthfury Vestments (16841)	Corehound Belt (19162)	Padre's Trousers (18386)	Boots of the Full Moon (18507)	Flarecore Wraps (18263)	Harmonious Gauntlets (18527)	Rosewine Circle (13178)	Emerald Flame Ring (18395)	Burst of Knowledge (11832)	Royal Seal of Eldre'Thalas (18471)	Hide of the Wild (18510)	The Hammer of Grace (11923)	Lei of the Lifegiver (19312)	N/A
97	Dreemer	GG	Horde	71.9	41	Jun 19	1:20:09	Zulian Headdress (22720)	Tooth of Gnarr (13141)	Wild Growth Spaulders (18810)	Zandalar Augur's Hauberk (19828)	Whipvine Cord (18327)	Legplates of Ten Storms (16946)	Animist's Boots (19892)	Zandalar Augur's Bracers (19830)	Harmonious Gauntlets (18527)	Band of Mending (22334)	Rosewine Circle (13178)	Royal Seal of Eldre'Thalas (18471)	Briarwood Reed (12930)	Hakkari Loa Cloak (19870)	Jin'do's Hexxer (19890)	Lei of the Lifegiver (19312)	N/A
98	Dorsey	Deep State	Horde	71.2	40	May 7	44:30	Helmet of Ten Storms (16947)	Animated Chain Necklace (18723)	Earthfury Epaulets (16844)	Robes of the Exalted (13346)	Whipvine Cord (18327)	Salamander Scale Pants (18875)	Greaves of Ten Storms (16949)	Loomguard Armbraces (13969)	Gauntlets of Ten Storms (16948)	Fordring's Seal (16058)	Cauterizing Band (19140)	Briarwood Reed (12930)	Rejuvenating Gem (19395)	Hide of the Wild (18510)	Jin'do's Hexxer (19890)	Lei of the Lifegiver (19312)	N/A
99	Brutallís	N/A	Unknown	70.9	40	Apr 30	2:06:16	Helmet of Ten Storms (16947)	Tooth of Gnarr (13141)	Earthfury Epaulets (16844)	Earthfury Vestments (16841)	Earthfury Belt (16838)	Legplates of Ten Storms (16946)	Greaves of Ten Storms (16949)	Earthfury Bracers (16840)	Harmonious Gauntlets (18527)	Ring of Spell Power (19147)	Rosewine Circle (13178)	Second Wind (11819)	Briarwood Reed (12930)	Raincaster Drape (12110)	Aurastone Hammer (17105)	Lei of the Lifegiver (19312)	N/A
100	Starblast	N/A	Unknown	70.2	38	Apr 17	1:34:07	Helmet of Ten Storms (16947)	Frostwolf Advisor's Pendant (19096)	Earthfury Epaulets (16844)	Wildthorn Mail (12624)	Barrage Girdle (18721)	Legplates of Ten Storms (16946)	Greaves of Ten Storms (16949)	Loomguard Armbraces (13969)	Blood Guard's Mail Vices (22867)	Eye of Orgrimmar (12545)	Band of Rumination (18103)	Mark of Resolution (17759)	Burst of Knowledge (11832)	Sapphiron Drape (17078)	The Hammer of Grace (11923)	Therazane's Touch (19315)	N/A
