Rank	Name	Guild	Faction	DPS	Size	Date	Duration	Head	Neck	Shoulder	Chest	Waist	Legs	Feet	Wrist	Hands	Ring1	Ring2	Trinket1	Trinket2	Back	Weapon1	Weapon2	Ranged
11	Tesshin	Fusk og Sjusk	Alliance	1,415.9	40	Jun 11	1:02:03	Field Marshal's Plate Helm (16478)	Onyxia Tooth Pendant (18404)	Field Marshal's Plate Shoulderguards (16480)	Field Marshal's Plate Armor (16477)	Onslaught Girdle (19137)	Marshal's Plate Legguards (16479)	Marshal's Plate Boots (16483)	Wristguards of True Flight (18812)	Marshal's Plate Gauntlets (16484)	Band of Accuria (17063)	Don Julio's Band (19325)	Hand of Justice (11815)	Diamond Flask (20130)	Dragon's Blood Cape (17107)	Grand Marshal's Swiftblade (23456)	Grand Marshal's Longsword (12584)	Striker's Mark (17069)
12	Markletprime	SQUAWK	Horde	1,405.0	40	May 14	50:49	Champion's Plate Helm (23244)	Onyxia Tooth Pendant (18404)	Champion's Plate Shoulders (23243)	Warlord's Plate Armor (16541)	Zandalar Vindicator's Belt (19823)	General's Plate Leggings (16543)	General's Plate Boots (16545)	Bracelets of Wrath (16959)	Edgemaster's Handguards (14551)	Don Julio's Band (19325)	Master Dragonslayer's Ring (19384)	Diamond Flask (20130)	Hand of Justice (11815)	Onyxia Scale Cloak (15138)	Thunderfury, Blessed Blade of the Windseeker (19019)	High Warlord's Blade (16345)	Dragonbreath Hand Cannon (19368)
13	Soø	The Pond pug	Horde	1,398.2	40	Jun 29	43:59	Helm of Endless Rage (19372)	Onyxia Tooth Pendant (18404)	Warlord's Plate Shoulders (16544)	Warlord's Plate Armor (16541)	Onslaught Girdle (19137)	General's Plate Leggings (16543)	General's Plate Boots (16545)	Bracelets of Wrath (16959)	Edgemaster's Handguards (14551)	Quick Strike Ring (18821)	Circle of Applied Force (19432)	Diamond Flask (20130)	Drake Fang Talisman (19406)	Cloak of the Shrouded Mists (17102)	Thunderfury, Blessed Blade of the Windseeker (19019)	Maladath, Runed Blade of the Black Flight (19351)	Blastershot Launcher (17072)
14	Tankwood	The Pond pug	Horde	1,397.9	40	Jun 23	42:47	Helm of Endless Rage (19372)	Onyxia Tooth Pendant (18404)	Warlord's Plate Shoulders (16544)	Warlord's Plate Armor (16541)	Onslaught Girdle (19137)	General's Plate Leggings (16543)	General's Plate Boots (16545)	Zandalar Vindicator's Armguards (19824)	Edgemaster's Handguards (14551)	Circle of Applied Force (19432)	Quick Strike Ring (18821)	Diamond Flask (20130)	Drake Fang Talisman (19406)	Zulian Tigerhide Cloak (19907)	High Warlord's Blade (16345)	High Warlord's Razor (18840)	Bloodseeker (19107)
15	Dorkel	something to think about	Horde	1,385.4	40	Jul 8	42:41	Champion's Plate Helm (23244)	Rage of Mugamba (19577)	Warlord's Plate Shoulders (16544)	Legionnaire's Plate Hauberk (22872)	Zandalar Vindicator's Belt (19823)	Bloodsoaked Legplates (19855)	General's Plate Boots (16545)	Bracelets of Wrath (16959)	Edgemaster's Handguards (14551)	Seal of the Gurubashi Berserker (22722)	Circle of Applied Force (19432)	Drake Fang Talisman (19406)	Diamond Flask (20130)	Might of the Tribe (22712)	Core Hound Tooth (18805)	Chromatically Tempered Sword (19352)	Bloodseeker (19107)
16	Toope	wiggle	Horde	1,380.4	40	Jun 10	49:56	Champion's Plate Helm (23244)	The Eye of Hakkar (19856)	Warlord's Plate Shoulders (16544)	Legionnaire's Plate Hauberk (22872)	Onslaught Girdle (19137)	General's Plate Leggings (16543)	General's Plate Boots (16545)	Bracelets of Wrath (16959)	Edgemaster's Handguards (14551)	Don Julio's Band (19325)	Master Dragonslayer's Ring (19384)	Hand of Justice (11815)	Diamond Flask (20130)	Cloak of the Shrouded Mists (17102)	High Warlord's Blade (16345)	High Warlord's Quickblade (23467)	Striker's Mark (17069)
17	Slamspam	Fusk og Sjusk	Alliance	1,371.2	40	Jun 19	1:04:10	Field Marshal's Plate Helm (16478)	The Eye of Hakkar (19856)	Field Marshal's Plate Shoulderguards (16480)	Field Marshal's Plate Armor (16477)	Zandalar Vindicator's Belt (19823)	Marshal's Plate Legguards (16479)	Marshal's Plate Boots (16483)	Wristguards of True Flight (18812)	Marshal's Plate Gauntlets (16484)	Circle of Applied Force (19432)	Don Julio's Band (19325)	Hand of Justice (11815)	Diamond Flask (20130)	Dragon's Blood Cape (17107)	Grand Marshal's Swiftblade (23456)	Grand Marshal's Longsword (12584)	Blastershot Launcher (17072)
18	Methslinger	wiggle 2	Horde	1,366.6	40	May 12	52:36	Champion's Plate Helm (23244)	Onyxia Tooth Pendant (18404)	Warlord's Plate Shoulders (16544)	Legionnaire's Plate Hauberk (22872)	Onslaught Girdle (19137)	General's Plate Leggings (16543)	General's Plate Boots (16545)	Zandalar Vindicator's Armguards (19824)	Edgemaster's Handguards (14551)	Band of Jin (19925)	Seal of Jin (19898)	Diamond Flask (20130)	Lifegiving Gem (19341)	Dragon's Blood Cape (17107)	High Warlord's Quickblade (23467)	High Warlord's Quickblade (23467)	Satyr's Bow (18323)
19	Arkada	N/A	Unknown	1,364.2	40	Jun 8	57:36	Lionheart Helm (12640)	The Eye of Hakkar (19856)	Field Marshal's Plate Shoulderguards (16480)	Field Marshal's Plate Armor (16477)	Zandalar Vindicator's Belt (19823)	Marshal's Plate Legguards (16479)	Marshal's Plate Boots (16483)	Zandalar Vindicator's Armguards (19824)	Flameguard Gauntlets (19143)	Circle of Applied Force (19432)	Don Julio's Band (19325)	Diamond Flask (20130)	Hand of Justice (11815)	Cape of the Black Baron (13340)	Grand Marshal's Longsword (12584)	Grand Marshal's Swiftblade (23456)	Bloodseeker (19107)
20	Dopeman	AV RANKER	Horde	1,363.1	40	Jun 29	41:06	Warlord's Plate Headpiece (16542)	Onyxia Tooth Pendant (18404)	Warlord's Plate Shoulders (16544)	Warlord's Plate Armor (16541)	Onslaught Girdle (19137)	General's Plate Leggings (16543)	General's Plate Boots (16545)	Zandalar Vindicator's Armguards (19824)	General's Plate Gauntlets (16548)	Master Dragonslayer's Ring (19384)	Band of Accuria (17063)	Diamond Flask (20130)	Drake Fang Talisman (19406)	Cloak of the Shrouded Mists (17102)	High Warlord's Cleaver (18828)	Crul'shorukh, Edge of Chaos (19363)	Dragonbreath Hand Cannon (19368)
21	Dankwar	GG	Horde	1,363.1	40	Jun 10	1:00:8	Warlord's Plate Headpiece (16542)	Will of the Martyr (17044)	Warlord's Plate Shoulders (16544)	Malfurion's Blessed Bulwark (19405)	Onslaught Girdle (19137)	Bloodsoaked Legplates (19855)	General's Plate Boots (16545)	Bracelets of Wrath (16959)	Aged Core Leather Gloves (18823)	Circle of Applied Force (19432)	Seal of the Gurubashi Berserker (22722)	Diamond Flask (20130)	Hand of Justice (11815)	Might of the Tribe (22712)	Alcor's Sunrazor (14555)	High Warlord's Razor (18840)	Blackcrow (12651)
22	Ryvil	blurry	Alliance	1,351.9	38	Jun 14	27:13	Lieutenant Commander's Plate Helmet (23314)	Onyxia Tooth Pendant (18404)	Lieutenant Commander's Plate Shoulders (23315)	Field Marshal's Plate Armor (16477)	Onslaught Girdle (19137)	Marshal's Plate Legguards (16479)	Marshal's Plate Boots (16483)	Zandalar Vindicator's Armguards (19824)	Edgemaster's Handguards (14551)	Quick Strike Ring (18821)	Seal of the Gurubashi Berserker (22722)	Hand of Justice (11815)	Diamond Flask (20130)	Shroud of Domination (22337)	Grand Marshal's Swiftblade (23456)	Grand Marshal's Longsword (12584)	Bloodseeker (19107)
23	Apohs	Fate	Horde	1,344.7	40	Jun 13	1:01:45	Champion's Plate Helm (23244)	Onyxia Tooth Pendant (18404)	Drake Talon Pauldrons (19394)	Legionnaire's Plate Hauberk (22872)	Belt of Preserved Heads (20216)	General's Plate Leggings (16543)	Chromatic Boots (19387)	Vambraces of the Sadist (13400)	Aged Core Leather Gloves (18823)	Don Julio's Band (19325)	Circle of Applied Force (19432)	Diamond Flask (20130)	Drake Fang Talisman (19406)	Cloak of the Shrouded Mists (17102)	Perdition's Blade (18816)	Core Hound Tooth (18805)	Bloodseeker (19107)
24	Reignjr	N/A	Unknown	1,343.5	39	Jun 9	36:35	Helm of Endless Rage (19372)	Onyxia Tooth Pendant (18404)	Warlord's Plate Shoulders (16544)	Warlord's Plate Armor (16541)	Onslaught Girdle (19137)	General's Plate Leggings (16543)	General's Plate Boots (16545)	Zandalar Vindicator's Armguards (19824)	Edgemaster's Handguards (14551)	Circle of Applied Force (19432)	Don Julio's Band (19325)	Drake Fang Talisman (19406)	Diamond Flask (20130)	Cloak of the Shrouded Mists (17102)	Thunderfury, Blessed Blade of the Windseeker (19019)	Chromatically Tempered Sword (19352)	Blastershot Launcher (17072)
25	Sugghababe	AV RANKER	Horde	1,338.1	40	Jun 12	40:52	Helm of Endless Rage (19372)	Onyxia Tooth Pendant (18404)	Warlord's Plate Shoulders (16544)	Savage Gladiator Chain (11726)	Onslaught Girdle (19137)	General's Plate Leggings (16543)	General's Plate Boots (16545)	Bracelets of Wrath (16959)	Edgemaster's Handguards (14551)	Don Julio's Band (19325)	Master Dragonslayer's Ring (19384)	Drake Fang Talisman (19406)	Diamond Flask (20130)	Cloak of the Shrouded Mists (17102)	High Warlord's Quickblade (23467)	High Warlord's Cleaver (18828)	Blastershot Launcher (17072)
26	Cy	wiggle	Horde	1,334.2	40	May 29	44:06	Champion's Plate Helm (23244)	The Eye of Hakkar (19856)	Champion's Plate Shoulders (23243)	Warlord's Plate Armor (16541)	Zandalar Vindicator's Belt (19823)	General's Plate Leggings (16543)	General's Plate Boots (16545)	Bracelets of Wrath (16959)	Edgemaster's Handguards (14551)	Master Dragonslayer's Ring (19384)	Don Julio's Band (19325)	Diamond Flask (20130)	Drake Fang Talisman (19406)	Dragon's Blood Cape (17107)	Thunderfury, Blessed Blade of the Windseeker (19019)	High Warlord's Quickblade (23467)	Riphook (12653)
27	Bubztwo	RTR	Horde	1,333.9	41	Jun 12	46:11	Lionheart Helm (12640)	Onyxia Tooth Pendant (18404)	Warlord's Plate Shoulders (16544)	Savage Gladiator Chain (11726)	Onslaught Girdle (19137)	General's Plate Leggings (16543)	Chromatic Boots (19387)	Zandalar Vindicator's Armguards (19824)	Edgemaster's Handguards (14551)	Don Julio's Band (19325)	Master Dragonslayer's Ring (19384)	Hand of Justice (11815)	Diamond Flask (20130)	Might of the Tribe (22712)	High Warlord's Razor (18840)	High Warlord's Quickblade (23467)	Striker's Mark (17069)
28	Snuset	SQUAWK	Horde	1,330.9	40	May 14	50:49	Helm of Endless Rage (19372)	Onyxia Tooth Pendant (18404)	Warlord's Plate Shoulders (16544)	Warlord's Plate Armor (16541)	Therazane's Link (19380)	General's Plate Leggings (16543)	General's Plate Boots (16545)	Wristguards of True Flight (18812)	Edgemaster's Handguards (14551)	Don Julio's Band (19325)	Band of Flesh (13373)	Drake Fang Talisman (19406)	Blackhand's Breadth (13965)	Cloak of the Shrouded Mists (17102)	High Warlord's Blade (16345)	Thunderfury, Blessed Blade of the Windseeker (19019)	Dragonbreath Hand Cannon (19368)
29	Reignjr	Temporary	Horde	1,329.0	40	May 12	51:06	Warlord's Plate Headpiece (16542)	Onyxia Tooth Pendant (18404)	Warlord's Plate Shoulders (16544)	Warlord's Plate Armor (16541)	Zandalar Vindicator's Belt (19823)	General's Plate Leggings (16543)	General's Plate Boots (16545)	Zandalar Vindicator's Armguards (19824)	Edgemaster's Handguards (14551)	Circle of Applied Force (19432)	Don Julio's Band (19325)	Drake Fang Talisman (19406)	Diamond Flask (20130)	Cloak of the Shrouded Mists (17102)	Thunderfury, Blessed Blade of the Windseeker (19019)	Chromatically Tempered Sword (19352)	Blastershot Launcher (17072)
30	Meatpockette	Shenanigans	Horde	1,328.5	38	Jun 23	36:41	Warlord's Plate Headpiece (16542)	Onyxia Tooth Pendant (18404)	Warlord's Plate Shoulders (16544)	Warlord's Plate Armor (16541)	Onslaught Girdle (19137)	General's Plate Leggings (16543)	General's Plate Boots (16545)	Zandalar Vindicator's Armguards (19824)	General's Plate Gauntlets (16548)	Don Julio's Band (19325)	Band of Accuria (17063)	Hand of Justice (11815)	Diamond Flask (20130)	Might of the Tribe (22712)	High Warlord's Cleaver (18828)	High Warlord's Cleaver (18828)	Striker's Mark (17069)
31	Zugiestpeepo	The Pond pug	Horde	1,323.8	40	Jul 1	42:32	Helm of Endless Rage (19372)	Onyxia Tooth Pendant (18404)	Drake Talon Pauldrons (19394)	Warlord's Plate Armor (16541)	Onslaught Girdle (19137)	General's Plate Leggings (16543)	General's Plate Boots (16545)	Bracelets of Wrath (16959)	Edgemaster's Handguards (14551)	Band of Accuria (17063)	Circle of Applied Force (19432)	Diamond Flask (20130)	Drake Fang Talisman (19406)	Cloak of Draconic Might (19436)	Thunderfury, Blessed Blade of the Windseeker (19019)	Dragonfang Blade (19346)	Mandokir's Sting (20038)
32	고기	그그	Horde	1,321.1	40	Jun 29	1:00:17	Champion's Plate Helm (23244)	The Eye of Hakkar (19856)	Champion's Plate Shoulders (23243)	Savage Gladiator Chain (11726)	Onslaught Girdle (19137)	General's Plate Leggings (16543)	General's Plate Boots (16545)	Zandalar Vindicator's Armguards (19824)	Edgemaster's Handguards (14551)	Master Dragonslayer's Ring (19384)	Quick Strike Ring (18821)	Diamond Flask (20130)	Hand of Justice (11815)	Might of the Tribe (22712)	Thunderfury, Blessed Blade of the Windseeker (19019)	Crul'shorukh, Edge of Chaos (19363)	Striker's Mark (17069)
33	Iamwoyer	N/A	Unknown	1,318.2	40	May 11	29:02	Field Marshal's Plate Helm (16478)	Onyxia Tooth Pendant (18404)	Field Marshal's Plate Shoulderguards (16480)	Field Marshal's Plate Armor (16477)	Onslaught Girdle (19137)	Marshal's Plate Legguards (16479)	Marshal's Plate Boots (16483)	Bracers of Might (16861)	Marshal's Plate Gauntlets (16484)	Don Julio's Band (19325)	Quick Strike Ring (18821)	Hand of Justice (11815)	Diamond Flask (20130)	Stoneskin Gargoyle Cape (13397)	Grand Marshal's Longsword (12584)	Grand Marshal's Swiftblade (23456)	Heartstriker (19350)
34	Faxx	grief	Alliance	1,314.2	40	May 27	23:30	Field Marshal's Plate Helm (16478)	Onyxia Tooth Pendant (18404)	Field Marshal's Plate Shoulderguards (16480)	Field Marshal's Plate Armor (16477)	Onslaught Girdle (19137)	Marshal's Plate Legguards (16479)	Marshal's Plate Boots (16483)	Zandalar Vindicator's Armguards (19824)	Marshal's Plate Gauntlets (16484)	Band of Jin (19925)	Seal of Jin (19898)	Diamond Flask (20130)	Drake Fang Talisman (19406)	Dragon's Blood Cape (17107)	Thunderfury, Blessed Blade of the Windseeker (19019)	Grand Marshal's Longsword (12584)	Blastershot Launcher (17072)
35	Massesto	and he say me i noob LOL	Alliance	1,312.7	40	Jun 11	37:55	Field Marshal's Plate Helm (16478)	Onyxia Tooth Pendant (18404)	Field Marshal's Plate Shoulderguards (16480)	Field Marshal's Plate Armor (16477)	Onslaught Girdle (19137)	Marshal's Plate Legguards (16479)	Marshal's Plate Boots (16483)	Bracelets of Wrath (16959)	Marshal's Plate Gauntlets (16484)	Quick Strike Ring (18821)	Archimtiros' Ring of Reckoning (19376)	Drake Fang Talisman (19406)	Diamond Flask (20130)	Cape of the Black Baron (13340)	Grand Marshal's Longsword (12584)	Maladath, Runed Blade of the Black Flight (19351)	Bloodseeker (19107)
36	Bubztwo	RTR	Horde	1,310.7	40	Jun 26	37:24	Lionheart Helm (12640)	Onyxia Tooth Pendant (18404)	Warlord's Plate Shoulders (16544)	Savage Gladiator Chain (11726)	Onslaught Girdle (19137)	General's Plate Leggings (16543)	Chromatic Boots (19387)	Zandalar Vindicator's Armguards (19824)	Edgemaster's Handguards (14551)	Don Julio's Band (19325)	Master Dragonslayer's Ring (19384)	Hand of Justice (11815)	Diamond Flask (20130)	Might of the Tribe (22712)	High Warlord's Razor (18840)	High Warlord's Quickblade (23467)	Striker's Mark (17069)
37	Skynetgodx	N/A	Unknown	1,303.2	40	Jun 15	39:39	Champion's Plate Helm (23244)	Onyxia Tooth Pendant (18404)	Champion's Plate Shoulders (23243)	Savage Gladiator Chain (11726)	Onslaught Girdle (19137)	General's Plate Leggings (16543)	General's Plate Boots (16545)	Zandalar Vindicator's Armguards (19824)	General's Plate Gauntlets (16548)	Don Julio's Band (19325)	Circle of Applied Force (19432)	Hand of Justice (11815)	Diamond Flask (20130)	Windshear Cape (20691)	High Warlord's Cleaver (18828)	High Warlord's Cleaver (18828)	Bloodseeker (19107)
38	Obiwonpumps	Smooth	Horde	1,298.3	40	Jun 23	46:55	Champion's Plate Helm (23244)	Onyxia Tooth Pendant (18404)	Champion's Plate Shoulders (23243)	Warlord's Plate Armor (16541)	Zandalar Vindicator's Belt (19823)	General's Plate Leggings (16543)	General's Plate Boots (16545)	Zandalar Vindicator's Armguards (19824)	Edgemaster's Handguards (14551)	Myrmidon's Signet (2246)	Don Julio's Band (19325)	Diamond Flask (20130)	Hand of Justice (11815)	Stoneskin Gargoyle Cape (13397)	High Warlord's Quickblade (23467)	High Warlord's Blade (16345)	Satyr's Bow (18323)
39	Smolgandii	smol	Alliance	1,295.6	40	Jul 8	34:41	Field Marshal's Plate Helm (16478)	Onyxia Tooth Pendant (18404)	Field Marshal's Plate Shoulderguards (16480)	Field Marshal's Plate Armor (16477)	Onslaught Girdle (19137)	Marshal's Plate Legguards (16479)	Marshal's Plate Boots (16483)	Bracelets of Wrath (16959)	Edgemaster's Handguards (14551)	Circle of Applied Force (19432)	Master Dragonslayer's Ring (19384)	Diamond Flask (20130)	Drake Fang Talisman (19406)	Cloak of Draconic Might (19436)	Grand Marshal's Swiftblade (23456)	Grand Marshal's Swiftblade (23456)	Satyr's Bow (18323)
40	Inzaki	Regress	Horde	1,292.8	37	May 18	22:25	Warlord's Plate Headpiece (16542)	Onyxia Tooth Pendant (18404)	Warlord's Plate Shoulders (16544)	Warlord's Plate Armor (16541)	Zandalar Vindicator's Belt (19823)	General's Plate Leggings (16543)	General's Plate Boots (16545)	Zandalar Vindicator's Armguards (19824)	General's Plate Gauntlets (16548)	Don Julio's Band (19325)	Quick Strike Ring (18821)	Diamond Flask (20130)	Drake Fang Talisman (19406)	Cloak of the Shrouded Mists (17102)	High Warlord's Quickblade (23467)	High Warlord's Cleaver (18828)	Blastershot Launcher (17072)
41	Firesxd	Primates	Alliance	1,290.1	40	May 11	53:19	Lieutenant Commander's Plate Helmet (23314)	Onyxia Tooth Pendant (18404)	Lieutenant Commander's Plate Shoulders (23315)	Savage Gladiator Chain (11726)	Belt of Preserved Heads (20216)	Marshal's Plate Legguards (16479)	Marshal's Plate Boots (16483)	Zandalar Vindicator's Armguards (19824)	Edgemaster's Handguards (14551)	Don Julio's Band (19325)	Blackstone Ring (17713)	Diamond Flask (20130)	Hand of Justice (11815)	Dragon's Blood Cape (17107)	Deathbringer (17068)	Crul'shorukh, Edge of Chaos (19363)	Bloodseeker (19107)
42	Wusai	based	Alliance	1,289.6	40	Jun 15	59:46	Field Marshal's Plate Helm (16478)	Onyxia Tooth Pendant (18404)	Field Marshal's Plate Shoulderguards (16480)	Field Marshal's Plate Armor (16477)	Zandalar Vindicator's Belt (19823)	Marshal's Plate Legguards (16479)	Marshal's Plate Boots (16483)	Zandalar Vindicator's Armguards (19824)	Marshal's Plate Gauntlets (16484)	Circle of Applied Force (19432)	Don Julio's Band (19325)	Diamond Flask (20130)	Drake Fang Talisman (19406)	Cloak of the Shrouded Mists (17102)	Grand Marshal's Swiftblade (23456)	Maladath, Runed Blade of the Black Flight (19351)	Bloodseeker (19107)
43	Apohs	Fate	Horde	1,289.1	40	Jun 27	52:13	Champion's Plate Helm (23244)	Onyxia Tooth Pendant (18404)	Drake Talon Pauldrons (19394)	Legionnaire's Plate Hauberk (22872)	Zandalar Vindicator's Belt (19823)	General's Plate Leggings (16543)	Chromatic Boots (19387)	Vambraces of the Sadist (13400)	Aged Core Leather Gloves (18823)	Don Julio's Band (19325)	Circle of Applied Force (19432)	Diamond Flask (20130)	Drake Fang Talisman (19406)	Cloak of the Shrouded Mists (17102)	Perdition's Blade (18816)	Core Hound Tooth (18805)	Bloodseeker (19107)
44	Whereswar	Dragon Snacks	Alliance	1,288.9	40	Jun 26	38:22	Field Marshal's Plate Helm (16478)	Onyxia Tooth Pendant (18404)	Field Marshal's Plate Shoulderguards (16480)	Field Marshal's Plate Armor (16477)	Onslaught Girdle (19137)	Marshal's Plate Legguards (16479)	Marshal's Plate Boots (16483)	Wristguards of Stability (19146)	Marshal's Plate Gauntlets (16484)	Don Julio's Band (19325)	Band of Accuria (17063)	Diamond Flask (20130)	Drake Fang Talisman (19406)	Cloak of the Shrouded Mists (17102)	Grand Marshal's Swiftblade (23456)	Grand Marshal's Swiftblade (23456)	Mandokir's Sting (20038)
45	Oraqt	something to think about	Horde	1,288.2	40	Jun 12	36:43	Champion's Plate Helm (23244)	Onyxia Tooth Pendant (18404)	Champion's Plate Shoulders (23243)	Warlord's Plate Armor (16541)	Zandalar Vindicator's Belt (19823)	General's Plate Leggings (16543)	Chromatic Boots (19387)	Zandalar Vindicator's Armguards (19824)	Edgemaster's Handguards (14551)	Master Dragonslayer's Ring (19384)	Don Julio's Band (19325)	Diamond Flask (20130)	Hand of Justice (11815)	Cape of the Black Baron (13340)	High Warlord's Cleaver (18828)	High Warlord's Quickblade (23467)	Bloodseeker (19107)
46	Mikewar	Primates	Alliance	1,277.8	40	May 25	43:13	Field Marshal's Plate Helm (16478)	Onyxia Tooth Pendant (18404)	Field Marshal's Plate Shoulderguards (16480)	Field Marshal's Plate Armor (16477)	Onslaught Girdle (19137)	Marshal's Plate Legguards (16479)	Marshal's Plate Boots (16483)	Zandalar Vindicator's Armguards (19824)	Marshal's Plate Gauntlets (16484)	Circle of Applied Force (19432)	Don Julio's Band (19325)	Diamond Flask (20130)	Drake Fang Talisman (19406)	Cloak of the Shrouded Mists (17102)	Thunderfury, Blessed Blade of the Windseeker (19019)	Grand Marshal's Swiftblade (23456)	Blastershot Launcher (17072)
47	Gunbot	Gambit	Alliance	1,275.6	41	May 22	1:07:20	Field Marshal's Plate Helm (16478)	Onyxia Tooth Pendant (18404)	Field Marshal's Plate Shoulderguards (16480)	Field Marshal's Plate Armor (16477)	Zandalar Vindicator's Belt (19823)	Marshal's Plate Legguards (16479)	Marshal's Plate Boots (16483)	Zandalar Vindicator's Armguards (19824)	Marshal's Plate Gauntlets (16484)	Myrmidon's Signet (2246)	Band of Accuria (17063)	Diamond Flask (20130)	Drake Fang Talisman (19406)	Cloak of the Shrouded Mists (17102)	Grand Marshal's Swiftblade (23456)	Grand Marshal's Longsword (12584)	Heartstriker (19350)
48	Trainer	Nasty Dogs	Horde	1,275.2	40	Jun 18	29:32	Helm of Endless Rage (19372)	Onyxia Tooth Pendant (18404)	Drake Talon Pauldrons (19394)	Warlord's Plate Armor (16541)	Onslaught Girdle (19137)	General's Plate Leggings (16543)	Chromatic Boots (19387)	Zandalar Vindicator's Armguards (19824)	Edgemaster's Handguards (14551)	Quick Strike Ring (18821)	Don Julio's Band (19325)	Diamond Flask (20130)	Drake Fang Talisman (19406)	Zulian Tigerhide Cloak (19907)	Thunderfury, Blessed Blade of the Windseeker (19019)	Maladath, Runed Blade of the Black Flight (19351)	Striker's Mark (17069)
49	Brutherwz	N/A	Unknown	1,272.5	39	Jun 23	38:59	Helm of Endless Rage (19372)	Onyxia Tooth Pendant (18404)	Champion's Plate Shoulders (23243)	Legionnaire's Plate Hauberk (22872)	Onslaught Girdle (19137)	General's Plate Leggings (16543)	General's Plate Boots (16545)	Bracelets of Wrath (16959)	Edgemaster's Handguards (14551)	Band of Accuria (17063)	Seal of the Gurubashi Berserker (22722)	Hand of Justice (11815)	Diamond Flask (20130)	Dragon's Blood Cape (17107)	High Warlord's Quickblade (23467)	High Warlord's Blade (16345)	Blastershot Launcher (17072)
50	Zorone	Rote Rakete	Alliance	1,270.7	40	Jul 8	33:34	Field Marshal's Plate Helm (16478)	Onyxia Tooth Pendant (18404)	Field Marshal's Plate Shoulderguards (16480)	Field Marshal's Plate Armor (16477)	Waistband of Wrath (16960)	Marshal's Plate Legguards (16479)	Marshal's Plate Boots (16483)	Bracelets of Wrath (16959)	Marshal's Plate Gauntlets (16484)	Master Dragonslayer's Ring (19384)	Archimtiros' Ring of Reckoning (19376)	Diamond Flask (20130)	Drake Fang Talisman (19406)	Cloak of the Shrouded Mists (17102)	Grand Marshal's Swiftblade (23456)	Grand Marshal's Longsword (12584)	Mandokir's Sting (20038)
51	Feroce	Led Pugs	Horde	1,270.7	40	Jun 23	28:45	Helm of Endless Rage (19372)	Onyxia Tooth Pendant (18404)	Champion's Plate Shoulders (23243)	Legionnaire's Plate Hauberk (22872)	Onslaught Girdle (19137)	General's Plate Leggings (16543)	General's Plate Boots (16545)	Bracelets of Wrath (16959)	Aged Core Leather Gloves (18823)	Seal of the Gurubashi Berserker (22722)	Master Dragonslayer's Ring (19384)	Diamond Flask (20130)	Drake Fang Talisman (19406)	Dragon's Blood Cape (17107)	Alcor's Sunrazor (14555)	High Warlord's Razor (18840)	Dragonbreath Hand Cannon (19368)
52	열반	그그	Horde	1,266.8	40	Jun 22	1:02:18	Champion's Plate Helm (23244)	Onyxia Tooth Pendant (18404)	Champion's Plate Shoulders (23243)	Warlord's Plate Armor (16541)	Onslaught Girdle (19137)	General's Plate Leggings (16543)	General's Plate Boots (16545)	Zandalar Vindicator's Armguards (19824)	Aged Core Leather Gloves (18823)	Master Dragonslayer's Ring (19384)	Don Julio's Band (19325)	Diamond Flask (20130)	Hand of Justice (11815)	Cape of the Black Baron (13340)	High Warlord's Razor (18840)	High Warlord's Razor (18840)	Gurubashi Dwarf Destroyer (19853)
53	Pooqi	something to think about	Horde	1,265.8	40	Jun 25	42:18	Champion's Plate Helm (23244)	Quicksilver Pendant (12026)	Warlord's Plate Shoulders (16544)	Legionnaire's Plate Hauberk (22872)	Zandalar Vindicator's Belt (19823)	General's Plate Leggings (16543)	General's Plate Boots (16545)	Wristguards of Stability (19146)	Edgemaster's Handguards (14551)	Seal of the Gurubashi Berserker (22722)	Circle of Applied Force (19432)	Diamond Flask (20130)	Drake Fang Talisman (19406)	Shadewood Cloak (18328)	High Warlord's Quickblade (23467)	High Warlord's Cleaver (18828)	Bloodseeker (19107)
54	Cancelaure	Genesis	Alliance	1,265.5	40	Jul 6	23:25	Field Marshal's Plate Helm (16478)	Onyxia Tooth Pendant (18404)	Field Marshal's Plate Shoulderguards (16480)	Field Marshal's Plate Armor (16477)	Zandalar Vindicator's Belt (19823)	Marshal's Plate Legguards (16479)	Marshal's Plate Boots (16483)	Wristguards of True Flight (18812)	Marshal's Plate Gauntlets (16484)	Don Julio's Band (19325)	Band of Accuria (17063)	Diamond Flask (20130)	Hand of Justice (11815)	Cape of the Black Baron (13340)	Grand Marshal's Longsword (12584)	Grand Marshal's Swiftblade (23456)	Striker's Mark (17069)
55	챔피언	SW	Horde	1,265.2	40	Jul 3	1:29:50	Warlord's Plate Headpiece (16542)	Onyxia Tooth Pendant (18404)	Warlord's Plate Shoulders (16544)	Warlord's Plate Armor (16541)	Onslaught Girdle (19137)	General's Plate Leggings (16543)	Chromatic Boots (19387)	Zandalar Vindicator's Armguards (19824)	Edgemaster's Handguards (14551)	Quick Strike Ring (18821)	Master Dragonslayer's Ring (19384)	Hand of Justice (11815)	Diamond Flask (20130)	Zulian Tigerhide Cloak (19907)	Thunderfury, Blessed Blade of the Windseeker (19019)	Crul'shorukh, Edge of Chaos (19363)	Blastershot Launcher (17072)
