Rank	Name	Guild	Faction	DPS	Size	Date	Duration	Head	Neck	Shoulder	Chest	Waist	Legs	Feet	Wrist	Hands	Ring1	Ring2	Trinket1	Trinket2	Back	Weapon1	Weapon2	Ranged
73	Madpalyz	N/A	Unknown	221.3	19	May 28	1:11	Judgment Crown (16955)	Medallion of Steadfast Might (17065)	Judgment Spaulders (16953)	Judgment Breastplate (16958)	Judgment Belt (16952)	Judgment Legplates (16954)	Judgment Sabatons (16957)	Judgment Bindings (16951)	Judgment Gauntlets (16956)	Heavy Dark Iron Ring (18879)	Don Julio's Band (19325)	Stormpike Insignia Rank 6 (17904)	Onyxia Blood Talisman (18406)	Overlord's Embrace (19888)	Bloodcaller (19864)	Force Reactive Disk (18168)	Egan's Blaster (13289)
74	Alariic	N/A	Unknown	221.0	20	Jul 7	0:43	Judgment Crown (16955)	Choker of Enlightenment (17109)	Judgment Spaulders (16953)	Judgment Breastplate (16958)	Judgment Belt (16952)	Judgment Legplates (16954)	Judgment Sabatons (16957)	Judgment Bindings (16951)	Judgment Gauntlets (16956)	Band of Servitude (22721)	Zanzil's Seal (19893)	Styleen's Impeding Scarab (19431)	Zandalarian Hero Charm (19950)	Cloak of the Brood Lord (19378)	Bloodcaller (19864)	Elementium Reinforced Bulwark (19349)	Libram of Hope (22401)
75	Meteor	N/A	Unknown	220.7	20	Jun 23	1:02	Judgment Crown (16955)	Eskhandar's Collar (18205)	Judgment Spaulders (16953)	Judgment Breastplate (16958)	Judgment Belt (16952)	Judgment Legplates (16954)	Marshal's Lamellar Boots (16472)	Judgment Bindings (16951)	Judgment Gauntlets (16956)	Ring of Blackrock (19397)	Overlord's Onyx Band (19912)	Zandalarian Hero Charm (19950)	Styleen's Impeding Scarab (19431)	Elementium Threaded Cloak (19386)	Grand Marshal's Swiftblade (23456)	Drillborer Disk (17066)	Libram of Hope (22401)
76	Laggylein	N/A	Unknown	220.4	20	May 27	1:10	Crown of Destruction (18817)	Medallion of Steadfast Might (17065)	Stockade Pauldrons (14552)	Darksoul Breastplate (19693)	Deathbone Girdle (14620)	Deathbone Legguards (14623)	Deathbone Sabatons (14621)	Lawbringer Bracers (16857)	Bloodsoaked Gauntlets (19894)	Band of Servitude (22721)	Overlord's Onyx Band (19912)	Zandalarian Hero Charm (19950)	Onyxia Blood Talisman (18406)	Sapphiron Drape (17078)	Fiery Retributer (19968)	Aegis of the Blood God (19862)	Egan's Blaster (13289)
77	Pov	Omen	Alliance	220.3	19	May 2	0:48	Judgment Crown (16955)	Choker of the Fire Lord (18814)	Judgment Spaulders (16953)	Knight-Captain's Lamellar Breastplate (23272)	Girdle of the Fallen Crusader (19392)	Judgment Legplates (16954)	Knight-Lieutenant's Lamellar Sabatons (23275)	Judgment Bindings (16951)	Judgment Gauntlets (16956)	Don Julio's Band (19325)	Songstone of Ironforge (12543)	Briarwood Reed (12930)	Talisman of Ephemeral Power (18820)	Sapphiron Drape (17078)	Flurry Axe (871)	Elementium Reinforced Bulwark (19349)	N/A
78	Crowdis	N/A	Unknown	220.1	20	Jun 25	1:14	Judgment Crown (16955)	Medallion of Steadfast Might (17065)	Lieutenant Commander's Lamellar Shoulders (23277)	Judgment Breastplate (16958)	Barrage Girdle (18721)	Knight-Captain's Lamellar Leggings (23273)	Knight-Lieutenant's Lamellar Sabatons (23275)	Soulforge Bracers (22088)	Knight-Lieutenant's Lamellar Gauntlets (23274)	Overlord's Crimson Band (19873)	Band of Servitude (22721)	Styleen's Impeding Scarab (19431)	Zandalarian Hero Charm (19950)	Overlord's Embrace (19888)	Bloodlord's Defender (19867)	Aegis of the Blood God (19862)	N/A
79	Azuraa	N/A	Unknown	218.0	13	Jun 1	1:42	Judgment Crown (16955)	Talisman of Protection (19871)	Judgment Spaulders (16953)	Judgment Breastplate (16958)	Judgment Belt (16952)	Judgment Legplates (16954)	Judgment Sabatons (16957)	Lawbringer Bracers (16857)	Judgment Gauntlets (16956)	Don Julio's Band (19325)	Band of Servitude (22721)	Scrolls of Blinding Light (19343)	Zandalarian Hero Charm (19950)	Sapphiron Drape (17078)	Grand Marshal's Swiftblade (23456)	Grand Marshal's Aegis (18825)	N/A
80	Netheana	N/A	Unknown	216.8	20	Jun 10	0:55	Judgment Crown (16955)	Medallion of Steadfast Might (17065)	Judgment Spaulders (16953)	Field Marshal's Lamellar Chestplate (16473)	Judgment Belt (16952)	Judgment Legplates (16954)	Judgment Sabatons (16957)	Judgment Bindings (16951)	Marshal's Lamellar Gloves (16471)	Seal of the Archmagus (17110)	Band of Servitude (22721)	Talisman of Ephemeral Power (18820)	Scrolls of Blinding Light (19343)	Sapphiron Drape (17078)	Grand Marshal's Swiftblade (23456)	Grand Marshal's Aegis (18825)	N/A
81	Pepegaknight	N/A	Unknown	216.7	18	Jun 19	1:03	Judgment Crown (16955)	Medallion of Steadfast Might (17065)	Judgment Spaulders (16953)	Judgment Breastplate (16958)	Judgment Belt (16952)	Judgment Legplates (16954)	Judgment Sabatons (16957)	Judgment Bindings (16951)	Judgment Gauntlets (16956)	Band of Sulfuras (19138)	Seal of the Archmagus (17110)	Styleen's Impeding Scarab (19431)	Zandalarian Hero Charm (19950)	Shifting Cloak (18511)	Bloodcaller (19864)	Aegis of the Blood God (19862)	Libram of Hope (22401)
82	Adnexa	The Mage Union	Alliance	216.0	20	May 9	0:50	Judgment Crown (16955)	Choker of the Fire Lord (18814)	Lieutenant Commander's Lamellar Shoulders (23277)	Knight-Captain's Lamellar Breastplate (23272)	Judgment Belt (16952)	Judgment Legplates (16954)	Judgment Sabatons (16957)	Judgment Bindings (16951)	Knight-Lieutenant's Lamellar Gauntlets (23274)	Don Julio's Band (19325)	Overlord's Onyx Band (19912)	Stormpike Insignia Rank 6 (17904)	Styleen's Impeding Scarab (19431)	Overlord's Embrace (19888)	Mirah's Song (15806)	Malistar's Defender (17106)	N/A
83	Bukowski	N/A	Unknown	212.5	20	May 26	1:05	Judgment Crown (16955)	Talisman of Protection (19871)	Wailing Nightbane Pauldrons (13405)	Knight-Captain's Lamellar Breastplate (23272)	Deathbone Girdle (14620)	Bloodsoaked Legplates (19855)	Bloodsoaked Greaves (19913)	Bracers of Valor (16735)	Deathbone Gauntlets (14622)	Overlord's Onyx Band (19912)	Overlord's Crimson Band (19873)	Zandalarian Hero Charm (19950)	Stormpike Insignia Rank 6 (17904)	Phantasmal Cloak (18689)	Fiery Retributer (19968)	Argent Defender (13243)	N/A
84	Yggnir	Symbol	Alliance	211.8	19	Jun 15	1:12	Judgment Crown (16955)	Medallion of Steadfast Might (17065)	Soulforge Spaulders (22093)	Judgment Breastplate (16958)	Soulforge Belt (22086)	Bloodsoaked Legplates (19855)	Judgment Sabatons (16957)	Soulforge Bracers (22088)	Soulforge Gauntlets (22090)	Overlord's Onyx Band (19912)	Heavy Dark Iron Ring (18879)	Zandalarian Hero Charm (19950)	Force of Will (11810)	Overlord's Embrace (19888)	Flurry Axe (871)	Aegis of the Blood God (19862)	N/A
85	Tikachuwu	N/A	Unknown	210.9	20	Jun 8	1:14	Golem Skull Helm (11746)	Tooth of Gnarr (13141)	Earthslag Shoulders (11632)	Judgment Breastplate (16958)	Deathbone Girdle (14620)	Judgment Legplates (16954)	Deathbone Sabatons (14621)	Lawbringer Bracers (16857)	Deathbone Gauntlets (14622)	Songstone of Ironforge (12543)	Overlord's Onyx Band (19912)	Force of Will (11810)	Hand of Justice (11815)	Spritecaster Cape (11623)	Fiery Retributer (19968)	Argent Defender (13243)	Egan's Blaster (13289)
86	Versaeto	Invictus	Alliance	210.6	15	May 2	1:05	Judgment Crown (16955)	Choker of Enlightenment (17109)	Lieutenant Commander's Lamellar Shoulders (23277)	Judgment Breastplate (16958)	Girdle of the Fallen Crusader (19392)	Judgment Legplates (16954)	Judgment Sabatons (16957)	Judgment Bindings (16951)	Knight-Lieutenant's Lamellar Gauntlets (23274)	Songstone of Ironforge (12543)	Don Julio's Band (19325)	Scrolls of Blinding Light (19343)	Briarwood Reed (12930)	Cloak of the Brood Lord (19378)	Flurry Axe (871)	Drillborer Disk (17066)	N/A
87	Palakeen	Operasjon Firkløver	Alliance	210.0	20	Jun 4	1:12	Lieutenant Commander's Lamellar Headguard (23276)	Gemshard Heart (17707)	Lieutenant Commander's Lamellar Shoulders (23277)	Knight-Captain's Lamellar Breastplate (23272)	Lawbringer Belt (16858)	Judgment Legplates (16954)	Knight-Lieutenant's Lamellar Sabatons (23275)	Lawbringer Bracers (16857)	Knight-Lieutenant's Lamellar Gauntlets (23274)	Overlord's Onyx Band (19912)	Band of Servitude (22721)	Essence of the Pure Flame (18815)	Zandalarian Hero Charm (19950)	Stormpike Sage's Cloak (19086)	Bloodcaller (19864)	Skullflame Shield (1168)	N/A
88	Burebista	N/A	Unknown	208.9	20	May 25	1:05	Judgment Crown (16955)	Medallion of Grand Marshal Morris (13091)	Lieutenant Commander's Lamellar Shoulders (23277)	Judgment Breastplate (16958)	Deathbone Girdle (14620)	Judgment Legplates (16954)	Knight-Lieutenant's Lamellar Sabatons (23275)	Judgment Bindings (16951)	Judgment Gauntlets (16956)	Archimtiros' Ring of Reckoning (19376)	Heavy Dark Iron Ring (18879)	Onyxia Blood Talisman (18406)	Stormpike Insignia Rank 6 (17904)	Sapphiron Drape (17078)	Flurry Axe (871)	Drillborer Disk (17066)	Egan's Blaster (13289)
89	Mórwenn	N/A	Unknown	208.7	20	May 6	1:10	Field Marshal's Lamellar Faceguard (16474)	Medallion of Steadfast Might (17065)	Field Marshal's Lamellar Pauldrons (16476)	Field Marshal's Lamellar Chestplate (16473)	Belt of Shrunken Heads (20213)	Marshal's Lamellar Legplates (16475)	Marshal's Lamellar Boots (16472)	Judgment Bindings (16951)	Marshal's Lamellar Gloves (16471)	Don Julio's Band (19325)	Band of the Ogre King (18522)	Onyxia Blood Talisman (18406)	Force of Will (11810)	Redoubt Cloak (18495)	Brutality Blade (18832)	Malistar's Defender (17106)	N/A
90	Holytanklol	N/A	Unknown	208.5	20	May 28	0:53	Lieutenant Commander's Lamellar Headguard (23276)	Medallion of Steadfast Might (17065)	Lieutenant Commander's Lamellar Shoulders (23277)	Knight-Captain's Lamellar Breastplate (23272)	Deathbone Girdle (14620)	Judgment Legplates (16954)	Knight-Lieutenant's Lamellar Sabatons (23275)	Zandalar Freethinker's Armguards (19827)	Judgment Gauntlets (16956)	Overlord's Onyx Band (19912)	Overlord's Crimson Band (19873)	Essence of the Pure Flame (18815)	Stormpike Insignia Rank 6 (17904)	Overlord's Embrace (19888)	Aurastone Hammer (17105)	Drillborer Disk (17066)	N/A
91	Sttoic	Set Sail	Alliance	207.9	20	May 5	0:50	Judgment Crown (16955)	Medallion of Steadfast Might (17065)	Stockade Pauldrons (14552)	Judgment Breastplate (16958)	Judgment Belt (16952)	Judgment Legplates (16954)	Core Forged Greaves (18806)	Judgment Bindings (16951)	Bloodsoaked Gauntlets (19894)	Overlord's Onyx Band (19912)	Heavy Dark Iron Ring (18879)	Styleen's Impeding Scarab (19431)	Stormpike Insignia Rank 6 (17904)	The Emperor's New Cape (11930)	Quel'Serrar (18348)	Skullflame Shield (1168)	N/A
92	Dívinea	N/A	Unknown	207.6	20	Jun 15	1:21	Lightforge Helm (16727)	Hero's Brand (19588)	Judgment Spaulders (16953)	Zandalar Freethinker's Breastplate (19825)	Zandalar Freethinker's Belt (19826)	Bloodsoaked Legplates (19855)	Judgment Sabatons (16957)	Lawbringer Bracers (16857)	Judgment Gauntlets (16956)	Overlord's Crimson Band (19873)	Band of Servitude (22721)	Zandalarian Hero Charm (19950)	Onyxia Blood Talisman (18406)	Cloak of the Brood Lord (19378)	Flurry Axe (871)	Malistar's Defender (17106)	N/A
93	Highgothic	N/A	Unknown	207.2	20	Jun 20	1:12	Judgment Crown (16955)	Medallion of Steadfast Might (17065)	Lieutenant Commander's Lamellar Shoulders (23277)	Zandalar Freethinker's Breastplate (19825)	Judgment Belt (16952)	Judgment Legplates (16954)	Core Forged Greaves (18806)	Judgment Bindings (16951)	Bloodsoaked Gauntlets (19894)	Overlord's Onyx Band (19912)	Heavy Dark Iron Ring (18879)	Stormpike Insignia Rank 6 (17904)	Onyxia Blood Talisman (18406)	Redoubt Cloak (18495)	Quel'Serrar (18348)	Drillborer Disk (17066)	Libram of Hope (22401)
94	Rhinous	Duskborn Crusade	Alliance	206.9	18	May 24	1:16	Hyperion Helm (10388)	Star of Mystaria (12103)	Lightforge Spaulders (16729)	Lightforge Breastplate (16726)	Lightforge Belt (16723)	Lawbringer Legplates (16855)	Lightforge Boots (16725)	Lightforge Bracers (16722)	Lightforge Gauntlets (16724)	Naglering (11669)	Songstone of Ironforge (12543)	Onyxia Blood Talisman (18406)	Mark of Tyranny (13966)	Bloodmoon Cloak (12967)	Quel'Serrar (18348)	Malistar's Defender (17106)	N/A
95	Skoven	N/A	Unknown	206.0	20	May 19	0:47	Lieutenant Commander's Lamellar Headguard (23276)	Onyxia Tooth Pendant (18404)	Lieutenant Commander's Lamellar Shoulders (23277)	Knight-Captain's Lamellar Breastplate (23272)	Lawbringer Belt (16858)	Knight-Captain's Lamellar Leggings (23273)	Knight-Lieutenant's Lamellar Sabatons (23275)	Lawbringer Bracers (16857)	Knight-Lieutenant's Lamellar Gauntlets (23274)	Don Julio's Band (19325)	Blackstone Ring (17713)	Essence of the Pure Flame (18815)	Hand of Justice (11815)	Sapphiron Drape (17078)	Flurry Axe (871)	Skullflame Shield (1168)	N/A
96	叹息丶之墙	N/A	Unknown	205.7	20	May 15	1:20	Judgment Crown (16955)	Medallion of Steadfast Might (17065)	Judgment Spaulders (16953)	Breastplate of the Chromatic Flight (12895)	Judgment Belt (16952)	Deathbone Legguards (14623)	Judgment Sabatons (16957)	Judgment Bindings (16951)	Deathbone Gauntlets (14622)	Overlord's Crimson Band (19873)	Heavy Dark Iron Ring (18879)	Onyxia Blood Talisman (18406)	Force of Will (11810)	Dragon's Blood Cape (17107)	Quel'Serrar (18348)	Malistar's Defender (17106)	N/A
97	有个防骑	N/A	Unknown	205.7	19	May 8	1:53	Judgment Crown (16955)	Medallion of Steadfast Might (17065)	Judgment Spaulders (16953)	Judgment Breastplate (16958)	Judgment Belt (16952)	Legguards of the Fallen Crusader (19402)	Core Forged Greaves (18806)	Lawbringer Bracers (16857)	Judgment Gauntlets (16956)	Naglering (11669)	Don Julio's Band (19325)	Essence of the Pure Flame (18815)	Force of Will (11810)	Redoubt Cloak (18495)	Aurastone Hammer (17105)	Force Reactive Disk (18168)	Libram of Hope (22401)
98	Flioly	The Rising Phoenix	Alliance	205.4	20	Jun 21	1:08	Soulforge Helm (22091)	Medallion of Steadfast Might (17065)	Stockade Pauldrons (14552)	Soulforge Breastplate (22089)	Deathbone Girdle (14620)	Soulforge Legplates (22092)	Core Forged Greaves (18806)	Soulforge Bracers (22088)	Bloodsoaked Gauntlets (19894)	Blood of the Martyr (17045)	Overlord's Onyx Band (19912)	Darkmoon Card: Maelstrom (19289)	Force of Will (11810)	Overlord's Embrace (19888)	Flurry Axe (871)	Force Reactive Disk (18168)	Libram of Hope (22401)
99	Kennabobena	N/A	Unknown	205.1	20	May 21	0:55	Judgment Crown (16955)	Medallion of Steadfast Might (17065)	Judgment Spaulders (16953)	Knight-Captain's Lamellar Breastplate (23272)	Judgment Belt (16952)	Judgment Legplates (16954)	Knight-Lieutenant's Lamellar Sabatons (23275)	Lawbringer Bracers (16857)	Judgment Gauntlets (16956)	Band of Servitude (22721)	Don Julio's Band (19325)	Zandalarian Hero Charm (19950)	Hand of Justice (11815)	Stormpike Sage's Cloak (19086)	Flurry Axe (871)	Malistar's Defender (17106)	Egan's Blaster (13289)
100	Qute	For Instance	Alliance	203.4	18	May 17	1:03	Judgment Crown (16955)	Medallion of Steadfast Might (17065)	Lieutenant Commander's Lamellar Shoulders (23277)	Knight-Captain's Lamellar Breastplate (23272)	Deathbone Girdle (14620)	Knight-Captain's Lamellar Leggings (23273)	Core Forged Greaves (18806)	Sergeant Major's Plate Wristguards (18445)	Judgment Gauntlets (16956)	Naglering (11669)	Heavy Dark Iron Ring (18879)	Essence of the Pure Flame (18815)	Styleen's Impeding Scarab (19431)	Redoubt Cloak (18495)	Flurry Axe (871)	Drillborer Disk (17066)	Egan's Blaster (13289)
