Rank	Name	Guild	Faction	DPS	Size	Date	Duration	Head	Neck	Shoulder	Chest	Waist	Legs	Feet	Wrist	Hands	Ring1	Ring2	Trinket1	Trinket2	Back	Weapon1	Weapon2	Ranged
18	Iamtheliquor	Sauce	Horde	67.0	26	Feb 10	2:52	Tribal War Feathers (12960)	Animated Chain Necklace (18723)	Lead Surveyor's Mantle (11842)	Robes of the Exalted (13346)	Ornate Girdle (10122)	Ghoul Skin Leggings (18682)	Verdant Footpads (13954)	Loomguard Armbraces (13969)	Fallbrush Handgrips (13184)	Fordring's Seal (16058)	Cauterizing Band (19140)	Royal Seal of Eldre'Thalas (18471)	Second Wind (11819)	Sapphiron Drape (17078)	The Hammer of Grace (11923)	Lei of the Lifegiver (19312)	N/A
19	Fujisham	THREATCAPPED	Horde	66.5	32	Jan 29	2:01	Helm of the Lifegiver (18870)	Tooth of Gnarr (13141)	Living Shoulders (15061)	Robes of the Exalted (13346)	Thuzadin Sash (18740)	Legplates of Ten Storms (16946)	Earthfury Boots (16837)	Loomguard Armbraces (13969)	Blood Guard's Mail Vices (22867)	Fordring's Seal (16058)	Rosewine Circle (13178)	Briarwood Reed (12930)	Eye of the Beast (13968)	Hide of the Wild (18510)	Cold Forged Hammer (20648)	Lei of the Lifegiver (19312)	N/A
20	Mumbo	Ethereal	Horde	66.4	40	Mar 7	1:46	Helmet of Ten Storms (16947)	Animated Chain Necklace (18723)	Wild Growth Spaulders (18810)	Robes of the Exalted (13346)	Whipvine Cord (18327)	Padre's Trousers (18386)	Omnicast Boots (11822)	Loomguard Armbraces (13969)	Harmonious Gauntlets (18527)	Cauterizing Band (19140)	Fordring's Seal (16058)	Briarwood Reed (12930)	Second Wind (11819)	Hide of the Wild (18510)	Aurastone Hammer (17105)	Lei of the Lifegiver (19312)	N/A
21	Plop	The Syndicate	Horde	64.7	40	Mar 10	1:32	Insightful Hood (18490)	Frostwolf Advisor's Pendant (19096)	Earthfury Epaulets (16844)	Robes of the Exalted (13346)	Triumphant Girdle (15683)	Earthfury Legguards (16843)	Boots of the Full Moon (18507)	Loomguard Armbraces (13969)	Earthfury Gauntlets (16839)	Fordring's Seal (16058)	Rosewine Circle (13178)	Second Wind (11819)	Briarwood Reed (12930)	Deep Woodlands Cloak (19121)	The Hammer of Grace (11923)	Lei of the Lifegiver (19312)	Egan's Blaster (13289)
22	Rosshock	REDUCE REUSE RECYCLE	Horde	63.9	35	Mar 17	2:16	Helm of the Lifegiver (18870)	Selenium Chain (12025)	Earthfury Epaulets (16844)	Robes of the Exalted (13346)	Whipvine Cord (18327)	Padre's Trousers (18386)	Merciful Greaves (18318)	Earthfury Bracers (16840)	Gloves of Restoration (18309)	Ring of Demonic Guile (18314)	Rosewine Circle (13178)	Rune of the Dawn (19812)	Briarwood Reed (12930)	Archivist Cape (13386)	The Hammer of Grace (11923)	Gizlock's Hypertech Buckler (17718)	N/A
23	Joshisoom	N/A	Unknown	63.8	19	Feb 12	4:21	Insightful Hood (18490)	Animated Chain Necklace (18723)	Royal Cap Spaulders (14548)	Robes of the Exalted (13346)	Whipvine Cord (18327)	Padre's Trousers (18386)	Omnicast Boots (11822)	Loomguard Armbraces (13969)	Harmonious Gauntlets (18527)	Fordring's Seal (16058)	Rosewine Circle (13178)	Royal Seal of Eldre'Thalas (18471)	Briarwood Reed (12930)	Hide of the Wild (18510)	The Hammer of Grace (11923)	Lei of the Lifegiver (19312)	Egan's Blaster (13289)
24	Dinde	N/A	Unknown	63.7	30	Mar 2	2:15	Helmet of Ten Storms (16947)	Animated Chain Necklace (18723)	Wild Growth Spaulders (18810)	Robes of the Exalted (13346)	Feralsurge Girdle (18104)	Legplates of Ten Storms (16946)	Omnicast Boots (11822)	Loomguard Armbraces (13969)	Harmonious Gauntlets (18527)	Rosewine Circle (13178)	Fordring's Seal (16058)	Eye of the Beast (13968)	Briarwood Reed (12930)	Archivist Cape (13386)	Aurastone Hammer (17105)	Lei of the Lifegiver (19312)	Egan's Blaster (13289)
25	Kanonfeber	Small Pharma	Horde	63.2	30	Feb 11	3:01	Helmet of Ten Storms (16947)	Tooth of Gnarr (13141)	Earthfury Epaulets (16844)	Earthfury Vestments (16841)	Feralsurge Girdle (18104)	Legplates of Ten Storms (16946)	Earthfury Boots (16837)	Loomguard Armbraces (13969)	Harmonious Gauntlets (18527)	Rosewine Circle (13178)	Eye of Orgrimmar (12545)	Mindtap Talisman (18371)	Royal Seal of Eldre'Thalas (18471)	Raincaster Drape (12110)	Cold Forged Hammer (20648)	Lei of the Lifegiver (19312)	Egan's Blaster (13289)
26	Nikeshox	THREATCAPPED	Horde	62.6	29	Feb 19	1:30	Helmet of Ten Storms (16947)	Animated Chain Necklace (18723)	Wild Growth Spaulders (18810)	Robes of the Exalted (13346)	Earthfury Belt (16838)	Salamander Scale Pants (18875)	Boots of the Full Moon (18507)	Earthfury Bracers (16840)	Harmonious Gauntlets (18527)	Eye of Orgrimmar (12545)	Fordring's Seal (16058)	Briarwood Reed (12930)	Royal Seal of Eldre'Thalas (18471)	Hide of the Wild (18510)	The Hammer of Grace (11923)	Lei of the Lifegiver (19312)	N/A
27	Kugla	ICE	Horde	62.0	39	Mar 5	1:45	Tribal War Feathers (12960)	Frostwolf Advisor's Pendant (19096)	Wild Growth Spaulders (18810)	Red Dragonscale Breastplate (15047)	Whipvine Cord (18327)	Legplates of Ten Storms (16946)	Earthfury Boots (16837)	Loomguard Armbraces (13969)	Earthfury Gauntlets (16839)	Cauterizing Band (19140)	Rosewine Circle (13178)	Royal Seal of Eldre'Thalas (18471)	Second Wind (11819)	Hide of the Wild (18510)	The Hammer of Grace (11923)	Lei of the Lifegiver (19312)	Egan's Blaster (13289)
28	Tsumii	Unknown	Horde	62.0	21	Mar 15	4:21	Earthfury Helmet (16842)	Animated Chain Necklace (18723)	Earthfury Epaulets (16844)	Robes of the Exalted (13346)	Earthfury Belt (16838)	Salamander Scale Pants (18875)	Boots of the Full Moon (18507)	Loomguard Armbraces (13969)	Harmonious Gauntlets (18527)	Rosewine Circle (13178)	Fordring's Seal (16058)	Briarwood Reed (12930)	Second Wind (11819)	Hide of the Wild (18510)	The Hammer of Grace (11923)	Lei of the Lifegiver (19312)	Egan's Blaster (13289)
29	Sarexus	HS Crew	Horde	61.6	35	Feb 20	1:33	Earthfury Helmet (16842)	Animated Chain Necklace (18723)	Wild Growth Spaulders (18810)	Robes of the Exalted (13346)	Whipvine Cord (18327)	Legplates of Ten Storms (16946)	Boots of the Full Moon (18507)	Loomguard Armbraces (13969)	Harmonious Gauntlets (18527)	Rosewine Circle (13178)	Fordring's Seal (16058)	Briarwood Reed (12930)	Second Wind (11819)	Hide of the Wild (18510)	The Hammer of Grace (11923)	Thaurissan's Royal Scepter (11928)	N/A
30	六队法爷	N/A	Unknown	61.6	27	Jan 10	9:15	Starfire Tiara (12604)	Quicksilver Pendant (12026)	Pauldrons of Elements (16669)	Dreamwalker Armor (13123)	Ban'thok Sash (11662)	Earthfury Legguards (16843)	Omnicast Boots (11822)	Bindings of Elements (16671)	Earthfury Gauntlets (16839)	Eye of Orgrimmar (12545)	Band of the Unicorn (7553)	Eye of the Beast (13968)	Briarwood Reed (12930)	Nightshade Cloak (10224)	Aurastone Hammer (17105)	Rhombeard Protector (13205)	N/A
31	Eazyxl	Relapse	Horde	61.0	30	Jan 17	5:52	Crimson Felt Hat (18727)	Tooth of Gnarr (13141)	Burial Shawl (18681)	Vest of Elements (16666)	Feralsurge Girdle (18104)	Skyshroud Leggings (13170)	Waterspout Boots (18322)	Brazecore Armguards (13179)	Dracorian Gauntlets (13344)	Ring of Demonic Guile (18314)	Eye of Orgrimmar (12545)	Mindtap Talisman (18371)	Talisman of Ephemeral Power (18820)	Deep Woodlands Cloak (19121)	Aurastone Hammer (17105)	Gizlock's Hypertech Buckler (17718)	N/A
32	Snazz	Guillotine	Horde	60.6	40	Mar 2	1:28	Earthfury Helmet (16842)	Animated Chain Necklace (18723)	Earthfury Epaulets (16844)	Red Dragonscale Breastplate (15047)	Eyestalk Cord (18391)	Padre's Trousers (18386)	Verdant Footpads (13954)	Loomguard Armbraces (13969)	Harmonious Gauntlets (18527)	Fordring's Seal (16058)	Cauterizing Band (19140)	Mindtap Talisman (18371)	Briarwood Reed (12930)	Archivist Cape (13386)	Hand of Edward the Odd (2243)	Malistar's Defender (17106)	Egan's Blaster (13289)
33	Gishh	N/A	Unknown	60.3	38	Jan 2	3:01	Helmet of Ten Storms (16947)	Animated Chain Necklace (18723)	Royal Cap Spaulders (14548)	Red Dragonscale Breastplate (15047)	Earthfury Belt (16838)	Ghoul Skin Leggings (18682)	Verdant Footpads (13954)	Loomguard Armbraces (13969)	Fallbrush Handgrips (13184)	Rosewine Circle (13178)	Eye of Orgrimmar (12545)	Eye of the Beast (13968)	Second Wind (11819)	Spritecaster Cape (11623)	The Hammer of Grace (11923)	Gizlock's Hypertech Buckler (17718)	N/A
34	Romir	N/A	Unknown	60.2	32	Feb 26	2:05	Tribal War Feathers (12960)	Frostwolf Advisor's Pendant (19096)	Living Shoulders (15061)	Earthfury Vestments (16841)	Earthfury Belt (16838)	Ghoul Skin Leggings (18682)	Earthfury Boots (16837)	Loomguard Armbraces (13969)	Dracorian Gauntlets (13344)	Fordring's Seal (16058)	Emerald Flame Ring (18395)	Mindtap Talisman (18371)	Briarwood Reed (12930)	Hide of the Wild (18510)	Sorcerous Dagger (18878)	Lei of the Lifegiver (19312)	N/A
35	Moovtastic	N/A	Unknown	58.5	31	Mar 2	2:44	Helmet of Ten Storms (16947)	Frostwolf Advisor's Pendant (19096)	Earthfury Epaulets (16844)	Red Dragonscale Breastplate (15047)	Whipvine Cord (18327)	Legplates of Ten Storms (16946)	Earthfury Boots (16837)	Bindings of Elements (16671)	Earthfury Gauntlets (16839)	Cyclopean Band (11824)	Ring of Demonic Guile (18314)	Royal Seal of Eldre'Thalas (18471)	Second Wind (11819)	Deep Woodlands Cloak (19121)	Cold Forged Hammer (20648)	Lei of the Lifegiver (19312)	N/A
36	Jeffcosby	N/A	Unknown	58.3	32	Jan 25	3:51	Abjurer's Hood (9940)	Animated Chain Necklace (18723)	Wild Growth Spaulders (18810)	Robes of the Exalted (13346)	Eyestalk Cord (18391)	Leggings of Destruction (18524)	Verdant Footpads (13954)	Loomguard Armbraces (13969)	Hands of the Exalted Herald (12554)	Fordring's Seal (16058)	Rosewine Circle (13178)	Briarwood Reed (12930)	Second Wind (11819)	Adventurer's Cape (10258)	The Hammer of Grace (11923)	Lei of the Lifegiver (19312)	Egan's Blaster (13289)
37	Hellcries	N/A	Unknown	57.9	27	Jan 31	2:53	Helm of the Lifegiver (18870)	Choker of Enlightenment (17109)	Burial Shawl (18681)	Robes of the Exalted (13346)	Whipvine Cord (18327)	Senior Designer's Pantaloons (11841)	Verdant Footpads (13954)	Loomguard Armbraces (13969)	Gloves of Restoration (18309)	Fordring's Seal (16058)	Rosewine Circle (13178)	Second Wind (11819)	Briarwood Reed (12930)	Hide of the Wild (18510)	Guiding Stave of Wisdom (11932)	N/A	N/A
38	Tugmyponyt	N/A	Unknown	57.6	40	Jan 10	2:51	Tribal War Feathers (12960)	Animated Chain Necklace (18723)	Wild Growth Spaulders (18810)	Robes of the Exalted (13346)	Thuzadin Sash (18740)	Ghoul Skin Leggings (18682)	Verdant Footpads (13954)	Bleak Howler Armguards (13208)	Hands of the Exalted Herald (12554)	Fordring's Seal (16058)	Eye of Orgrimmar (12545)	Second Wind (11819)	Briarwood Reed (12930)	Spritecaster Cape (11623)	The Hammer of Grace (11923)	Thaurissan's Royal Scepter (11928)	N/A
39	Jaemi	HS Crew	Horde	57.6	40	Jan 23	1:32	Tribal War Feathers (12960)	Animated Chain Necklace (18723)	Lead Surveyor's Mantle (11842)	Robes of the Exalted (13346)	Whipvine Cord (18327)	Padre's Trousers (18386)	Merciful Greaves (18318)	Loomguard Armbraces (13969)	Harmonious Gauntlets (18527)	Fordring's Seal (16058)	Rosewine Circle (13178)	Briarwood Reed (12930)	Second Wind (11819)	Hide of the Wild (18510)	The Hammer of Grace (11923)	Lei of the Lifegiver (19312)	N/A
40	Lather	air fried	Horde	57.5	32	Jan 13	2:12	Tribal War Feathers (12960)	Tooth of Gnarr (13141)	Earthfury Epaulets (16844)	Earthfury Vestments (16841)	Barrage Girdle (18721)	Senior Designer's Pantaloons (11841)	Omnicast Boots (11822)	Loomguard Armbraces (13969)	Hands of the Exalted Herald (12554)	Rosewine Circle (13178)	Fordring's Seal (16058)	Second Wind (11819)	Mark of the Chosen (17774)	Deep Woodlands Cloak (19121)	The Hammer of Grace (11923)	Gizlock's Hypertech Buckler (17718)	Egan's Blaster (13289)
41	Behemoth	Dreamstate	Horde	57.1	24	Jan 23	2:56	Insightful Hood (18490)	Animated Chain Necklace (18723)	Royal Cap Spaulders (14548)	Robes of the Exalted (13346)	Whipvine Cord (18327)	Padre's Trousers (18386)	Boots of the Shrieker (13398)	Loomguard Armbraces (13969)	Harmonious Gauntlets (18527)	Fordring's Seal (16058)	Rosewine Circle (13178)	Briarwood Reed (12930)	Second Wind (11819)	Cloak of the Cosmos (18389)	Hand of Edward the Odd (2243)	Lei of the Lifegiver (19312)	Egan's Blaster (13289)
42	Pingviin	Numen	Horde	57.0	37	Feb 22	1:33	Helmet of Ten Storms (16947)	Animated Chain Necklace (18723)	Wild Growth Spaulders (18810)	Red Dragonscale Breastplate (15047)	Barrage Girdle (18721)	Legplates of Ten Storms (16946)	Earthfury Boots (16837)	Loomguard Armbraces (13969)	Blood Guard's Mail Vices (22867)	Fordring's Seal (16058)	Rosewine Circle (13178)	Royal Seal of Eldre'Thalas (18471)	Briarwood Reed (12930)	Hide of the Wild (18510)	Aurastone Hammer (17105)	Thaurissan's Royal Scepter (11928)	N/A
43	Spacebaby	N/A	Unknown	56.8	39	Feb 23	1:22	Helmet of Ten Storms (16947)	Animated Chain Necklace (18723)	Living Shoulders (15061)	Robes of the Exalted (13346)	Resplendent Belt (14327)	Legplates of Ten Storms (16946)	Verdant Footpads (13954)	Loomguard Armbraces (13969)	Harmonious Gauntlets (18527)	Fordring's Seal (16058)	Cauterizing Band (19140)	Briarwood Reed (12930)	Shard of the Scale (17064)	Hide of the Wild (18510)	The Hammer of Grace (11923)	Lei of the Lifegiver (19312)	Egan's Blaster (13289)
44	Gregbobjim	Bread	Horde	56.8	36	Mar 14	1:51	Helmet of Ten Storms (16947)	Tooth of Gnarr (13141)	Living Shoulders (15061)	Robes of the Exalted (13346)	Whipvine Cord (18327)	Engraved Leggings (10236)	Verdant Footpads (13954)	Loomguard Armbraces (13969)	Gloves of Restoration (18309)	Band of Rumination (18103)	Rosewine Circle (13178)	Eye of the Beast (13968)	Royal Seal of Eldre'Thalas (18471)	Hide of the Wild (18510)	The Hammer of Grace (11923)	Opulent Scepter (15984)	Egan's Blaster (13289)
45	Forzaxd	N/A	Unknown	56.6	29	Feb 17	2:18	Helmet of Ten Storms (16947)	Tooth of Gnarr (13141)	Living Shoulders (15061)	Earthfury Vestments (16841)	Foresight Girdle (13387)	Legplates of Ten Storms (16946)	Omnicast Boots (11822)	Loomguard Armbraces (13969)	Earthfury Gauntlets (16839)	Fordring's Seal (16058)	Rosewine Circle (13178)	Briarwood Reed (12930)	Second Wind (11819)	Deep Woodlands Cloak (19121)	The Hammer of Grace (11923)	Lei of the Lifegiver (19312)	Egan's Blaster (13289)
46	Toetemz	The Syndicate	Horde	56.3	40	Mar 17	1:27	Earthfury Helmet (16842)	Animated Chain Necklace (18723)	Earthfury Epaulets (16844)	Red Dragonscale Breastplate (15047)	Ban'thok Sash (11662)	Legplates of Ten Storms (16946)	Omnicast Boots (11822)	Loomguard Armbraces (13969)	Harmonious Gauntlets (18527)	Band of Rumination (18103)	Eye of Orgrimmar (12545)	Royal Seal of Eldre'Thalas (18471)	Eye of the Beast (13968)	Hide of the Wild (18510)	The Hammer of Grace (11923)	Brightly Glowing Stone (18523)	N/A
47	Carbon	Shenanigans	Horde	56.3	40	Jan 24	2:12	Helmet of Ten Storms (16947)	Animated Chain Necklace (18723)	Lead Surveyor's Mantle (11842)	Robes of the Exalted (13346)	Whipvine Cord (18327)	Luminary Kilt (11823)	Wildheart Boots (16715)	Loomguard Armbraces (13969)	Earthfury Gauntlets (16839)	Fordring's Seal (16058)	Rosewine Circle (13178)	Royal Seal of Eldre'Thalas (18471)	Briarwood Reed (12930)	Raincaster Drape (12110)	Aurastone Hammer (17105)	Gizlock's Hypertech Buckler (17718)	Egan's Blaster (13289)
48	Bakealot	Relapse	Horde	55.5	40	Jan 20	1:30	Helm of the Lifegiver (18870)	Animated Chain Necklace (18723)	Wild Growth Spaulders (18810)	Robes of the Exalted (13346)	Whipvine Cord (18327)	Legplates of Ten Storms (16946)	Merciful Greaves (18318)	Loomguard Armbraces (13969)	Hands of the Exalted Herald (12554)	Cauterizing Band (19140)	Fordring's Seal (16058)	Second Wind (11819)	Royal Seal of Eldre'Thalas (18471)	Hide of the Wild (18510)	The Hammer of Grace (11923)	Lei of the Lifegiver (19312)	N/A
49	Pahw	Hype	Horde	55.0	38	Mar 7	2:10	Helmet of Ten Storms (16947)	Animated Chain Necklace (18723)	Wild Growth Spaulders (18810)	Robes of the Exalted (13346)	Earthfury Belt (16838)	Padre's Trousers (18386)	Merciful Greaves (18318)	Loomguard Armbraces (13969)	Harmonious Gauntlets (18527)	Rosewine Circle (13178)	Cauterizing Band (19140)	Second Wind (11819)	Royal Seal of Eldre'Thalas (18471)	Hide of the Wild (18510)	Aurastone Hammer (17105)	Lei of the Lifegiver (19312)	N/A
50	Vixacious	BLAST	Horde	54.8	30	Dec 27	2:50	Tribal War Feathers (12960)	Animated Chain Necklace (18723)	Living Shoulders (15061)	Robes of the Exalted (13346)	Barrage Girdle (18721)	Ghoul Skin Leggings (18682)	Omnicast Boots (11822)	Engraved Bracers (10229)	Fallbrush Handgrips (13184)	Rosewine Circle (13178)	Eye of Orgrimmar (12545)	Eye of the Beast (13968)	Briarwood Reed (12930)	Spritecaster Cape (11623)	Guiding Stave of Wisdom (11932)	N/A	N/A
51	Gloryfury	THREATCAPPED	Horde	54.6	34	Feb 6	1:44	Earthfury Helmet (16842)	Triune Amulet (7722)	Living Shoulders (15061)	Robes of the Exalted (13346)	Barrage Girdle (18721)	Senior Designer's Pantaloons (11841)	Omnicast Boots (11822)	Bleak Howler Armguards (13208)	Atal'ai Gloves (10787)	Rosewine Circle (13178)	Eye of Orgrimmar (12545)	Second Wind (11819)	Royal Seal of Eldre'Thalas (18471)	Hide of the Wild (18510)	The Hammer of Grace (11923)	Thaurissan's Royal Scepter (11928)	Egan's Blaster (13289)
52	Jenkemrig	pog	Horde	54.4	37	Feb 12	1:48	Helmet of Ten Storms (16947)	Animated Chain Necklace (18723)	Champion's Mail Pauldrons (23260)	Robes of the Exalted (13346)	Whipvine Cord (18327)	Senior Designer's Pantaloons (11841)	Earthfury Boots (16837)	Loomguard Armbraces (13969)	Harmonious Gauntlets (18527)	Fordring's Seal (16058)	Rosewine Circle (13178)	Burst of Knowledge (11832)	Briarwood Reed (12930)	Hide of the Wild (18510)	Aurastone Hammer (17105)	Lei of the Lifegiver (19312)	N/A
53	Exander	Progress	Horde	54.1	30	Dec 23	2:12	Crown of the Penitent (13216)	Animated Chain Necklace (18723)	Royal Cap Spaulders (14548)	Robes of the Exalted (13346)	Feralsurge Girdle (18104)	Woollies of the Prancing Minstrel (13383)	Verdant Footpads (13954)	Loomguard Armbraces (13969)	Gilded Gauntlets (13244)	Fordring's Seal (16058)	Rosewine Circle (13178)	Second Wind (11819)	Briarwood Reed (12930)	Deep Woodlands Cloak (19121)	Mastersmith's Hammer (18048)	Sacred Protector (16998)	N/A
54	Ttp	N/A	Unknown	53.3	27	Dec 18	3:10	Elegant Circlet (10219)	Quicksilver Pendant (12026)	Burial Shawl (18681)	Dreamweave Vest (10021)	Cord of Elements (16673)	Ghoul Skin Leggings (18682)	Omnicast Boots (11822)	Loomguard Armbraces (13969)	Ogreseer Fists (11665)	Rosewine Circle (13178)	Band of Rumination (18103)	Second Wind (11819)	Briarwood Reed (12930)	Eternal Cloak (14331)	Dreadblade (4088)	Gizlock's Hypertech Buckler (17718)	Egan's Blaster (13289)
55	Virilia	N/A	Unknown	53.0	31	Mar 12	1:56	Helmet of Ten Storms (16947)	Animated Chain Necklace (18723)	Wild Growth Spaulders (18810)	Red Dragonscale Breastplate (15047)	Frostwolf Cloth Belt (19090)	Luminary Kilt (11823)	Omnicast Boots (11822)	Bleak Howler Armguards (13208)	Dracorian Gauntlets (13344)	Fordring's Seal (16058)	Rosewine Circle (13178)	Eye of the Beast (13968)	Royal Seal of Eldre'Thalas (18471)	Hide of the Wild (18510)	Energetic Rod (18321)	Therazane's Touch (19315)	N/A
56	Gergra	Tea Time	Horde	52.7	34	Feb 14	2:31	Helmet of Ten Storms (16947)	Tooth of Gnarr (13141)	Royal Cap Spaulders (14548)	Robes of the Exalted (13346)	Barrage Girdle (18721)	Legplates of Ten Storms (16946)	Earthfury Boots (16837)	Loomguard Armbraces (13969)	Gloves of Restoration (18309)	Cauterizing Band (19140)	Eye of Orgrimmar (12545)	Briarwood Reed (12930)	Royal Seal of Eldre'Thalas (18471)	Archivist Cape (13386)	Aurastone Hammer (17105)	Lei of the Lifegiver (19312)	N/A
57	交院爆雪杰伦	情谊之巅	Horde	52.7	30	Feb 17	9:28	Mask of the Unforgiven (13404)	Drakefire Amulet (16309)	Wyrmtongue Shoulders (13358)	Deathdealer Breastplate (11926)	Girdle of Beastial Fury (11686)	Tristam Legguards (12964)	Cadaverous Walkers (14641)	Slashclaw Bracers (13211)	Trueaim Gauntlets (13255)	Band of Flesh (13373)	Blackstone Ring (17713)	Rune of the Guard Captain (19120)	Second Wind (11819)	Phantasmal Cloak (18689)	Fist of Omokk (13167)	N/A	N/A
58	Kaja	N/A	Unknown	52.5	20	Feb 16	3:29	Helm of the Lifegiver (18870)	Jeweled Amulet of Cainwyn (1443)	Earthfury Epaulets (16844)	Robes of the Exalted (13346)	Earthfury Belt (16838)	Salamander Scale Pants (18875)	Earthfury Boots (16837)	Loomguard Armbraces (13969)	Gloves of Restoration (18309)	Cauterizing Band (19140)	Fordring's Seal (16058)	Briarwood Reed (12930)	Second Wind (11819)	Hide of the Wild (18510)	Sorcerous Dagger (18878)	Lei of the Lifegiver (19312)	Egan's Blaster (13289)
59	Shockzent	Tabula Rasa	Horde	52.4	36	Mar 16	2:55	Helmet of Ten Storms (16947)	Tooth of Gnarr (13141)	Earthfury Epaulets (16844)	Earthfury Vestments (16841)	Barrage Girdle (18721)	Ghoul Skin Leggings (18682)	Earthfury Boots (16837)	Bindings of Elements (16671)	Earthfury Gauntlets (16839)	Seal of the Archmagus (17110)	Band of Sulfuras (19138)	Briarwood Reed (12930)	Eye of the Beast (13968)	Hide of the Wild (18510)	Argent Crusader (13249)	N/A	N/A
60	Hoodwinked	HUH	Horde	52.0	39	Jan 29	2:14	Helm of the Lifegiver (18870)	Tooth of Gnarr (13141)	Living Shoulders (15061)	Earthfury Vestments (16841)	Feralsurge Girdle (18104)	Salamander Scale Pants (18875)	Earthfury Boots (16837)	Loomguard Armbraces (13969)	Harmonious Gauntlets (18527)	Band of Rumination (18103)	Rosewine Circle (13178)	Briarwood Reed (12930)	Eye of the Beast (13968)	Spritecaster Cape (11623)	Sorcerous Dagger (18878)	Thaurissan's Royal Scepter (11928)	N/A
61	Kallidorn	Abyss	Horde	51.4	32	Jan 27	2:47	Tribal War Feathers (12960)	Tooth of Gnarr (13141)	Cyclone Spaulders (18528)	Robes of the Exalted (13346)	Foresight Girdle (13387)	Ghoul Skin Leggings (18682)	Waterspout Boots (18322)	Loomguard Armbraces (13969)	Dracorian Gauntlets (13344)	Eye of Orgrimmar (12545)	Cyclopean Band (11824)	Second Wind (11819)	Royal Seal of Eldre'Thalas (18471)	Hide of the Wild (18510)	The Hammer of Grace (11923)	Rhombeard Protector (13205)	N/A
62	Tshamadin	N/A	Unknown	51.0	25	Mar 16	4:14	Helm of the Lifegiver (18870)	Choker of Enlightenment (17109)	Royal Cap Spaulders (14548)	Robes of the Exalted (13346)	Whipvine Cord (18327)	Earthfury Legguards (16843)	Waterspout Boots (18322)	Bracers of Prosperity (18525)	Harmonious Gauntlets (18527)	Fordring's Seal (16058)	Rosewine Circle (13178)	Briarwood Reed (12930)	Shard of the Scale (17064)	Hide of the Wild (18510)	Aurastone Hammer (17105)	Lei of the Lifegiver (19312)	Egan's Blaster (13289)
63	Sevaer	delusional	Horde	50.2	19	Jan 22	3:50	Helmet of Ten Storms (16947)	Animated Chain Necklace (18723)	Royal Cap Spaulders (14548)	Robes of the Exalted (13346)	Whipvine Cord (18327)	Ghoul Skin Leggings (18682)	Merciful Greaves (18318)	Loomguard Armbraces (13969)	Harmonious Gauntlets (18527)	Rosewine Circle (13178)	Ring of Demonic Guile (18314)	Eye of the Beast (13968)	Briarwood Reed (12930)	Gracious Cape (18743)	Cold Forged Hammer (20648)	Gizlock's Hypertech Buckler (17718)	Egan's Blaster (13289)
64	Sitting	CHILL	Horde	50.0	40	Feb 26	2:16	Helmet of Ten Storms (16947)	Animated Chain Necklace (18723)	Lead Surveyor's Mantle (11842)	Red Dragonscale Breastplate (15047)	Whipvine Cord (18327)	Legplates of Ten Storms (16946)	Merciful Greaves (18318)	Loomguard Armbraces (13969)	Harmonious Gauntlets (18527)	Fordring's Seal (16058)	Cauterizing Band (19140)	Shard of the Scale (17064)	Briarwood Reed (12930)	Hide of the Wild (18510)	The Hammer of Grace (11923)	Lei of the Lifegiver (19312)	N/A
65	Painstalker	Second Breakfast	Horde	49.7	35	Feb 12	4:04	Helmet of Ten Storms (16947)	Animated Chain Necklace (18723)	Earthfury Epaulets (16844)	Robes of the Exalted (13346)	Whipvine Cord (18327)	Padre's Trousers (18386)	Verdant Footpads (13954)	Bracers of Prosperity (18525)	Gloves of Restoration (18309)	Fordring's Seal (16058)	Eye of Orgrimmar (12545)	Second Wind (11819)	Briarwood Reed (12930)	Cloak of the Cosmos (18389)	Energetic Rod (18321)	Lei of the Lifegiver (19312)	N/A
66	Ramsham	N/A	Unknown	49.6	39	Mar 5	2:00	Tribal War Feathers (12960)	Frostwolf Advisor's Pendant (19096)	Royal Cap Spaulders (14548)	Robes of the Exalted (13346)	Whipvine Cord (18327)	Salamander Scale Pants (18875)	Verdant Footpads (13954)	Loomguard Armbraces (13969)	Harmonious Gauntlets (18527)	Rosewine Circle (13178)	Band of Rumination (18103)	Eye of the Beast (13968)	Briarwood Reed (12930)	Hide of the Wild (18510)	The Hammer of Grace (11923)	Lei of the Lifegiver (19312)	N/A
67	Sineater	Fatality	Horde	49.5	39	Feb 2	1:51	Helm of the Lifegiver (18870)	Animated Chain Necklace (18723)	Royal Cap Spaulders (14548)	Earthfury Vestments (16841)	Thuzadin Sash (18740)	Senior Designer's Pantaloons (11841)	Omnicast Boots (11822)	Loomguard Armbraces (13969)	Blood Guard's Mail Vices (22867)	Rosewine Circle (13178)	Eye of Orgrimmar (12545)	Second Wind (11819)	Briarwood Reed (12930)	Hide of the Wild (18510)	Aurastone Hammer (17105)	Lei of the Lifegiver (19312)	N/A
