Rank	Name	Guild	Faction	DPS	Size	Date	Duration	Head	Neck	Shoulder	Chest	Waist	Legs	Feet	Wrist	Hands	Ring1	Ring2	Trinket1	Trinket2	Back	Weapon1	Weapon2	Ranged
19	Smarac	wiggle	Horde	81.7	20	Jul 1	0:46	Crimson Felt Hat (18727)	Animated Chain Necklace (18723)	Kentic Amice (11624)	Flowing Ritual Robes (20032)	Corehound Belt (19162)	Animist's Leggings (19877)	Animist's Boots (19892)	Loomguard Armbraces (13969)	Seafury Gauntlets (20257)	Band of Servitude (22721)	Fordring's Seal (16058)	Shard of the Splithooves (10659)	Eye of the Beast (13968)	Hide of the Wild (18510)	Wushoolay's Poker (19965)	Arlokk's Hoodoo Stick (19922)	N/A
20	暴炎	N/A	Unknown	81.0	20	Jun 11	1:08	Earthfury Helmet (16842)	Jin'do's Evil Eye (19885)	Earthfury Epaulets (16844)	Earthfury Vestments (16841)	Earthfury Belt (16838)	Earthfury Legguards (16843)	Earthfury Boots (16837)	Earthfury Bracers (16840)	Earthfury Gauntlets (16839)	Primalist's Band (19920)	Primalist's Seal (19863)	Mar'li's Eye (19930)	Zandalarian Hero Charm (19950)	Cloak of the Cosmos (18389)	Sorcerous Dagger (18878)	Red Dragonscale Protector (19348)	Egan's Blaster (13289)
21	Djhassan	N/A	Unknown	80.6	20	Jun 25	0:58	Helmet of Ten Storms (16947)	Jin'do's Evil Eye (19885)	Wild Growth Spaulders (18810)	Robes of the Exalted (13346)	Belt of Ten Storms (16944)	Empowered Leggings (19385)	Boots of Pure Thought (19437)	Loomguard Armbraces (13969)	Gauntlets of Ten Storms (16948)	Primalist's Band (19920)	Primalist's Seal (19863)	Briarwood Reed (12930)	Royal Seal of Eldre'Thalas (18471)	Shroud of Pure Thought (19430)	Aurastone Hammer (17105)	Lei of the Lifegiver (19312)	N/A
22	Derpadon	N/A	Unknown	80.5	20	Jun 23	0:51	Helmet of Ten Storms (16947)	Animated Chain Necklace (18723)	Wild Growth Spaulders (18810)	Robes of the Exalted (13346)	Belt of Ten Storms (16944)	Empowered Leggings (19385)	Greaves of Ten Storms (16949)	Bracers of Ten Storms (16943)	Harmonious Gauntlets (18527)	Cauterizing Band (19140)	Cauterizing Band (19140)	Shard of the Scale (17064)	Rejuvenating Gem (19395)	Hide of the Wild (18510)	Claw of Chromaggus (19347)	Lei of the Lifegiver (19312)	Egan's Blaster (13289)
23	Yokedgirth	N/A	Unknown	80.4	19	Jun 17	1:11	Helmet of Ten Storms (16947)	Jin'do's Evil Eye (19885)	Earthfury Epaulets (16844)	Earthfury Vestments (16841)	Belt of Ten Storms (16944)	Earthfury Legguards (16843)	Shimmering Geta (19391)	Bracers of Ten Storms (16943)	Earthfury Gauntlets (16839)	Ring of Blackrock (19397)	Cauterizing Band (19140)	Zandalarian Hero Charm (19950)	Shard of the Scale (17064)	Hide of the Wild (18510)	Aurastone Hammer (17105)	Lei of the Lifegiver (19312)	Egan's Blaster (13289)
24	Tonyshock	Saikyo	Horde	80.3	19	Jun 4	0:50	Helmet of Ten Storms (16947)	Animated Chain Necklace (18723)	Earthfury Epaulets (16844)	Robes of the Exalted (13346)	Belt of Ten Storms (16944)	Senior Designer's Pantaloons (11841)	Boots of the Full Moon (18507)	Bracers of Ten Storms (16943)	Harmonious Gauntlets (18527)	Fordring's Seal (16058)	Pure Elementium Band (19382)	Briarwood Reed (12930)	Royal Seal of Eldre'Thalas (18471)	Hide of the Wild (18510)	Jin'do's Hexxer (19890)	Red Dragonscale Protector (19348)	N/A
25	Iamtheliquor	Sauce	Horde	79.9	20	Jun 17	0:43	Helmet of Ten Storms (16947)	Animated Chain Necklace (18723)	Wild Growth Spaulders (18810)	Robes of the Exalted (13346)	Corehound Belt (19162)	Legplates of Ten Storms (16946)	Verdant Footpads (13954)	Loomguard Armbraces (13969)	Gauntlets of Ten Storms (16948)	Fordring's Seal (16058)	Cauterizing Band (19140)	Zandalarian Hero Charm (19950)	Rejuvenating Gem (19395)	Onyxia Scale Cloak (15138)	High Warlord's Battle Mace (23464)	Lei of the Lifegiver (19312)	N/A
26	Bakuhn	N/A	Unknown	79.3	20	May 19	0:41	Helmet of Ten Storms (16947)	Pendant of the Fallen Dragon (19371)	Wild Growth Spaulders (18810)	Robes of the Exalted (13346)	Earthfury Belt (16838)	Legplates of Ten Storms (16946)	Earthfury Boots (16837)	Bracers of Ten Storms (16943)	Harmonious Gauntlets (18527)	Fordring's Seal (16058)	Eye of Orgrimmar (12545)	Royal Seal of Eldre'Thalas (18471)	Eye of the Beast (13968)	Hide of the Wild (18510)	Jin'do's Hexxer (19890)	Lei of the Lifegiver (19312)	Totem of Rebirth (22345)
27	Bròx	N/A	Unknown	78.2	20	May 22	0:58	Wildheart Cowl (16720)	Animated Chain Necklace (18723)	Lead Surveyor's Mantle (11842)	Robes of the Exalted (13346)	Belt of Untapped Power (22716)	Seafury Leggings (20260)	Merciful Greaves (18318)	Brazecore Armguards (13179)	Gloves of Restoration (18309)	Primalist's Band (19920)	Fordring's Seal (16058)	Royal Seal of Eldre'Thalas (18471)	Second Wind (11819)	Archivist Cape (13386)	Zulian Scepter of Rites (22713)	Lei of the Lifegiver (19312)	N/A
28	Boburger	Bread	Horde	77.9	18	May 4	0:51	Helmet of Ten Storms (16947)	Choker of Enlightenment (17109)	Wild Growth Spaulders (18810)	Breastplate of Ten Storms (16950)	Corehound Belt (19162)	Legplates of Ten Storms (16946)	Animist's Boots (19892)	Bracers of Prosperity (18525)	Harmonious Gauntlets (18527)	Fordring's Seal (16058)	Cauterizing Band (19140)	Shard of the Scale (17064)	Second Wind (11819)	Shroud of Pure Thought (19430)	Aurastone Hammer (17105)	Lei of the Lifegiver (19312)	Egan's Blaster (13289)
29	Vessas	N/A	Unknown	77.5	19	May 23	0:55	Helmet of Ten Storms (16947)	Tooth of Gnarr (13141)	Wild Growth Spaulders (18810)	Zandalar Augur's Hauberk (19828)	Earthfury Belt (16838)	Legplates of Ten Storms (16946)	Greaves of Ten Storms (16949)	Bracers of Prosperity (18525)	Blood Guard's Mail Vices (22867)	Rosewine Circle (13178)	Pure Elementium Band (19382)	Shard of the Scale (17064)	Royal Seal of Eldre'Thalas (18471)	Shroud of Pure Thought (19430)	Aurastone Hammer (17105)	Lei of the Lifegiver (19312)	N/A
30	Aureilius	N/A	Unknown	76.7	20	May 28	1:21	Helmet of Ten Storms (16947)	Pendant of the Fallen Dragon (19371)	Wild Growth Spaulders (18810)	Robes of the Exalted (13346)	Belt of Ten Storms (16944)	Salamander Scale Pants (18875)	General's Mail Boots (16573)	Bracers of Ten Storms (16943)	Harmonious Gauntlets (18527)	Cauterizing Band (19140)	Pure Elementium Band (19382)	Second Wind (11819)	Shard of the Scale (17064)	Hide of the Wild (18510)	Jin'do's Hexxer (19890)	Lei of the Lifegiver (19312)	N/A
31	Kiille	N/A	Unknown	76.0	20	May 11	1:22	Earthfury Helmet (16842)	Frostwolf Advisor's Pendant (19096)	Earthfury Epaulets (16844)	Earthfury Vestments (16841)	Earthfury Belt (16838)	Salamander Scale Pants (18875)	General's Mail Boots (16573)	Loomguard Armbraces (13969)	Earthfury Gauntlets (16839)	Fordring's Seal (16058)	Ring of Blackrock (19397)	Mindtap Talisman (18371)	Enamored Water Spirit (20503)	Shroud of Pure Thought (19430)	Aurastone Hammer (17105)	Malistar's Defender (17106)	N/A
32	Slardor	N/A	Unknown	75.6	20	May 29	0:59	Helmet of Ten Storms (16947)	Animated Chain Necklace (18723)	Epaulets of Ten Storms (16945)	Earthfury Vestments (16841)	Earthfury Belt (16838)	Legplates of Ten Storms (16946)	Greaves of Ten Storms (16949)	Bracers of Ten Storms (16943)	Earthfury Gauntlets (16839)	Rosewine Circle (13178)	Ring of Blackrock (19397)	Seal of the Dawn (13209)	Mindtap Talisman (18371)	Hakkari Loa Cloak (19870)	Jin'do's Hexxer (19890)	Malistar's Defender (17106)	N/A
33	Nottaclue	Better Call Thrall	Horde	75.3	20	May 2	1:17	Earthfury Helmet (16842)	Animated Chain Necklace (18723)	Epaulets of Ten Storms (16945)	Breastplate of Ten Storms (16950)	Corehound Belt (19162)	Legplates of Ten Storms (16946)	General's Mail Boots (16573)	Earthfury Bracers (16840)	Gauntlets of Ten Storms (16948)	Cauterizing Band (19140)	Fordring's Seal (16058)	Second Wind (11819)	Royal Seal of Eldre'Thalas (18471)	Hide of the Wild (18510)	Aurastone Hammer (17105)	Lei of the Lifegiver (19312)	Egan's Blaster (13289)
34	Tisztavíz	N/A	Unknown	74.5	19	May 8	1:51	Helmet of Ten Storms (16947)	Frostwolf Advisor's Pendant (19096)	Earthfury Epaulets (16844)	Earthfury Vestments (16841)	Corehound Belt (19162)	Salamander Scale Pants (18875)	Shimmering Geta (19391)	Bracers of Ten Storms (16943)	Gauntlets of Ten Storms (16948)	Emerald Flame Ring (18395)	Rosewine Circle (13178)	Mindtap Talisman (18371)	Royal Seal of Eldre'Thalas (18471)	Hide of the Wild (18510)	Zulian Scepter of Rites (22713)	Red Dragonscale Protector (19348)	N/A
35	Vanhealen	N/A	Unknown	74.3	20	Jun 15	1:16	Helmet of Ten Storms (16947)	Jeklik's Opaline Talisman (19923)	Earthfury Epaulets (16844)	Zandalar Augur's Hauberk (19828)	Earthfury Belt (16838)	General's Mail Leggings (16579)	Earthfury Boots (16837)	Zandalar Augur's Bracers (19830)	Ogreseer Fists (11665)	Eye of Orgrimmar (12545)	Fordring's Seal (16058)	Zandalarian Hero Charm (19950)	Briarwood Reed (12930)	Hakkari Loa Cloak (19870)	High Warlord's Battle Mace (23464)	Red Dragonscale Protector (19348)	N/A
36	Subaruxtrek	N/A	Unknown	73.9	20	May 7	1:04	Earthfury Helmet (16842)	Animated Chain Necklace (18723)	Earthfury Epaulets (16844)	Earthfury Vestments (16841)	Earthfury Belt (16838)	Earthfury Legguards (16843)	Earthfury Boots (16837)	Earthfury Bracers (16840)	Earthfury Gauntlets (16839)	Cauterizing Band (19140)	Pure Elementium Band (19382)	Rejuvenating Gem (19395)	Briarwood Reed (12930)	Archivist Cape (13386)	Aurastone Hammer (17105)	Lei of the Lifegiver (19312)	N/A
37	我真嫩	N/A	Unknown	72.2	20	May 24	1:23	Helmet of Ten Storms (16947)	Choker of Enlightenment (17109)	Epaulets of Ten Storms (16945)	Breastplate of Ten Storms (16950)	Belt of Ten Storms (16944)	Legplates of Ten Storms (16946)	Greaves of Ten Storms (16949)	Bracers of Ten Storms (16943)	Harmonious Gauntlets (18527)	Rosewine Circle (13178)	Ring of Blackrock (19397)	Shard of the Scale (17064)	Briarwood Reed (12930)	Sapphiron Drape (17078)	Aurastone Hammer (17105)	Red Dragonscale Protector (19348)	N/A
38	Shockboy	N/A	Unknown	71.8	20	May 7	0:53	Helmet of Ten Storms (16947)	Animated Chain Necklace (18723)	Earthfury Epaulets (16844)	Earthfury Vestments (16841)	Corehound Belt (19162)	Legplates of Ten Storms (16946)	General's Mail Boots (16573)	Bracers of Ten Storms (16943)	Harmonious Gauntlets (18527)	Fordring's Seal (16058)	Cauterizing Band (19140)	Second Wind (11819)	Rejuvenating Gem (19395)	Hide of the Wild (18510)	High Warlord's Battle Mace (23464)	Lei of the Lifegiver (19312)	N/A
39	Totemdaddy	N/A	Unknown	70.7	20	Jun 28	0:55	Helmet of Ten Storms (16947)	Animated Chain Necklace (18723)	Wild Growth Spaulders (18810)	Breastplate of Ten Storms (16950)	Earthfury Belt (16838)	Empowered Leggings (19385)	Greaves of Ten Storms (16949)	Loomguard Armbraces (13969)	Harmonious Gauntlets (18527)	Fordring's Seal (16058)	Cauterizing Band (19140)	Briarwood Reed (12930)	Shard of the Scale (17064)	Hide of the Wild (18510)	Jin'do's Hexxer (19890)	Lei of the Lifegiver (19312)	Egan's Blaster (13289)
40	Biggy	Kaamos	Horde	70.7	15	Jun 11	1:22	Earthfury Helmet (16842)	Animated Chain Necklace (18723)	Earthfury Epaulets (16844)	Earthfury Vestments (16841)	Earthfury Belt (16838)	Earthfury Legguards (16843)	Earthfury Boots (16837)	Earthfury Bracers (16840)	Earthfury Gauntlets (16839)	Rosewine Circle (13178)	Fordring's Seal (16058)	Royal Seal of Eldre'Thalas (18471)	Briarwood Reed (12930)	Hakkari Loa Cloak (19870)	High Warlord's Battle Mace (23464)	Lei of the Lifegiver (19312)	Egan's Blaster (13289)
41	Zuut	Lost Chapter	Horde	70.5	20	Jun 4	0:54	Helmet of Ten Storms (16947)	Animated Chain Necklace (18723)	Earthfury Epaulets (16844)	Earthfury Vestments (16841)	Earthfury Belt (16838)	General's Mail Leggings (16579)	General's Mail Boots (16573)	Bracers of Ten Storms (16943)	Gauntlets of Ten Storms (16948)	Fordring's Seal (16058)	Band of Servitude (22721)	Briarwood Reed (12930)	Shard of the Scale (17064)	Hide of the Wild (18510)	High Warlord's Battle Mace (23464)	Lei of the Lifegiver (19312)	Egan's Blaster (13289)
42	Axelino	N/A	Unknown	70.4	20	Jun 7	0:40	Zulian Headdress (22720)	Tooth of Gnarr (13141)	Animist's Spaulders (19928)	Red Dragonscale Breastplate (15047)	Corehound Belt (19162)	Salamander Scale Pants (18875)	General's Mail Boots (16573)	Bleak Howler Armguards (13208)	Harmonious Gauntlets (18527)	Cauterizing Band (19140)	Ring of Blackrock (19397)	Eye of the Beast (13968)	Briarwood Reed (12930)	Shroud of Pure Thought (19430)	The Hammer of Grace (11923)	Lei of the Lifegiver (19312)	N/A
43	Wulpes	Anathema	Horde	70.4	20	May 8	0:53	Helmet of Ten Storms (16947)	Choker of Enlightenment (17109)	Epaulets of Ten Storms (16945)	Earthfury Vestments (16841)	Belt of Ten Storms (16944)	Legplates of Ten Storms (16946)	Earthfury Boots (16837)	Loomguard Armbraces (13969)	Gauntlets of Ten Storms (16948)	Seal of the Archmagus (17110)	Rosewine Circle (13178)	Royal Seal of Eldre'Thalas (18471)	Shard of the Scale (17064)	Archivist Cape (13386)	Sorcerous Dagger (18878)	Malistar's Defender (17106)	Egan's Blaster (13289)
44	Denev	N/A	Unknown	70.1	20	Jul 2	1:01	Earthfury Helmet (16842)	Jin'do's Evil Eye (19885)	Earthfury Epaulets (16844)	Robes of the Exalted (13346)	Belt of Ten Storms (16944)	Earthfury Legguards (16843)	Greaves of Ten Storms (16949)	Loomguard Armbraces (13969)	Gauntlets of Ten Storms (16948)	Pure Elementium Band (19382)	Ring of Blackrock (19397)	Rejuvenating Gem (19395)	Royal Seal of Eldre'Thalas (18471)	Shroud of Pure Thought (19430)	Aurastone Hammer (17105)	Lei of the Lifegiver (19312)	N/A
45	Quickster	N/A	Unknown	70.1	20	Jun 9	0:45	Tribal War Feathers (12960)	Vision of Voodress (19608)	Earthfury Epaulets (16844)	Zandalar Augur's Hauberk (19828)	Primalist's Linked Waistguard (19393)	Earthfury Legguards (16843)	Earthfury Boots (16837)	High Councillor's Bracers (10136)	Earthfury Gauntlets (16839)	Iridium Circle (11987)	Flaming Band (12926)	Natural Alignment Crystal (19344)	Briarwood Reed (12930)	Potent Cape (15173)	Zulian Scepter of Rites (22713)	Arlokk's Hoodoo Stick (19922)	N/A
46	Uzuii	N/A	Unknown	69.6	20	May 5	0:55	Helmet of Ten Storms (16947)	Animated Chain Necklace (18723)	Living Shoulders (15061)	Breastplate of Ten Storms (16950)	Earthfury Belt (16838)	Legplates of Ten Storms (16946)	Shimmering Geta (19391)	Loomguard Armbraces (13969)	Earthfury Gauntlets (16839)	Fordring's Seal (16058)	Ring of Blackrock (19397)	Mar'li's Eye (19930)	Briarwood Reed (12930)	Archivist Cape (13386)	Wushoolay's Poker (19965)	Lei of the Lifegiver (19312)	N/A
47	Woodward	Darksouls	Horde	68.2	18	Jul 6	0:50	Helmet of Ten Storms (16947)	Jin'do's Evil Eye (19885)	Wild Growth Spaulders (18810)	Zandalar Augur's Hauberk (19828)	Zandalar Augur's Belt (19829)	Legplates of Ten Storms (16946)	General's Mail Boots (16573)	Bracers of Prosperity (18525)	Gauntlets of Ten Storms (16948)	Primalist's Seal (19863)	Cauterizing Band (19140)	Second Wind (11819)	Zandalarian Hero Charm (19950)	Hide of the Wild (18510)	Jin'do's Hexxer (19890)	Lei of the Lifegiver (19312)	Egan's Blaster (13289)
48	Teyo	N/A	Unknown	68.2	20	Jul 7	0:55	Warlord's Mail Helm (16578)	Orb of the Darkmoon (19426)	Champion's Mail Pauldrons (23260)	Red Dragonscale Breastplate (15047)	Corehound Belt (19162)	General's Mail Leggings (16579)	General's Mail Boots (16573)	Bracers of Ten Storms (16943)	Blood Guard's Mail Vices (22867)	Rosewine Circle (13178)	Band of Servitude (22721)	Eye of the Beast (13968)	Royal Seal of Eldre'Thalas (18471)	Hide of the Wild (18510)	High Warlord's Battle Mace (23464)	Lei of the Lifegiver (19312)	Egan's Blaster (13289)
49	Tinytimtotem	N/A	Unknown	68.1	20	May 9	0:59	Helmet of Ten Storms (16947)	Frostwolf Advisor's Pendant (19096)	Earthfury Epaulets (16844)	Robes of the Exalted (13346)	Belt of Ten Storms (16944)	Legplates of Ten Storms (16946)	Earthfury Boots (16837)	Earthfury Bracers (16840)	Earthfury Gauntlets (16839)	Fordring's Seal (16058)	Cauterizing Band (19140)	Zandalarian Hero Charm (19950)	Briarwood Reed (12930)	Hide of the Wild (18510)	Jin'do's Hexxer (19890)	Lei of the Lifegiver (19312)	N/A
50	Lilcakes	N/A	Unknown	68.0	20	May 25	1:01	Earthfury Helmet (16842)	Animated Chain Necklace (18723)	Earthfury Epaulets (16844)	Earthfury Vestments (16841)	Whipvine Cord (18327)	Earthfury Legguards (16843)	Earthfury Boots (16837)	Bleak Howler Armguards (13208)	Harmonious Gauntlets (18527)	Eye of Orgrimmar (12545)	Fordring's Seal (16058)	Royal Seal of Eldre'Thalas (18471)	Second Wind (11819)	Hide of the Wild (18510)	The Hammer of Grace (11923)	Lei of the Lifegiver (19312)	N/A
51	Totetoss	N/A	Unknown	67.9	20	Jun 21	0:47	Cassandra's Grace (13102)	Jin'do's Evil Eye (19885)	Wild Growth Spaulders (18810)	Robes of the Exalted (13346)	Belt of Untapped Power (22716)	Ritualistic Legguards (19899)	Greaves of Ten Storms (16949)	Bracers of Ten Storms (16943)	Blood Guard's Mail Vices (22867)	Band of Servitude (22721)	Fordring's Seal (16058)	Zandalarian Hero Charm (19950)	Briarwood Reed (12930)	Hide of the Wild (18510)	Jin'do's Hexxer (19890)	Lei of the Lifegiver (19312)	N/A
52	Cariasham	Fishtank	Horde	67.7	19	May 15	0:45	Helmet of Ten Storms (16947)	Jin'do's Evil Eye (19885)	Wild Growth Spaulders (18810)	Robes of the Exalted (13346)	Belt of Ten Storms (16944)	Salamander Scale Pants (18875)	Shimmering Geta (19391)	Bracers of Ten Storms (16943)	Harmonious Gauntlets (18527)	Rosewine Circle (13178)	Fordring's Seal (16058)	Briarwood Reed (12930)	Mindtap Talisman (18371)	Cloak of the Cosmos (18389)	Jin'do's Hexxer (19890)	Lei of the Lifegiver (19312)	Egan's Blaster (13289)
53	Fedds	N/A	Unknown	67.6	19	May 29	1:32	Helmet of Ten Storms (16947)	Animated Chain Necklace (18723)	Epaulets of Ten Storms (16945)	Earthfury Vestments (16841)	Earthfury Belt (16838)	Salamander Scale Pants (18875)	Greaves of Ten Storms (16949)	Bleak Howler Armguards (13208)	Gauntlets of Ten Storms (16948)	Eye of Orgrimmar (12545)	Pure Elementium Band (19382)	Rejuvenating Gem (19395)	Briarwood Reed (12930)	Hide of the Wild (18510)	Aurastone Hammer (17105)	Thaurissan's Royal Scepter (11928)	N/A
54	Xxyy	Parse Goblins	Horde	67.4	18	May 19	0:51	Tribal War Feathers (12960)	Frostwolf Advisor's Pendant (19096)	Kentic Amice (11624)	Robes of the Exalted (13346)	Earthfury Belt (16838)	Legplates of Ten Storms (16946)	Merciful Greaves (18318)	Bleak Howler Armguards (13208)	Earthfury Gauntlets (16839)	Fordring's Seal (16058)	Primalist's Seal (19863)	Insignia of the Horde (18845)	Zandalarian Hero Charm (19950)	Hide of the Wild (18510)	Claw of Chromaggus (19347)	Lei of the Lifegiver (19312)	N/A
55	Paulwallmon	N/A	Unknown	67.1	19	May 30	1:06	Zulian Headdress (22720)	Choker of the Fire Lord (18814)	Living Shoulders (15061)	Red Dragonscale Breastplate (15047)	Corehound Belt (19162)	Padre's Trousers (18386)	Betrayer's Boots (19897)	Loomguard Armbraces (13969)	Blood Guard's Mail Vices (22867)	Fordring's Seal (16058)	Rosewine Circle (13178)	Eye of the Beast (13968)	Briarwood Reed (12930)	Hide of the Wild (18510)	Wushoolay's Poker (19965)	Lei of the Lifegiver (19312)	Egan's Blaster (13289)
56	Calz	N/A	Unknown	66.7	19	May 6	0:43	Helmet of Ten Storms (16947)	Animated Chain Necklace (18723)	Wild Growth Spaulders (18810)	Robes of the Exalted (13346)	Belt of Ten Storms (16944)	Salamander Scale Pants (18875)	Boots of the Full Moon (18507)	Loomguard Armbraces (13969)	Gauntlets of Ten Storms (16948)	Rosewine Circle (13178)	Fordring's Seal (16058)	Zandalarian Hero Charm (19950)	Briarwood Reed (12930)	Hide of the Wild (18510)	The Hammer of Grace (11923)	Lei of the Lifegiver (19312)	Egan's Blaster (13289)
57	Jimmypop	N/A	Unknown	66.0	19	Jun 23	1:03	Helmet of Ten Storms (16947)	Pendant of the Fallen Dragon (19371)	Wild Growth Spaulders (18810)	Breastplate of Ten Storms (16950)	Earthfury Belt (16838)	Empowered Leggings (19385)	Earthfury Boots (16837)	Bracers of Ten Storms (16943)	Earthfury Gauntlets (16839)	Band of Servitude (22721)	Pure Elementium Band (19382)	Natural Alignment Crystal (19344)	Shard of the Scale (17064)	Shroud of Pure Thought (19430)	Jin'do's Hexxer (19890)	Fire Runed Grimoire (19142)	N/A
58	Volcano	N/A	Unknown	65.8	15	May 7	1:04	Helmet of Ten Storms (16947)	Animated Chain Necklace (18723)	Wild Growth Spaulders (18810)	Robes of the Exalted (13346)	Whipvine Cord (18327)	Salamander Scale Pants (18875)	Shimmering Geta (19391)	Loomguard Armbraces (13969)	Harmonious Gauntlets (18527)	Cauterizing Band (19140)	Rosewine Circle (13178)	Second Wind (11819)	Briarwood Reed (12930)	Deep Woodlands Cloak (19121)	Aurastone Hammer (17105)	Lei of the Lifegiver (19312)	Egan's Blaster (13289)
59	Trenzix	Sauce	Horde	65.7	19	May 30	0:36	Helmet of Ten Storms (16947)	Jin'do's Evil Eye (19885)	Epaulets of Ten Storms (16945)	Robes of the Exalted (13346)	Corehound Belt (19162)	Salamander Scale Pants (18875)	Verdant Footpads (13954)	Bracers of Ten Storms (16943)	Harmonious Gauntlets (18527)	Fordring's Seal (16058)	Cauterizing Band (19140)	Rejuvenating Gem (19395)	Zandalarian Hero Charm (19950)	Hide of the Wild (18510)	High Warlord's Battle Mace (23464)	Lei of the Lifegiver (19312)	N/A
60	Loetunmodr	Blutpakt	Horde	65.4	20	Jun 15	0:52	Helm of the Lifegiver (18870)	Choker of the Fire Lord (18814)	Wild Growth Spaulders (18810)	Zandalar Augur's Hauberk (19828)	Belt of Ten Storms (16944)	Legplates of Ten Storms (16946)	General's Mail Boots (16573)	Bracers of Ten Storms (16943)	Gauntlets of Ten Storms (16948)	Pure Elementium Band (19382)	Fordring's Seal (16058)	Zandalarian Hero Charm (19950)	Shard of the Scale (17064)	Hide of the Wild (18510)	High Warlord's Battle Mace (23464)	High Warlord's Tome of Mending (23469)	N/A
61	Zumwalisha	N/A	Unknown	65.3	20	May 23	0:45	Zulian Headdress (22720)	Jeklik's Opaline Talisman (19923)	Living Shoulders (15061)	Red Dragonscale Breastplate (15047)	Feralsurge Girdle (18104)	Ritualistic Legguards (19899)	Blood Guard's Mail Greaves (22857)	Bracers of Prosperity (18525)	Harmonious Gauntlets (18527)	Lagrave's Seal (12038)	Eye of Orgrimmar (12545)	Royal Seal of Eldre'Thalas (18471)	Eye of the Beast (13968)	Hakkari Loa Cloak (19870)	Zulian Scepter of Rites (22713)	Lei of the Lifegiver (19312)	N/A
62	Tennestorm	Northwatch Raiders	Horde	65.2	17	Jun 8	1:12	Helmet of Ten Storms (16947)	Pendant of the Fallen Dragon (19371)	Wild Growth Spaulders (18810)	Robes of the Exalted (13346)	Whipvine Cord (18327)	Padre's Trousers (18386)	Greaves of Ten Storms (16949)	Bracers of Ten Storms (16943)	Harmonious Gauntlets (18527)	Ring of Blackrock (19397)	Eye of Orgrimmar (12545)	Second Wind (11819)	Royal Seal of Eldre'Thalas (18471)	Hide of the Wild (18510)	Lok'amir il Romathis (19360)	Lei of the Lifegiver (19312)	N/A
63	Ezadar	Fatality	Horde	65.2	19	May 4	0:44	Helmet of Ten Storms (16947)	Animated Chain Necklace (18723)	Wild Growth Spaulders (18810)	Robes of the Exalted (13346)	Corehound Belt (19162)	Legplates of Ten Storms (16946)	Omnicast Boots (11822)	Loomguard Armbraces (13969)	Gauntlets of Ten Storms (16948)	Ring of Blackrock (19397)	Rosewine Circle (13178)	Shard of the Scale (17064)	Royal Seal of Eldre'Thalas (18471)	Spritecaster Cape (11623)	Aurastone Hammer (17105)	Lei of the Lifegiver (19312)	N/A
64	Totesem	N/A	Unknown	65.0	20	Jul 4	1:12	Helmet of Ten Storms (16947)	Jin'do's Evil Eye (19885)	Wild Growth Spaulders (18810)	Breastplate of Ten Storms (16950)	Corehound Belt (19162)	Empowered Leggings (19385)	Greaves of Ten Storms (16949)	Bracers of Ten Storms (16943)	Harmonious Gauntlets (18527)	Primalist's Seal (19863)	Ring of Blackrock (19397)	Zandalarian Hero Charm (19950)	Rejuvenating Gem (19395)	Hide of the Wild (18510)	Lok'amir il Romathis (19360)	Lei of the Lifegiver (19312)	N/A
65	Milenia	Simka	Horde	64.5	20	May 1	0:39	Helmet of Ten Storms (16947)	Pendant of the Fallen Dragon (19371)	Earthfury Epaulets (16844)	Breastplate of Ten Storms (16950)	Corehound Belt (19162)	Legplates of Ten Storms (16946)	Earthfury Boots (16837)	Loomguard Armbraces (13969)	Earthfury Gauntlets (16839)	Fordring's Seal (16058)	Cauterizing Band (19140)	Second Wind (11819)	Shard of the Scale (17064)	Hide of the Wild (18510)	Aurastone Hammer (17105)	Lei of the Lifegiver (19312)	Egan's Blaster (13289)
66	Man	Rastgele Pugs	Horde	64.2	20	May 1	0:59	Crimson Felt Hat (18727)	Triune Amulet (7722)	Kentic Amice (11624)	Legionnaire's Mail Hauberk (22876)	Ban'thok Sash (11662)	Legionnaire's Mail Legguards (22887)	Blood Guard's Mail Greaves (22857)	Bindings of Elements (16671)	Blood Guard's Mail Vices (22867)	Seal of Rivendare (13345)	Band of Rumination (18103)	Briarwood Reed (12930)	Eye of the Beast (13968)	Deep Woodlands Cloak (19121)	Skullcrusher Mace (1608)	Spirit of Aquementas (11904)	Egan's Blaster (13289)
67	Drysta	Nocturnal	Horde	64.0	19	May 2	0:34	Helmet of Ten Storms (16947)	Tooth of Gnarr (13141)	Champion's Mail Pauldrons (23260)	Robes of the Exalted (13346)	Corehound Belt (19162)	Legplates of Ten Storms (16946)	Greaves of Ten Storms (16949)	Loomguard Armbraces (13969)	Earthfury Gauntlets (16839)	Rosewine Circle (13178)	Cauterizing Band (19140)	Shard of the Scale (17064)	Royal Seal of Eldre'Thalas (18471)	Hide of the Wild (18510)	The Hammer of Grace (11923)	Lei of the Lifegiver (19312)	N/A
