Rank	Name	Guild	Faction	DPS	Size	Date	Duration	Head	Neck	Shoulder	Chest	Waist	Legs	Feet	Wrist	Hands	Ring1	Ring2	Trinket1	Trinket2	Back	Weapon1	Weapon2	Ranged
54	Pallis	N/A	Unknown	85.7	39	May 18	2:03:49	Judgment Crown (16955)	Medallion of Steadfast Might (17065)	Stockade Pauldrons (14552)	Deathbone Chestplate (14624)	Soulforge Belt (22086)	Bloodsoaked Legplates (19855)	Core Forged Greaves (18806)	Soulforge Bracers (22088)	Soulforge Gauntlets (22090)	Overlord's Onyx Band (19912)	Songstone of Ironforge (12543)	Briarwood Reed (12930)	Force of Will (11810)	Spritecaster Cape (11623)	Flurry Axe (871)	Drillborer Disk (17066)	Egan's Blaster (13289)
55	灬深冬	N/A	Unknown	85.4	36	Jun 19	2:09:11	Judgment Crown (16955)	Master Dragonslayer's Medallion (19383)	Judgment Spaulders (16953)	Judgment Breastplate (16958)	Judgment Belt (16952)	Judgment Legplates (16954)	Judgment Sabatons (16957)	Judgment Bindings (16951)	Judgment Gauntlets (16956)	Archimtiros' Ring of Reckoning (19376)	Overlord's Onyx Band (19912)	Briarwood Reed (12930)	Styleen's Impeding Scarab (19431)	Overlord's Embrace (19888)	Azuresong Mageblade (17103)	Elementium Reinforced Bulwark (19349)	N/A
56	Heldlink	N/A	Unknown	81.5	40	Jun 1	1:37:22	Lightforge Helm (16727)	Eskhandar's Collar (18205)	Stockade Pauldrons (14552)	Imbued Plate Armor (10368)	Girdle of the Fallen Crusader (19392)	Lawbringer Legplates (16855)	Core Forged Greaves (18806)	Lightforge Bracers (16722)	Lawbringer Gauntlets (16860)	Overlord's Onyx Band (19912)	Myrmidon's Signet (2246)	Smotts' Compass (4130)	Force of Will (11810)	Onyxia Scale Cloak (15138)	Flurry Axe (871)	Aegis of the Blood God (19862)	Egan's Blaster (13289)
57	Fjamse	N/A	Unknown	80.4	40	Jul 4	3:20:12	Judgment Crown (16955)	Medallion of Steadfast Might (17065)	Stockade Pauldrons (14552)	Deathbone Chestplate (14624)	Girdle of the Fallen Crusader (19392)	Judgment Legplates (16954)	Deathbone Sabatons (14621)	Judgment Bindings (16951)	Deathbone Gauntlets (14622)	Overlord's Onyx Band (19912)	Heavy Dark Iron Ring (18879)	Styleen's Impeding Scarab (19431)	Onyxia Blood Talisman (18406)	Elementium Threaded Cloak (19386)	Quel'Serrar (18348)	Elementium Reinforced Bulwark (19349)	Egan's Blaster (13289)
58	Titanman	Hardened	Alliance	74.9	38	Mar 21	1:22:54	Judgment Crown (16955)	Medallion of Grand Marshal Morris (13091)	Stockade Pauldrons (14552)	Breastplate of Valor (16730)	Deathbone Girdle (14620)	Judgment Legplates (16954)	Boots of Avoidance (14549)	Vigorsteel Vambraces (13951)	Boneclenched Gauntlets (14525)	Naglering (11669)	Myrmidon's Signet (2246)	Lifestone (833)	Uther's Strength (11302)	Wanderer's Cloak (10108)	Flurry Axe (871)	Skullflame Shield (1168)	N/A
59	Holytanklol	LuxurY	Alliance	74.3	39	May 26	1:00:20	Lawbringer Helm (16854)	Medallion of Steadfast Might (17065)	Lawbringer Spaulders (16856)	Knight-Captain's Lamellar Breastplate (23272)	Zandalar Freethinker's Belt (19826)	Judgment Legplates (16954)	Bloodsoaked Greaves (19913)	Zandalar Freethinker's Armguards (19827)	Knight-Lieutenant's Lamellar Gauntlets (23274)	Overlord's Onyx Band (19912)	Overlord's Crimson Band (19873)	Essence of the Pure Flame (18815)	Stormpike Insignia Rank 6 (17904)	Overlord's Embrace (19888)	Fiery Retributer (19968)	Drillborer Disk (17066)	N/A
60	小禹神	N/A	Unknown	69.3	40	Jun 26	1:11:14	Helm of Endless Rage (19372)	Master Dragonslayer's Medallion (19383)	Drake Talon Pauldrons (19394)	Judgment Breastplate (16958)	Judgment Belt (16952)	Legguards of the Fallen Crusader (19402)	Judgment Sabatons (16957)	Judgment Bindings (16951)	Judgment Gauntlets (16956)	Archimtiros' Ring of Reckoning (19376)	Heavy Dark Iron Ring (18879)	Onyxia Blood Talisman (18406)	Styleen's Impeding Scarab (19431)	Overlord's Embrace (19888)	Bloodlord's Defender (19867)	Elementium Reinforced Bulwark (19349)	Libram of Hope (22401)
61	Porkloin	N/A	Unknown	68.8	40	Apr 9	2:38:14	Judgment Crown (16955)	Drakefire Amulet (16309)	Stockade Pauldrons (14552)	Judgment Breastplate (16958)	Deathbone Girdle (14620)	Judgment Legplates (16954)	Judgment Sabatons (16957)	Judgment Bindings (16951)	Deathbone Gauntlets (14622)	Masons Fraternity Ring (9533)	Naglering (11669)	Briarwood Reed (12930)	Onyxia Blood Talisman (18406)	Onyxia Scale Cloak (15138)	Hammer of the Vesper (18683)	Drillborer Disk (17066)	Egan's Blaster (13289)
62	长空明月	N/A	Unknown	68.0	40	May 17	1:17:57	Dark Iron Helm (19148)	Master Dragonslayer's Medallion (19383)	Judgment Spaulders (16953)	Deathbone Chestplate (14624)	Fiery Chain Girdle (16989)	Emberweave Leggings (19433)	Core Forged Greaves (18806)	Dark Iron Bracers (17014)	Dark Iron Gauntlets (19164)	Archimtiros' Ring of Reckoning (19376)	Overlord's Crimson Band (19873)	Onyxia Blood Talisman (18406)	Styleen's Impeding Scarab (19431)	Fireproof Cloak (18811)	Spineshatter (19335)	Draconian Deflector (12602)	N/A
63	莉娅	N/A	Unknown	66.5	40	Apr 26	1:57:58	Dark Iron Helm (19148)	Drakefire Amulet (16309)	Stockade Pauldrons (14552)	Lawbringer Chestguard (16853)	Lawbringer Belt (16858)	Emberweave Leggings (19433)	Dark Iron Boots (20039)	Dark Iron Bracers (17014)	Dark Iron Gauntlets (19164)	Heavy Dark Iron Ring (18879)	Myrmidon's Signet (2246)	Royal Seal of Eldre'Thalas (18472)	Onyxia Blood Talisman (18406)	Onyxia Scale Cloak (15138)	Quel'Serrar (18348)	Elementium Reinforced Bulwark (19349)	Egan's Blaster (13289)
64	灬晓李灬	N/A	Unknown	66.2	40	Jun 20	1:13:53	Judgment Crown (16955)	Master Dragonslayer's Medallion (19383)	Judgment Spaulders (16953)	Judgment Breastplate (16958)	Judgment Belt (16952)	Judgment Legplates (16954)	Judgment Sabatons (16957)	Judgment Bindings (16951)	Judgment Gauntlets (16956)	Overlord's Crimson Band (19873)	Archimtiros' Ring of Reckoning (19376)	Onyxia Blood Talisman (18406)	Styleen's Impeding Scarab (19431)	Overlord's Embrace (19888)	Lok'amir il Romathis (19360)	Elementium Reinforced Bulwark (19349)	Libram of Hope (22401)
65	小屿神	N/A	Unknown	65.4	40	Jun 19	1:32:32	Helm of Endless Rage (19372)	Master Dragonslayer's Medallion (19383)	Judgment Spaulders (16953)	Judgment Breastplate (16958)	Judgment Belt (16952)	Judgment Legplates (16954)	Chromatic Boots (19387)	Judgment Bindings (16951)	Judgment Gauntlets (16956)	Overlord's Crimson Band (19873)	Overlord's Onyx Band (19912)	Onyxia Blood Talisman (18406)	Styleen's Impeding Scarab (19431)	Elementium Threaded Cloak (19386)	Crul'shorukh, Edge of Chaos (19363)	Earthen Guard (20688)	Libram of Hope (22401)
66	拔旗	N/A	Unknown	61.7	40	Mar 22	1:53:54	Judgment Crown (16955)	Medallion of Steadfast Might (17065)	Stockade Pauldrons (14552)	Ornate Adamantium Breastplate (15413)	Lawbringer Belt (16858)	Judgment Legplates (16954)	Core Forged Greaves (18806)	Lawbringer Bracers (16857)	Deathbone Gauntlets (14622)	Naglering (11669)	Heavy Dark Iron Ring (18879)	Shard of the Scale (17064)	Onyxia Blood Talisman (18406)	Dragon's Blood Cape (17107)	Quel'Serrar (18348)	Draconian Deflector (12602)	N/A
67	Leokas	N/A	Unknown	60.7	37	May 31	1:30:49	Judgment Crown (16955)	Medallion of Steadfast Might (17065)	Lieutenant Commander's Lamellar Shoulders (23277)	Judgment Breastplate (16958)	Judgment Belt (16952)	Judgment Legplates (16954)	Judgment Sabatons (16957)	Judgment Bindings (16951)	Judgment Gauntlets (16956)	Heavy Dark Iron Ring (18879)	Band of Servitude (22721)	Onyxia Blood Talisman (18406)	Styleen's Impeding Scarab (19431)	Redoubt Cloak (18495)	Lok'amir il Romathis (19360)	Elementium Reinforced Bulwark (19349)	N/A
68	一刀你就哭了	N/A	Unknown	52.2	40	Apr 4	2:04:34	Dark Iron Helm (19148)	Drakefire Amulet (16309)	Stockade Pauldrons (14552)	Judgment Breastplate (16958)	Lawbringer Belt (16858)	Emberweave Leggings (19433)	Core Forged Greaves (18806)	Vigorsteel Vambraces (13951)	Lawbringer Gauntlets (16860)	Myrmidon's Signet (2246)	Ocean's Breeze (18399)	Royal Seal of Eldre'Thalas (18472)	Onyxia Blood Talisman (18406)	Onyxia Scale Cloak (15138)	Quel'Serrar (18348)	Draconian Deflector (12602)	Egan's Blaster (13289)
69	盛夏灬	絕殺	Alliance	43.4	40	Jun 6	1:14:14	Judgment Crown (16955)	Master Dragonslayer's Medallion (19383)	Judgment Spaulders (16953)	Darksoul Breastplate (19693)	Lawbringer Belt (16858)	Lawbringer Legplates (16855)	Judgment Sabatons (16957)	Lawbringer Bracers (16857)	Judgment Gauntlets (16956)	Overlord's Onyx Band (19912)	Ring of Binding (18813)	Zandalarian Hero Badge (19948)	Onyxia Blood Talisman (18406)	Overlord's Embrace (19888)	Quel'Serrar (18348)	Skullflame Shield (1168)	N/A
70	局部地区有雷	N/A	Unknown	28.1	38	Jul 5	1:05:31	Judgment Crown (16955)	Tempest Talisman (18317)	Judgment Legplates (16954)	Judgment Sabatons (16957)	Judgment Bindings (16951)	Judgment Gauntlets (16956)	Naglering (11669)	Band of Servitude (22721)	Second Wind (11819)	Royal Seal of Eldre'Thalas (18472)	Cloak of the Brood Lord (19378)	Bloodcaller (19864)	N/A	N/A	N/A	N/A	N/A
71	元庆大公子	N/A	Unknown	10.7	38	Apr 17	1:52:21	Dark Iron Helm (19148)	Medallion of Steadfast Might (17065)	Judgment Spaulders (16953)	Demon Forged Breastplate (12628)	Lawbringer Belt (16858)	Flamewaker Legplates (18861)	Dark Iron Boots (20039)	Judgment Bindings (16951)	Lawbringer Gauntlets (16860)	Seal of the Archmagus (17110)	Myrmidon's Signet (2246)	Essence of the Pure Flame (18815)	Uther's Strength (11302)	Redoubt Cloak (18495)	Azuresong Mageblade (17103)	Skullflame Shield (1168)	Egan's Blaster (13289)
72	财宝大骑士	N/A	Unknown	7.7	38	May 27	1:04:21	Pioneer Tunic (6268)	Latched Belt (2690)	Dalewind Trousers (13008)	Outfitter Boots (2691)	Lordly Armguards (13135)	Flimsy Chain Gloves (2653)	Worn Hide Cloak (1421)	Templar Shield (10364)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
