Rank	Name	Guild	Faction	DPS	Size	Date	Duration	Head	Neck	Shoulder	Chest	Waist	Legs	Feet	Wrist	Hands	Ring1	Ring2	Trinket1	Trinket2	Back	Weapon1	Weapon2	Ranged
48	Jarenn	N/A	Unknown	47.6	36	May 17	1:39:49	Judgment Crown (16955)	Animated Chain Necklace (18723)	Lieutenant Commander's Lamellar Shoulders (23277)	Judgment Breastplate (16958)	Judgment Belt (16952)	Judgment Legplates (16954)	Judgment Sabatons (16957)	Judgment Bindings (16951)	Knight-Lieutenant's Lamellar Gauntlets (23274)	Cyclopean Band (11824)	Don Julio's Band (19325)	Stormpike Insignia Rank 6 (17904)	Blackhand's Breadth (13965)	Spritecaster Cape (11623)	Mastersmith's Hammer (18048)	The Immovable Object (19321)	Egan's Blaster (13289)
49	Allanorra	N/A	Unknown	47.5	40	Jun 30	59:43	Judgment Crown (16955)	Jin'do's Evil Eye (19885)	Judgment Spaulders (16953)	Judgment Breastplate (16958)	Zandalar Freethinker's Belt (19826)	Judgment Legplates (16954)	Judgment Sabatons (16957)	Judgment Bindings (16951)	Peacekeeper Gauntlets (20264)	Fordring's Seal (16058)	Overlord's Onyx Band (19912)	Second Wind (11819)	Zandalarian Hero Charm (19950)	Hide of the Wild (18510)	Jin'do's Hexxer (19890)	Malistar's Defender (17106)	Egan's Blaster (13289)
50	Escanór	Adept Scholars Society	Alliance	47.2	38	Apr 13	1:35:25	Judgment Crown (16955)	Animated Chain Necklace (18723)	Judgment Spaulders (16953)	Red Dragonscale Breastplate (15047)	Corehound Belt (19162)	Salamander Scale Pants (18875)	Magma Tempered Boots (18824)	Loomguard Armbraces (13969)	Lawbringer Gauntlets (16860)	Songstone of Ironforge (12543)	Fordring's Seal (16058)	Royal Seal of Eldre'Thalas (18472)	Second Wind (11819)	Hide of the Wild (18510)	The Hammer of Grace (11923)	Lei of the Lifegiver (19312)	N/A
51	Tomteen	N/A	Unknown	47.0	38	Jun 5	32:53	Judgment Crown (16955)	Choker of Enlightenment (17109)	Lawbringer Spaulders (16856)	Red Dragonscale Breastplate (15047)	Judgment Belt (16952)	Judgment Legplates (16954)	Magma Tempered Boots (18824)	High Councillor's Bracers (10136)	High Councillor's Gloves (10140)	Band of the Unicorn (7553)	Fordring's Seal (16058)	Scrolls of Blinding Light (19343)	Second Wind (11819)	Councillor's Cloak (10098)	Aurastone Hammer (17105)	Malistar's Defender (17106)	N/A
52	Scarina	Apoxus PUG	Alliance	46.4	40	Jun 20	21:11	Zulian Headdress (22720)	Pendant of the Fallen Dragon (19371)	Wild Growth Spaulders (18810)	Robes of the Exalted (13346)	Corehound Belt (19162)	Salamander Scale Pants (18875)	Animist's Boots (19892)	Loomguard Armbraces (13969)	Judgment Gauntlets (16956)	Pure Elementium Band (19382)	Ring of Blackrock (19397)	Second Wind (11819)	Royal Seal of Eldre'Thalas (18472)	Onyxia Scale Cloak (15138)	Grand Marshal's Warhammer (23454)	Lei of the Lifegiver (19312)	N/A
53	Valdoza	N/A	Unknown	46.1	40	Mar 29	1:39:56	Lawbringer Helm (16854)	Stormpike Sage's Pendant (19098)	Lawbringer Spaulders (16856)	Knight-Captain's Lamellar Breastplate (23272)	Lawbringer Belt (16858)	Senior Designer's Pantaloons (11841)	Lawbringer Boots (16859)	Lawbringer Bracers (16857)	Ogreseer Fists (11665)	Songstone of Ironforge (12543)	Quicksilver Ring (11991)	Briarwood Reed (12930)	Second Wind (11819)	Councillor's Cloak (10098)	Smashing Star (15228)	Lei of the Lifegiver (19312)	N/A
54	灬尛陸灬	On Your Left	Alliance	44.7	35	May 10	1:01:12	Field Marshal's Lamellar Faceguard (16474)	Medallion of Grand Marshal Morris (13091)	Field Marshal's Lamellar Pauldrons (16476)	Field Marshal's Lamellar Chestplate (16473)	Lawbringer Belt (16858)	Marshal's Lamellar Legplates (16475)	Marshal's Lamellar Boots (16472)	Judgment Bindings (16951)	Marshal's Lamellar Gloves (16471)	Overlord's Onyx Band (19912)	Myrmidon's Signet (2246)	Stormpike Insignia Rank 6 (17904)	Essence of the Pure Flame (18815)	Hide of the Wild (18510)	Grand Marshal's Swiftblade (23456)	Grand Marshal's Aegis (18825)	N/A
55	Omegaprii	N/A	Unknown	44.7	40	Jun 2	23:16	Mish'undare, Circlet of the Mind Flayer (19375)	Choker of Enlightenment (17109)	Judgment Spaulders (16953)	Robe of Volatile Power (19145)	Judgment Belt (16952)	Salamander Scale Pants (18875)	Animist's Boots (19892)	Judgment Bindings (16951)	Peacekeeper Gauntlets (20264)	Songstone of Ironforge (12543)	Fordring's Seal (16058)	Second Wind (11819)	Briarwood Reed (12930)	Hakkari Loa Cloak (19870)	Grand Marshal's Warhammer (23454)	Lei of the Lifegiver (19312)	N/A
56	Christendom	Reaper	Alliance	44.1	39	Apr 13	1:51:09	Lieutenant Commander's Lamellar Headguard (23276)	Onyxia Tooth Pendant (18404)	Lieutenant Commander's Lamellar Shoulders (23277)	Knight-Captain's Lamellar Breastplate (23272)	Therazane's Link (19380)	Knight-Captain's Lamellar Leggings (23273)	Knight-Lieutenant's Lamellar Sabatons (23275)	Wristguards of True Flight (18812)	Knight-Lieutenant's Lamellar Gauntlets (23274)	Don Julio's Band (19325)	Quick Strike Ring (18821)	Hand of Justice (11815)	Blackhand's Breadth (13965)	Cape of the Black Baron (13340)	The Untamed Blade (19334)	N/A	Egan's Blaster (13289)
57	Tiananmen	SALAD BAKERS	Alliance	43.2	40	Apr 13	29:17	Judgment Crown (16955)	Choker of Enlightenment (17109)	Wild Growth Spaulders (18810)	Judgment Breastplate (16958)	Judgment Belt (16952)	Judgment Legplates (16954)	Omnicast Boots (11822)	Bleak Howler Armguards (13208)	Judgment Gauntlets (16956)	Fordring's Seal (16058)	Rosewine Circle (13178)	Insignia of the Alliance (18864)	Royal Seal of Eldre'Thalas (18472)	Stormpike Sage's Cloak (19086)	Aurastone Hammer (17105)	Thaurissan's Royal Scepter (11928)	N/A
58	Bludmist	Dad Guild	Alliance	43.0	40	Jun 19	1:03:37	Field Marshal's Lamellar Faceguard (16474)	Mark of Fordring (15411)	Field Marshal's Lamellar Pauldrons (16476)	Field Marshal's Lamellar Chestplate (16473)	Brigam Girdle (13142)	Marshal's Lamellar Legplates (16475)	Marshal's Lamellar Boots (16472)	Judgment Bindings (16951)	Marshal's Lamellar Gloves (16471)	Don Julio's Band (19325)	Seal of the Gurubashi Berserker (22722)	Zandalarian Hero Charm (19950)	Insignia of the Alliance (18864)	Cloak of the Hakkari Worshippers (22711)	Grand Marshal's Claymore (18876)	N/A	Egan's Blaster (13289)
59	Uniwen	N/A	Unknown	42.5	40	Jul 8	56:44	Insightful Hood (18490)	Animated Chain Necklace (18723)	Judgment Spaulders (16953)	Robe of Volatile Power (19145)	Lawbringer Belt (16858)	Padre's Trousers (18386)	Peacekeeper Boots (20265)	Loomguard Armbraces (13969)	Harmonious Gauntlets (18527)	Fordring's Seal (16058)	Rosewine Circle (13178)	Briarwood Reed (12930)	Mar'li's Eye (19930)	Hakkari Loa Cloak (19870)	Jin'do's Hexxer (19890)	Lei of the Lifegiver (19312)	Egan's Blaster (13289)
60	Applezzpally	Crit Happens	Alliance	42.4	35	May 17	1:06:36	Lieutenant Commander's Lamellar Headguard (23276)	Jin'do's Evil Eye (19885)	Judgment Spaulders (16953)	Judgment Breastplate (16958)	Corehound Belt (19162)	Judgment Legplates (16954)	Knight-Lieutenant's Lamellar Sabatons (23275)	Judgment Bindings (16951)	Judgment Gauntlets (16956)	Primalist's Seal (19863)	Ring of Demonic Guile (18314)	Royal Seal of Eldre'Thalas (18472)	Second Wind (11819)	Hide of the Wild (18510)	Zulian Scepter of Rites (22713)	Lei of the Lifegiver (19312)	N/A
61	Llama	based	Alliance	42.4	40	Apr 20	57:00	Judgment Crown (16955)	Animated Chain Necklace (18723)	Living Shoulders (15061)	Robes of the Exalted (13346)	Corehound Belt (19162)	Empowered Leggings (19385)	Judgment Sabatons (16957)	Loomguard Armbraces (13969)	Judgment Gauntlets (16956)	Fordring's Seal (16058)	Cauterizing Band (19140)	Second Wind (11819)	Briarwood Reed (12930)	Hide of the Wild (18510)	Aurastone Hammer (17105)	Lei of the Lifegiver (19312)	Egan's Blaster (13289)
62	Roccksolid	N/A	Unknown	41.4	38	May 28	50:27	Judgment Crown (16955)	Pendant of the Fallen Dragon (19371)	Judgment Spaulders (16953)	Robe of Volatile Power (19145)	Judgment Belt (16952)	Padre's Trousers (18386)	Judgment Sabatons (16957)	Judgment Bindings (16951)	Harmonious Gauntlets (18527)	Songstone of Ironforge (12543)	Fordring's Seal (16058)	Royal Seal of Eldre'Thalas (18472)	Second Wind (11819)	Stormpike Sage's Cloak (19086)	Quel'Serrar (18348)	Lei of the Lifegiver (19312)	Egan's Blaster (13289)
63	Lórenzo	N/A	Unknown	41.4	37	Apr 10	1:57:48	Judgment Crown (16955)	Drakefire Amulet (16309)	Commander's Pauldrons (10383)	Magnificent Breastplate (15669)	Flamescarred Girdle (13526)	Heavy Lamellar Leggings (10244)	Lavawalker Greaves (13527)	Emberplate Armguards (11767)	Molten Fists (11814)	Jasper Link (11978)	Tidal Loop (18398)	Blazing Emblem (2802)	Royal Seal of Eldre'Thalas (18472)	Onyxia Scale Cloak (15138)	Arbiter's Blade (11784)	Draconian Deflector (12602)	N/A
64	Purgeincels	Oilshire	Alliance	41.2	40	Jun 11	25:13	Lawbringer Helm (16854)	Animated Chain Necklace (18723)	Wild Growth Spaulders (18810)	Field Marshal's Lamellar Chestplate (16473)	Corehound Belt (19162)	Lawbringer Legplates (16855)	Lawbringer Boots (16859)	Loomguard Armbraces (13969)	Peacekeeper Gauntlets (20264)	Fordring's Seal (16058)	Rosewine Circle (13178)	Scrolls of Blinding Light (19343)	Rejuvenating Gem (19395)	Hide of the Wild (18510)	Grand Marshal's Warhammer (23454)	Red Dragonscale Protector (19348)	Libram of Hope (22401)
65	Vada	N/A	Unknown	41.0	36	Jun 7	1:54:47	Judgment Crown (16955)	Master Dragonslayer's Medallion (19383)	Judgment Spaulders (16953)	Judgment Breastplate (16958)	Judgment Belt (16952)	Bloodsoaked Legplates (19855)	Core Forged Greaves (18806)	Judgment Bindings (16951)	Bloodsoaked Gauntlets (19894)	Don Julio's Band (19325)	Archimtiros' Ring of Reckoning (19376)	Onyxia Blood Talisman (18406)	Styleen's Impeding Scarab (19431)	Overlord's Embrace (19888)	Thunderfury, Blessed Blade of the Windseeker (19019)	Elementium Reinforced Bulwark (19349)	N/A
66	Kirbubbles	N/A	Unknown	39.5	40	Apr 30	41:47	Lawbringer Helm (16854)	Animated Chain Necklace (18723)	Lawbringer Spaulders (16856)	Field Marshal's Lamellar Chestplate (16473)	Lawbringer Belt (16858)	Lawbringer Legplates (16855)	Lawbringer Boots (16859)	Lawbringer Bracers (16857)	Lawbringer Gauntlets (16860)	Cauterizing Band (19140)	Fordring's Seal (16058)	Royal Seal of Eldre'Thalas (18472)	Briarwood Reed (12930)	Stormpike Sage's Cloak (19086)	Argent Avenger (13246)	Red Dragonscale Protector (19348)	N/A
67	Canon	Live Lucky	Alliance	39.4	40	May 21	41:58	Zulian Headdress (22720)	Animated Chain Necklace (18723)	Wild Growth Spaulders (18810)	Robes of the Exalted (13346)	Corehound Belt (19162)	Padre's Trousers (18386)	Boots of Pure Thought (19437)	Loomguard Armbraces (13969)	Harmonious Gauntlets (18527)	Cauterizing Band (19140)	Fordring's Seal (16058)	Briarwood Reed (12930)	Second Wind (11819)	Hide of the Wild (18510)	Grand Marshal's Warhammer (23454)	Lei of the Lifegiver (19312)	Egan's Blaster (13289)
68	Cosmicality	smug	Alliance	39.3	38	Jul 8	54:17	Zulian Headdress (22720)	Hero's Brand (19588)	Living Shoulders (15061)	Knight-Captain's Lamellar Breastplate (23272)	Whipvine Cord (18327)	Peacekeeper Leggings (20266)	Knight-Lieutenant's Lamellar Sabatons (23275)	Zandalar Freethinker's Armguards (19827)	Peacekeeper Gauntlets (20264)	Onyx Ring (12001)	Vanadium Loop (11989)	Insignia of the Alliance (18864)	Mar'li's Eye (19930)	Stormpike Sage's Cloak (19086)	Jin'do's Hexxer (19890)	Lei of the Lifegiver (19312)	N/A
69	Stylesqt	and he say me i noob LOL	Alliance	38.9	40	Jun 30	37:32	Zulian Headdress (22720)	Stormpike Sage's Pendant (19098)	Living Shoulders (15061)	Defender Tunic (6580)	Lawbringer Belt (16858)	Peacekeeper Leggings (20266)	Knight-Lieutenant's Lamellar Sabatons (23275)	Lawbringer Bracers (16857)	Peacekeeper Gauntlets (20264)	Primalist's Band (19920)	Primalist's Seal (19863)	Mar'li's Eye (19930)	Royal Seal of Eldre'Thalas (18472)	Stormpike Sage's Cloak (19086)	Jin'do's Hexxer (19890)	Lei of the Lifegiver (19312)	N/A
70	Moustachio	N/A	Unknown	38.9	40	Jun 24	2:24:23	Judgment Crown (16955)	Animated Chain Necklace (18723)	Judgment Spaulders (16953)	Judgment Breastplate (16958)	Judgment Belt (16952)	Judgment Legplates (16954)	Judgment Sabatons (16957)	Judgment Bindings (16951)	Judgment Gauntlets (16956)	Band of Rumination (18103)	Emerald Flame Ring (18395)	Talisman of Ephemeral Power (18820)	Royal Seal of Eldre'Thalas (18472)	Spritecaster Cape (11623)	Lok'amir il Romathis (19360)	Lei of the Lifegiver (19312)	Egan's Blaster (13289)
71	천사	Balance 3	Alliance	38.3	40	Apr 30	1:05:23	Crystal Adorned Crown (19132)	Animated Chain Necklace (18723)	Wild Growth Spaulders (18810)	Robes of the Exalted (13346)	Corehound Belt (19162)	Salamander Scale Pants (18875)	Judgment Sabatons (16957)	Loomguard Armbraces (13969)	Harmonious Gauntlets (18527)	Fordring's Seal (16058)	Cauterizing Band (19140)	Scrolls of Blinding Light (19343)	Rejuvenating Gem (19395)	Hide of the Wild (18510)	Azuresong Mageblade (17103)	Lei of the Lifegiver (19312)	Egan's Blaster (13289)
72	Versaeto	Invictus	Alliance	38.2	40	Apr 2	1:26:23	Judgment Crown (16955)	Onyxia Tooth Pendant (18404)	Lieutenant Commander's Lamellar Shoulders (23277)	Knight-Captain's Lamellar Breastplate (23272)	Brigam Girdle (13142)	Judgment Legplates (16954)	Knight-Lieutenant's Lamellar Sabatons (23275)	Judgment Bindings (16951)	Voone's Vice Grips (13963)	Blackstone Ring (17713)	Don Julio's Band (19325)	Briarwood Reed (12930)	Blackhand's Breadth (13965)	Cloak of the Brood Lord (19378)	Nightfall (19169)	N/A	N/A
73	Reluctance	Needing for the mog	Alliance	37.9	40	Jun 14	51:11	Judgment Crown (16955)	Animated Chain Necklace (18723)	Judgment Spaulders (16953)	Judgment Breastplate (16958)	Corehound Belt (19162)	Empowered Leggings (19385)	Judgment Sabatons (16957)	Gallant's Wristguards (18459)	Judgment Gauntlets (16956)	Fordring's Seal (16058)	Band of Rumination (18103)	Briarwood Reed (12930)	Second Wind (11819)	Hide of the Wild (18510)	Aurastone Hammer (17105)	Lei of the Lifegiver (19312)	N/A
74	Gangerf	Synergy	Alliance	37.8	40	May 11	2:31:36	Lightforge Helm (16727)	Talvash's Enhancing Necklace (7673)	Stockade Pauldrons (14552)	Lightforge Breastplate (16726)	Deathbone Girdle (14620)	Deathbone Legguards (14623)	Boots of Valor (16734)	Bracers of Valor (16735)	Deathbone Gauntlets (14622)	Chivalrous Signet (20505)	Magni's Will (12548)	Mark of Resolution (17759)	Mark of the Chosen (17774)	Nightfall Drape (12465)	Thrash Blade (17705)	Sacred Protector (16998)	Egan's Blaster (13289)
75	Valten	Plunder and Sunder	Alliance	37.6	39	Jun 6	1:09:23	Judgment Crown (16955)	Medallion of Steadfast Might (17065)	Judgment Spaulders (16953)	Judgment Breastplate (16958)	Judgment Belt (16952)	Judgment Legplates (16954)	Knight-Lieutenant's Lamellar Sabatons (23275)	Judgment Bindings (16951)	Knight-Lieutenant's Lamellar Gauntlets (23274)	Overlord's Crimson Band (19873)	Overlord's Onyx Band (19912)	Force of Will (11810)	Onyxia Blood Talisman (18406)	Cloak of the Hakkari Worshippers (22711)	Bloodlord's Defender (19867)	Aegis of the Blood God (19862)	Libram of Hope (22401)
76	Dont	Cains	Alliance	37.3	38	Jun 22	24:13	Zulian Headdress (22720)	Animated Chain Necklace (18723)	Animist's Spaulders (19928)	Robes of the Exalted (13346)	Corehound Belt (19162)	Salamander Scale Pants (18875)	Boots of the Full Moon (18507)	Loomguard Armbraces (13969)	Peacekeeper Gauntlets (20264)	Cauterizing Band (19140)	Rosewine Circle (13178)	Scrolls of Blinding Light (19343)	Rejuvenating Gem (19395)	Hide of the Wild (18510)	Nightfall (19169)	N/A	Libram of Hope (22401)
77	Beanhole	Soulrend	Alliance	36.8	40	May 16	1:29:42	Golem Skull Helm (11746)	Medallion of Steadfast Might (17065)	Stockade Pauldrons (14552)	Deathbone Chestplate (14624)	Deathbone Girdle (14620)	Judgment Legplates (16954)	Lawbringer Boots (16859)	Lawbringer Bracers (16857)	Lawbringer Gauntlets (16860)	Naglering (11669)	Overlord's Onyx Band (19912)	Onyxia Blood Talisman (18406)	Styleen's Impeding Scarab (19431)	Redoubt Cloak (18495)	Arbiter's Blade (11784)	Draconian Deflector (12602)	Egan's Blaster (13289)
78	Qpop	Malediction	Alliance	36.1	40	May 14	19:33	Judgment Crown (16955)	Animated Chain Necklace (18723)	Wild Growth Spaulders (18810)	Red Dragonscale Breastplate (15047)	Corehound Belt (19162)	Salamander Scale Pants (18875)	Verdant Footpads (13954)	Loomguard Armbraces (13969)	Harmonious Gauntlets (18527)	Fordring's Seal (16058)	Rosewine Circle (13178)	Scrolls of Blinding Light (19343)	Briarwood Reed (12930)	Hide of the Wild (18510)	Grand Marshal's Warhammer (23454)	Lei of the Lifegiver (19312)	Egan's Blaster (13289)
79	Briarix	EXODUS	Alliance	36.0	40	May 15	53:43	Zulian Headdress (22720)	Choker of Enlightenment (17109)	Wild Growth Spaulders (18810)	Judgment Breastplate (16958)	Corehound Belt (19162)	Judgment Legplates (16954)	Judgment Sabatons (16957)	Judgment Bindings (16951)	Judgment Gauntlets (16956)	Fordring's Seal (16058)	Primalist's Seal (19863)	Shard of the Scale (17064)	Briarwood Reed (12930)	Shroud of Pure Thought (19430)	Jin'do's Hexxer (19890)	Lei of the Lifegiver (19312)	N/A
80	眞无敌	Victory	Alliance	35.9	40	Jul 3	1:05:20	Judgment Crown (16955)	Medallion of Steadfast Might (17065)	Judgment Spaulders (16953)	Judgment Breastplate (16958)	Judgment Belt (16952)	Judgment Legplates (16954)	Judgment Sabatons (16957)	Judgment Bindings (16951)	Judgment Gauntlets (16956)	Heavy Dark Iron Ring (18879)	Naglering (11669)	Briarwood Reed (12930)	Styleen's Impeding Scarab (19431)	Overlord's Embrace (19888)	Lok'amir il Romathis (19360)	Elementium Reinforced Bulwark (19349)	N/A
81	藍小宇	CN Classic	Alliance	35.5	40	Apr 22	18:21	Lawbringer Helm (16854)	Animated Chain Necklace (18723)	Wild Growth Spaulders (18810)	Robes of the Exalted (13346)	Mana Igniting Cord (19136)	Salamander Scale Pants (18875)	Magma Tempered Boots (18824)	Loomguard Armbraces (13969)	Lawbringer Gauntlets (16860)	Cauterizing Band (19140)	Dragonslayer's Signet (18403)	Second Wind (11819)	Royal Seal of Eldre'Thalas (18472)	Hide of the Wild (18510)	Lok'amir il Romathis (19360)	Malistar's Defender (17106)	Egan's Blaster (13289)
82	Hardfingers	Neverland	Alliance	35.4	40	Apr 7	55:16	Judgment Crown (16955)	Tooth of Gnarr (13141)	Lawbringer Spaulders (16856)	Robes of the Exalted (13346)	Corehound Belt (19162)	Ghoul Skin Leggings (18682)	Boots of the Full Moon (18507)	Gallant's Wristguards (18459)	Gloves of Restoration (18309)	Fordring's Seal (16058)	Band of Rumination (18103)	Shard of the Scale (17064)	Royal Seal of Eldre'Thalas (18472)	Hide of the Wild (18510)	The Hammer of Grace (11923)	Lei of the Lifegiver (19312)	N/A
83	Klovrockjaw	Full Circle	Alliance	35.2	40	May 19	40:12	Judgment Crown (16955)	Horizon Choker (13085)	Lieutenant Commander's Lamellar Shoulders (23277)	Red Dragonscale Breastplate (15047)	Judgment Belt (16952)	Salamander Scale Pants (18875)	Knight-Lieutenant's Lamellar Sabatons (23275)	Loomguard Armbraces (13969)	Peacekeeper Gauntlets (20264)	Band of Rumination (18103)	Primalist's Seal (19863)	Styleen's Impeding Scarab (19431)	Royal Seal of Eldre'Thalas (18472)	Onyxia Scale Cloak (15138)	Lok'amir il Romathis (19360)	Lei of the Lifegiver (19312)	N/A
84	Krae	N/A	Unknown	34.8	40	May 14	34:47	Insightful Hood (18490)	Animated Chain Necklace (18723)	Animist's Spaulders (19928)	Robes of the Exalted (13346)	Corehound Belt (19162)	Empowered Leggings (19385)	Lawbringer Boots (16859)	Gallant's Wristguards (18459)	Peacekeeper Gauntlets (20264)	Rosewine Circle (13178)	Fordring's Seal (16058)	Second Wind (11819)	Briarwood Reed (12930)	Hide of the Wild (18510)	Grand Marshal's Warhammer (23454)	Lei of the Lifegiver (19312)	Egan's Blaster (13289)
85	Twixas	Excellent	Alliance	34.3	41	May 27	2:20:50	Judgment Crown (16955)	Medallion of Steadfast Might (17065)	Royal Cap Spaulders (14548)	Robes of the Exalted (13346)	Soulforge Belt (22086)	Peacekeeper Leggings (20266)	Peacekeeper Boots (20265)	Loomguard Armbraces (13969)	Harmonious Gauntlets (18527)	Songstone of Ironforge (12543)	Chivalrous Signet (20505)	Second Wind (11819)	Royal Seal of Eldre'Thalas (18472)	Sapphiron Drape (17078)	Zulian Scepter of Rites (22713)	Malistar's Defender (17106)	Egan's Blaster (13289)
86	Sweetdream	Rak Gaming	Alliance	33.7	38	Jun 26	30:28	Judgment Crown (16955)	Animated Chain Necklace (18723)	Wild Growth Spaulders (18810)	Robes of the Exalted (13346)	Corehound Belt (19162)	Empowered Leggings (19385)	Judgment Sabatons (16957)	Loomguard Armbraces (13969)	Peacekeeper Gauntlets (20264)	Pure Elementium Band (19382)	Fordring's Seal (16058)	Briarwood Reed (12930)	Royal Seal of Eldre'Thalas (18472)	Hide of the Wild (18510)	Lok'amir il Romathis (19360)	Lei of the Lifegiver (19312)	Egan's Blaster (13289)
87	Chickenstrip	Cold Ones	Alliance	33.7	40	May 28	58:57	Insightful Hood (18490)	Animated Chain Necklace (18723)	Wild Growth Spaulders (18810)	Robes of the Exalted (13346)	Corehound Belt (19162)	Empowered Leggings (19385)	Animist's Boots (19892)	Loomguard Armbraces (13969)	Harmonious Gauntlets (18527)	Cauterizing Band (19140)	Fordring's Seal (16058)	Second Wind (11819)	Royal Seal of Eldre'Thalas (18472)	Hide of the Wild (18510)	Azuresong Mageblade (17103)	Red Dragonscale Protector (19348)	N/A
88	Aeonas	N/A	Unknown	33.6	37	Jun 25	1:01:59	Zulian Headdress (22720)	Animated Chain Necklace (18723)	Animist's Spaulders (19928)	Robes of the Exalted (13346)	Corehound Belt (19162)	Peacekeeper Leggings (20266)	Peacekeeper Boots (20265)	Gallant's Wristguards (18459)	Harmonious Gauntlets (18527)	Fordring's Seal (16058)	Primalist's Seal (19863)	Briarwood Reed (12930)	Second Wind (11819)	Hide of the Wild (18510)	Jin'do's Hexxer (19890)	Malistar's Defender (17106)	N/A
89	Capo	Shift	Alliance	33.6	40	Jun 26	30:38	Zulian Headdress (22720)	Jin'do's Evil Eye (19885)	Living Shoulders (15061)	Robe of Volatile Power (19145)	Corehound Belt (19162)	Salamander Scale Pants (18875)	Animist's Boots (19892)	Loomguard Armbraces (13969)	Peacekeeper Gauntlets (20264)	Fordring's Seal (16058)	Cauterizing Band (19140)	Royal Seal of Eldre'Thalas (18472)	Zandalarian Hero Charm (19950)	Hide of the Wild (18510)	Lok'amir il Romathis (19360)	Red Dragonscale Protector (19348)	Egan's Blaster (13289)
90	Joneill	Saunaclub Goldhain	Alliance	33.3	40	Jun 15	1:44:30	Helm of Endless Rage (19372)	The Eye of Hakkar (19856)	Judgment Spaulders (16953)	Lawbringer Chestguard (16853)	Judgment Belt (16952)	Judgment Legplates (16954)	Judgment Sabatons (16957)	Zandalar Freethinker's Armguards (19827)	Judgment Gauntlets (16956)	Painweaver Band (13098)	Seal of the Gurubashi Berserker (22722)	Hand of Justice (11815)	Blackhand's Breadth (13965)	Might of the Tribe (22712)	Renataki's Soul Conduit (19964)	Drillborer Disk (17066)	Libram of Hope (22401)
91	Schiffers	Repulsive Management	Alliance	33.0	40	Jun 1	29:50	Helm of Endless Rage (19372)	Blazefury Medallion (17111)	Field Marshal's Lamellar Pauldrons (16476)	Savage Gladiator Chain (11726)	Therazane's Link (19380)	Marshal's Lamellar Legplates (16475)	Marshal's Lamellar Boots (16472)	Wristguards of True Flight (18812)	Marshal's Lamellar Gloves (16471)	Seal of Jin (19898)	Don Julio's Band (19325)	Scrolls of Blinding Light (19343)	Hand of Justice (11815)	Cape of the Black Baron (13340)	Grand Marshal's Claymore (18876)	N/A	Libram of Hope (22401)
92	Adelyn	Chimichanga	Alliance	32.3	39	May 25	45:12	Judgment Crown (16955)	Pendant of the Fallen Dragon (19371)	Field Marshal's Lamellar Pauldrons (16476)	Judgment Breastplate (16958)	Judgment Belt (16952)	Judgment Legplates (16954)	Marshal's Lamellar Boots (16472)	Judgment Bindings (16951)	Peacekeeper Gauntlets (20264)	Fordring's Seal (16058)	Chivalrous Signet (20505)	Zandalarian Hero Charm (19950)	Rejuvenating Gem (19395)	Shroud of Pure Thought (19430)	Grand Marshal's Warhammer (23454)	Lei of the Lifegiver (19312)	Egan's Blaster (13289)
93	Efry	N/A	Unknown	31.9	39	Jun 4	39:27	Lizardscale Eyepatch (19945)	Onyxia Tooth Pendant (18404)	Judgment Spaulders (16953)	Zandalar Freethinker's Breastplate (19825)	Girdle of the Fallen Crusader (19392)	Legguards of the Fallen Crusader (19402)	Marshal's Lamellar Boots (16472)	Primal Batskin Bracers (19687)	Marshal's Lamellar Gloves (16471)	Don Julio's Band (19325)	Myrmidon's Signet (2246)	Hand of Justice (11815)	Scrolls of Blinding Light (19343)	Might of the Tribe (22712)	Ashkandi, Greatsword of the Brotherhood (19364)	N/A	N/A
94	Oakiedoke	Valorous	Alliance	31.1	40	Jun 24	16:41	Mish'undare, Circlet of the Mind Flayer (19375)	Animated Chain Necklace (18723)	Wild Growth Spaulders (18810)	Robe of Volatile Power (19145)	Lawbringer Belt (16858)	Judgment Legplates (16954)	Lawbringer Boots (16859)	Loomguard Armbraces (13969)	Lawbringer Gauntlets (16860)	Cauterizing Band (19140)	Fordring's Seal (16058)	Zandalarian Hero Charm (19950)	Scrolls of Blinding Light (19343)	Hakkari Loa Cloak (19870)	Grand Marshal's Warhammer (23454)	Lei of the Lifegiver (19312)	Egan's Blaster (13289)
95	천사	Balance	Alliance	31.0	40	Jun 6	1:00:32	Crystal Adorned Crown (19132)	Animated Chain Necklace (18723)	Wild Growth Spaulders (18810)	Robes of the Exalted (13346)	Corehound Belt (19162)	Empowered Leggings (19385)	Judgment Sabatons (16957)	Loomguard Armbraces (13969)	Peacekeeper Gauntlets (20264)	Cauterizing Band (19140)	Pure Elementium Band (19382)	Scrolls of Blinding Light (19343)	Rejuvenating Gem (19395)	Hide of the Wild (18510)	Grand Marshal's Warhammer (23454)	Lei of the Lifegiver (19312)	Egan's Blaster (13289)
