Rank	Name	Guild	Faction	DPS	Size	Date	Duration	Head	Neck	Shoulder	Chest	Waist	Legs	Feet	Wrist	Hands	Ring1	Ring2	Trinket1	Trinket2	Back	Weapon1	Weapon2	Ranged
47	Othion	N/A	Unknown	262.8	40	Aug 17	1:21:52	Avenger's Crown (21387)	The Eye of Hakkar (19856)	Avenger's Pauldrons (21391)	Avenger's Breastplate (21389)	Ossirian's Binding (21463)	Avenger's Legguards (21390)	Avenger's Greaves (21388)	Bracers of Brutality (21457)	Gauntlets of the Righteous Champion (21623)	Master Dragonslayer's Ring (19384)	Don Julio's Band (19325)	Darkmoon Card: Maelstrom (19289)	Hand of Justice (11815)	Shroud of Domination (22337)	Bonereaver's Edge (17076)	N/A	Libram of Hope (22401)
48	Entaree	N/A	Unknown	260.7	40	Aug 7	1:26:25	Avenger's Crown (21387)	Onyxia Tooth Pendant (18404)	Avenger's Pauldrons (21391)	Savage Gladiator Chain (11726)	Onslaught Girdle (19137)	Avenger's Legguards (21390)	Avenger's Greaves (21388)	Wristguards of Stability (19146)	Marshal's Lamellar Gloves (16471)	Signet Ring of the Bronze Dragonflight (21203)	Quick Strike Ring (18821)	Heart of Wyrmthalak (22321)	Darkmoon Card: Maelstrom (19289)	Stoneskin Gargoyle Cape (13397)	Grand Marshal's Claymore (18876)	N/A	Libram of Fervor (23203)
49	口黑口黑	梨花院落溶溶月	Alliance	257.5	39	Aug 9	2:12:21	Avenger's Crown (21387)	Onyxia Tooth Pendant (18404)	Avenger's Pauldrons (21391)	Avenger's Breastplate (21389)	Onslaught Girdle (19137)	Avenger's Legguards (21390)	Avenger's Greaves (21388)	Wristguards of Stability (19146)	Marshal's Lamellar Gloves (16471)	Master Dragonslayer's Ring (19384)	Quick Strike Ring (18821)	Hand of Justice (11815)	Scrolls of Blinding Light (19343)	Cloak of Draconic Might (19436)	Ashkandi, Greatsword of the Brotherhood (19364)	N/A	Libram of Fervor (23203)
50	Avellana	N/A	Unknown	256.8	40	Aug 10	1:46:23	Crown of Destruction (18817)	Onyxia Tooth Pendant (18404)	Drake Talon Pauldrons (19394)	Malfurion's Blessed Bulwark (19405)	Girdle of the Fallen Crusader (19392)	Marshal's Lamellar Legplates (16475)	Boots of the Shadow Flame (19381)	Wristguards of True Flight (18812)	Marshal's Lamellar Gloves (16471)	Don Julio's Band (19325)	Master Dragonslayer's Ring (19384)	Hand of Justice (11815)	Blackhand's Breadth (13965)	Cloak of Firemaw (19398)	Sulfuras, Hand of Ragnaros (17182)	N/A	Libram of Fervor (23203)
51	Elorä	Twisted Gryphons	Alliance	256.1	38	Aug 1	1:49:25	Lionheart Helm (12640)	Onyxia Tooth Pendant (18404)	Drake Talon Pauldrons (19394)	Savage Gladiator Chain (11726)	Therazane's Link (19380)	Legguards of the Fallen Crusader (19402)	Chromatic Boots (19387)	Vambraces of the Sadist (13400)	Flameguard Gauntlets (19143)	Quick Strike Ring (18821)	Don Julio's Band (19325)	Scrolls of Blinding Light (19343)	Hand of Justice (11815)	Cape of the Black Baron (13340)	Sulfuras, Hand of Ragnaros (17182)	N/A	Libram of Fervor (23203)
52	Jørgenallan	Fusk og Sjusk	Alliance	255.2	40	Aug 13	2:28:44	Helm of Endless Rage (19372)	Onyxia Tooth Pendant (18404)	Drake Talon Pauldrons (19394)	Savage Gladiator Chain (11726)	Therazane's Link (19380)	Legguards of the Fallen Crusader (19402)	Judgment Sabatons (16957)	Vambraces of the Sadist (13400)	Sacrificial Gauntlets (22714)	Ring of Eternal Justice (21396)	Don Julio's Band (19325)	Blackhand's Breadth (13965)	Hand of Justice (11815)	Zulian Tigerhide Cloak (19907)	Sulfuras, Hand of Ragnaros (17182)	N/A	Libram of Fervor (23203)
53	沉默中番茄	新光年V:laogaowow	Alliance	254.2	40	Aug 7	1:58:43	Helm of Endless Rage (19372)	Onyxia Tooth Pendant (18404)	Drake Talon Pauldrons (19394)	Zandalar Freethinker's Breastplate (19825)	Belt of Never-Ending Agony (21586)	Abyssal Plate Legguards (20671)	Chromatic Boots (19387)	Bracers of Brutality (21457)	Gauntlets of Annihilation (21581)	Circle of Applied Force (19432)	Quick Strike Ring (18821)	Blackhand's Breadth (13965)	Drake Fang Talisman (19406)	Cloak of Firemaw (19398)	Ashkandi, Greatsword of the Brotherhood (19364)	N/A	Libram of Fervor (23203)
54	Lanval	Oida	Alliance	252.6	40	Aug 17	1:53:28	Avenger's Crown (21387)	Onyxia Tooth Pendant (18404)	Avenger's Pauldrons (21391)	Avenger's Breastplate (21389)	Girdle of the Fallen Crusader (19392)	Avenger's Legguards (21390)	Avenger's Greaves (21388)	Qiraji Execution Bracers (21602)	Gloves of the Swarm (21486)	Master Dragonslayer's Ring (19384)	Don Julio's Band (19325)	Darkmoon Card: Maelstrom (19289)	Hand of Justice (11815)	Zulian Tigerhide Cloak (19907)	The Untamed Blade (19334)	N/A	Libram of Fervor (23203)
55	Greekdwarf	Ironforged	Alliance	249.9	40	Aug 6	1:52:15	Helm of Endless Rage (19372)	Onyxia Tooth Pendant (18404)	Drake Talon Pauldrons (19394)	Savage Gladiator Chain (11726)	Ossirian's Binding (21463)	Legguards of the Fallen Crusader (19402)	Chromatic Boots (19387)	Vambraces of the Sadist (13400)	Storm Gauntlets (12632)	Circle of Applied Force (19432)	Don Julio's Band (19325)	Hand of Justice (11815)	Blackhand's Breadth (13965)	Cloak of the Shrouded Mists (17102)	Ashkandi, Greatsword of the Brotherhood (19364)	N/A	Libram of Fervor (23203)
56	Ashor	N/A	Unknown	244.3	40	Aug 1	2:32:07	Lionheart Helm (12640)	The Eye of Hakkar (19856)	Avenger's Pauldrons (21391)	Savage Gladiator Chain (11726)	Therazane's Link (19380)	Avenger's Legguards (21390)	Avenger's Greaves (21388)	Forest Stalker's Bracers (19587)	Storm Gauntlets (12632)	Master Dragonslayer's Ring (19384)	Quick Strike Ring (18821)	Scrolls of Blinding Light (19343)	Hand of Justice (11815)	Cloak of Firemaw (19398)	Grand Marshal's Claymore (18876)	N/A	Libram of Hope (22401)
57	畅仔	N/A	Unknown	242.9	40	Aug 14	3:43:31	Avenger's Crown (21387)	Onyxia Tooth Pendant (18404)	Avenger's Pauldrons (21391)	Avenger's Breastplate (21389)	Onslaught Girdle (19137)	Avenger's Legguards (21390)	Avenger's Greaves (21388)	Hive Defiler Wristguards (21618)	Vek'lor's Gloves of Devastation (21599)	Quick Strike Ring (18821)	Band of Accuria (17063)	Drake Fang Talisman (19406)	Blackhand's Breadth (13965)	Cloak of the Fallen God (21710)	N/A	Ancient Cornerstone Grimoire (17067)	Libram of Hope (22401)
58	Preciisiion	Agony	Alliance	240.8	40	Jul 31	1:41:45	Crown of Destruction (18817)	Onyxia Tooth Pendant (18404)	Lieutenant Commander's Lamellar Shoulders (23277)	Savage Gladiator Chain (11726)	Onslaught Girdle (19137)	Legguards of the Fallen Crusader (19402)	Knight-Lieutenant's Lamellar Sabatons (23275)	Wristguards of Stability (19146)	Flameguard Gauntlets (19143)	Don Julio's Band (19325)	Quick Strike Ring (18821)	Hand of Justice (11815)	Scrolls of Blinding Light (19343)	Cape of the Black Baron (13340)	Ashkandi, Greatsword of the Brotherhood (19364)	N/A	Libram of Fervor (23203)
59	Diormodel	N/A	Unknown	240.5	38	Aug 15	1:28:48	Helm of Endless Rage (19372)	Onyxia Tooth Pendant (18404)	Drake Talon Pauldrons (19394)	Savage Gladiator Chain (11726)	Belt of Preserved Heads (20216)	Legguards of the Fallen Crusader (19402)	Boots of the Vanguard (21493)	Wristguards of True Flight (18812)	Sacrificial Gauntlets (22714)	Master Dragonslayer's Ring (19384)	Don Julio's Band (19325)	Scrolls of Blinding Light (19343)	Hand of Justice (11815)	Cloak of the Shrouded Mists (17102)	Ashkandi, Greatsword of the Brotherhood (19364)	N/A	Libram of Fervor (23203)
60	Broland	N/A	Unknown	233.8	40	Aug 16	1:21:50	Helm of Endless Rage (19372)	Barbed Choker (21664)	Mantle of Wicked Revenge (21665)	Field Marshal's Lamellar Chestplate (16473)	Ossirian's Binding (21463)	Titanic Leggings (22385)	Boots of the Vanguard (21493)	Hive Defiler Wristguards (21618)	Marshal's Lamellar Gloves (16471)	Circle of Applied Force (19432)	Quick Strike Ring (18821)	Scrolls of Blinding Light (19343)	Hand of Justice (11815)	Cloak of Draconic Might (19436)	Obsidian Edged Blade (18822)	N/A	Libram of Fervor (23203)
61	Mosterdsoep	Intervene	Alliance	233.7	39	Aug 14	2:35:10	Avenger's Crown (21387)	Onyxia Tooth Pendant (18404)	Drake Talon Pauldrons (19394)	Savage Gladiator Chain (11726)	Therazane's Link (19380)	Avenger's Legguards (21390)	Chromatic Boots (19387)	Bracers of Brutality (21457)	Marshal's Lamellar Gloves (16471)	Quick Strike Ring (18821)	Don Julio's Band (19325)	Scrolls of Blinding Light (19343)	Hand of Justice (11815)	Cloak of Draconic Might (19436)	Sulfuras, Hand of Ragnaros (17182)	N/A	Libram of Fervor (23203)
62	Ramranch	Cold Ones	Alliance	232.5	40	Aug 13	2:00:22	Avenger's Crown (21387)	The Eye of Hakkar (19856)	Avenger's Pauldrons (21391)	Avenger's Breastplate (21389)	Therazane's Link (19380)	Avenger's Legguards (21390)	Avenger's Greaves (21388)	Wristguards of Stability (19146)	Sacrificial Gauntlets (22714)	Don Julio's Band (19325)	Quick Strike Ring (18821)	Hand of Justice (11815)	Scrolls of Blinding Light (19343)	Cloak of Draconic Might (19436)	Ashkandi, Greatsword of the Brotherhood (19364)	N/A	Libram of Fervor (23203)
63	Robott	Aurora	Alliance	232.4	37	Aug 6	2:47:07	Avenger's Crown (21387)	Onyxia Tooth Pendant (18404)	Avenger's Pauldrons (21391)	Cadaverous Armor (14637)	Ossirian's Binding (21463)	Avenger's Legguards (21390)	Chromatic Boots (19387)	Bracers of Brutality (21457)	Sacrificial Gauntlets (22714)	Signet Ring of the Bronze Dragonflight (21202)	Circle of Applied Force (19432)	Scrolls of Blinding Light (19343)	Hand of Justice (11815)	Cape of the Black Baron (13340)	Bonereaver's Edge (17076)	N/A	Libram of Fervor (23203)
64	Tomlaboo	Shire	Alliance	231.4	40	Aug 15	1:37:46	Avenger's Crown (21387)	Onyxia Tooth Pendant (18404)	Avenger's Pauldrons (21391)	Runed Bloodstained Hauberk (19904)	Girdle of the Fallen Crusader (19392)	Avenger's Legguards (21390)	Avenger's Greaves (21388)	Vambraces of the Sadist (13400)	Sacrificial Gauntlets (22714)	Signet Ring of the Bronze Dragonflight (21203)	Circle of Applied Force (19432)	Scrolls of Blinding Light (19343)	Hand of Justice (11815)	Blackveil Cape (11626)	Dark Edge of Insanity (21134)	N/A	Libram of Fervor (23203)
65	Lollus	Kalavkalash Pug Thunderstrike	Alliance	228.8	40	Aug 13	1:12:00	Judgment Crown (16955)	Onyxia Tooth Pendant (18404)	Judgment Spaulders (16953)	Tombstone Breastplate (13944)	Judgment Belt (16952)	Judgment Legplates (16954)	Judgment Sabatons (16957)	Blackmist Armguards (12966)	Voone's Vice Grips (13963)	Seal of Jin (19898)	Band of Accuria (17063)	Blackhand's Breadth (13965)	Hand of Justice (11815)	Spritecaster Cape (11623)	Nightfall (19169)	N/A	Libram of Hope (22401)
66	Hammerdan	Classic Jammers	Alliance	227.6	40	Aug 8	2:59:07	Avenger's Crown (21387)	Onyxia Tooth Pendant (18404)	Drake Talon Pauldrons (19394)	Field Marshal's Lamellar Chestplate (16473)	Therazane's Link (19380)	Legguards of the Fallen Crusader (19402)	Marshal's Lamellar Boots (16472)	Wristguards of True Flight (18812)	Flameguard Gauntlets (19143)	Circle of Applied Force (19432)	Don Julio's Band (19325)	Blackhand's Breadth (13965)	Hand of Justice (11815)	Cloak of Draconic Might (19436)	Sulfuras, Hand of Ragnaros (17182)	N/A	Libram of Fervor (23203)
67	Tikachuwu	N/A	Unknown	226.8	40	Aug 14	1:32:52	Avenger's Crown (21387)	The Eye of Hakkar (19856)	Judgment Spaulders (16953)	Zandalar Freethinker's Breastplate (19825)	Therazane's Link (19380)	Avenger's Legguards (21390)	Windreaver Greaves (13967)	Judgment Bindings (16951)	Sacrificial Gauntlets (22714)	Signet Ring of the Bronze Dragonflight (21204)	Master Dragonslayer's Ring (19384)	Scrolls of Blinding Light (19343)	Hand of Justice (11815)	Sandstorm Cloak (21456)	Herald of Woe (19357)	N/A	Libram of Hope (22401)
68	Hugerichard	Way She Goes	Alliance	226.3	41	Aug 16	2:36:49	Helm of Endless Rage (19372)	Onyxia Tooth Pendant (18404)	Drake Talon Pauldrons (19394)	Savage Gladiator Chain (11726)	Ossirian's Binding (21463)	Marshal's Lamellar Legplates (16475)	Chromatic Boots (19387)	Wristguards of Stability (19146)	Marshal's Lamellar Gloves (16471)	Quick Strike Ring (18821)	Circle of Applied Force (19432)	Hand of Justice (11815)	Blackhand's Breadth (13965)	Cloak of Firemaw (19398)	Grand Marshal's Claymore (18876)	N/A	Libram of Fervor (23203)
69	Noxilia	Escapade	Alliance	222.9	39	Aug 13	1:37:27	Judgment Crown (16955)	Onyxia Tooth Pendant (18404)	Judgment Spaulders (16953)	Knight-Captain's Lamellar Breastplate (23272)	Judgment Belt (16952)	Judgment Legplates (16954)	Judgment Sabatons (16957)	Judgment Bindings (16951)	Gauntlets of the Righteous Champion (21623)	Master Dragonslayer's Ring (19384)	Ring of Eternal Justice (21396)	Scrolls of Blinding Light (19343)	Hand of Justice (11815)	Cloak of the Brood Lord (19378)	Sulfuras, Hand of Ragnaros (17182)	N/A	Libram of Fervor (23203)
70	Lerdina	Numenorian	Alliance	222.5	37	Jul 30	2:08:15	Field Marshal's Lamellar Faceguard (16474)	Onyxia Tooth Pendant (18404)	Field Marshal's Lamellar Pauldrons (16476)	Field Marshal's Lamellar Chestplate (16473)	Belt of Preserved Heads (20216)	Marshal's Lamellar Legplates (16475)	Marshal's Lamellar Boots (16472)	Wristguards of True Flight (18812)	Marshal's Lamellar Gloves (16471)	Don Julio's Band (19325)	Master Dragonslayer's Ring (19384)	Scrolls of Blinding Light (19343)	Hand of Justice (11815)	Zulian Tigerhide Cloak (19907)	Nightfall (19169)	N/A	Libram of Hope (22401)
71	Podsechka	New Vegas	Alliance	220.7	40	Aug 17	3:01:52	Field Marshal's Lamellar Faceguard (16474)	The Eye of Hakkar (19856)	Field Marshal's Lamellar Pauldrons (16476)	Field Marshal's Lamellar Chestplate (16473)	Belt of Preserved Heads (20216)	Marshal's Lamellar Legplates (16475)	Marshal's Lamellar Boots (16472)	Hive Defiler Wristguards (21618)	Marshal's Lamellar Gloves (16471)	Seal of Jin (19898)	Don Julio's Band (19325)	Scrolls of Blinding Light (19343)	Hand of Justice (11815)	Earthweave Cloak (21187)	Grand Marshal's Claymore (18876)	N/A	Libram of Fervor (23203)
72	Shylá	Kotipizza	Alliance	220.0	40	Aug 17	1:03:52	Avenger's Crown (21387)	Mark of C'Thun (22732)	Avenger's Pauldrons (21391)	Avenger's Breastplate (21389)	Judgment Belt (16952)	Avenger's Legguards (21390)	Avenger's Greaves (21388)	Judgment Bindings (16951)	Judgment Gauntlets (16956)	Heavy Dark Iron Ring (18879)	Signet Ring of the Bronze Dragonflight (21198)	Scrolls of Blinding Light (19343)	Styleen's Impeding Scarab (19431)	Cloak of the Brood Lord (19378)	Grand Marshal's Swiftblade (23456)	Elementium Reinforced Bulwark (19349)	Libram of Hope (22401)
73	Billymadison	N/A	Unknown	219.6	40	Aug 11	2:44:56	Lizardscale Eyepatch (19945)	Mark of Fordring (15411)	Drake Talon Pauldrons (19394)	Malfurion's Blessed Bulwark (19405)	Belt of Preserved Heads (20216)	Legguards of the Fallen Crusader (19402)	Chromatic Boots (19387)	Wristguards of Stability (19146)	Sacrificial Gauntlets (22714)	Seal of the Gurubashi Berserker (22722)	Circle of Applied Force (19432)	Blackhand's Breadth (13965)	Hand of Justice (11815)	Cloak of Draconic Might (19436)	Grand Marshal's Claymore (18876)	N/A	Egan's Blaster (13289)
74	Theorend	N/A	Unknown	219.0	40	Aug 16	2:38:25	Avenger's Crown (21387)	Onyxia Tooth Pendant (18404)	Avenger's Pauldrons (21391)	Field Marshal's Lamellar Chestplate (16473)	Onslaught Girdle (19137)	Avenger's Legguards (21390)	Marshal's Lamellar Boots (16472)	Battleborn Armbraces (12936)	Marshal's Lamellar Gloves (16471)	Quick Strike Ring (18821)	Circle of Applied Force (19432)	Scrolls of Blinding Light (19343)	Hand of Justice (11815)	Cloak of Firemaw (19398)	Grand Marshal's Claymore (18876)	N/A	Libram of Hope (22401)
75	Doralight	N/A	Unknown	217.4	40	Aug 5	2:55:22	Field Marshal's Lamellar Faceguard (16474)	Onyxia Tooth Pendant (18404)	Field Marshal's Lamellar Pauldrons (16476)	Field Marshal's Lamellar Chestplate (16473)	Therazane's Link (19380)	Marshal's Lamellar Legplates (16475)	Marshal's Lamellar Boots (16472)	Wristguards of True Flight (18812)	Marshal's Lamellar Gloves (16471)	Seal of the Gurubashi Berserker (22722)	Don Julio's Band (19325)	Hand of Justice (11815)	Scrolls of Blinding Light (19343)	Might of the Tribe (22712)	The Untamed Blade (19334)	N/A	N/A
76	Hurv	Neverland	Alliance	216.5	40	Aug 4	1:59:45	Crown of Destruction (18817)	Onyxia Tooth Pendant (18404)	Drake Talon Pauldrons (19394)	Savage Gladiator Chain (11726)	Therazane's Link (19380)	Legguards of the Fallen Crusader (19402)	Chromatic Boots (19387)	Bracers of Brutality (21457)	Flameguard Gauntlets (19143)	Don Julio's Band (19325)	Quick Strike Ring (18821)	Hand of Justice (11815)	Blackhand's Breadth (13965)	Cape of the Black Baron (13340)	Grand Marshal's Claymore (18876)	N/A	Libram of Fervor (23203)
77	Sillar	N/A	Unknown	216.4	40	Aug 4	1:45:18	Southwind Helm (21455)	Onyxia Tooth Pendant (18404)	Bloodsoaked Pauldrons (19878)	Field Marshal's Lamellar Chestplate (16473)	Girdle of the Fallen Crusader (19392)	Legguards of the Fallen Crusader (19402)	Boots of the Unwavering Will (21706)	Scaled Bracers of the Gorger (21491)	Sacrificial Gauntlets (22714)	Don Julio's Band (19325)	Seal of the Gurubashi Berserker (22722)	Hand of Justice (11815)	Blackhand's Breadth (13965)	Might of the Tribe (22712)	Grand Marshal's Claymore (18876)	N/A	Libram of Fervor (23203)
78	Gdign	Sirens Echo	Alliance	213.6	40	Aug 16	3:11:04	Avenger's Crown (21387)	Onyxia Tooth Pendant (18404)	Avenger's Pauldrons (21391)	Avenger's Breastplate (21389)	Therazane's Link (19380)	Avenger's Legguards (21390)	Avenger's Greaves (21388)	Wristguards of True Flight (18812)	Marshal's Lamellar Gloves (16471)	Quick Strike Ring (18821)	Master Dragonslayer's Ring (19384)	Scrolls of Blinding Light (19343)	Blackhand's Breadth (13965)	Cape of the Black Baron (13340)	Sulfuras, Hand of Ragnaros (17182)	N/A	Libram of Fervor (23203)
79	Duddlez	NOC	Alliance	213.3	40	Jul 28	1:29:17	Judgment Crown (16955)	Stormpike Soldier's Pendant (19097)	Lieutenant Commander's Lamellar Shoulders (23277)	Knight-Captain's Lamellar Breastplate (23272)	Belt of Preserved Heads (20216)	Marshal's Lamellar Legplates (16475)	Marshal's Lamellar Boots (16472)	Wristguards of True Flight (18812)	Marshal's Lamellar Gloves (16471)	Don Julio's Band (19325)	Tarnished Elven Ring (18500)	Scrolls of Blinding Light (19343)	Blackhand's Breadth (13965)	Stormpike Soldier's Cloak (19084)	Ashkandi, Greatsword of the Brotherhood (19364)	N/A	Libram of Fervor (23203)
80	Cainwynn	N/A	Unknown	211.3	40	Aug 14	2:59:09	Avenger's Crown (21387)	Barbed Choker (21664)	Judgment Spaulders (16953)	Avenger's Breastplate (21389)	Ossirian's Binding (21463)	Avenger's Legguards (21390)	Avenger's Greaves (21388)	Wristguards of True Flight (18812)	Flameguard Gauntlets (19143)	Quick Strike Ring (18821)	Circle of Applied Force (19432)	Blackhand's Breadth (13965)	Hand of Justice (11815)	Zulian Tigerhide Cloak (19907)	Sulfuras, Hand of Ragnaros (17182)	N/A	Libram of Fervor (23203)
81	Izzen	Celestial Dawn	Alliance	211.2	40	Aug 14	1:41:28	Crown of Destruction (18817)	Onyxia Tooth Pendant (18404)	Field Marshal's Lamellar Pauldrons (16476)	Field Marshal's Lamellar Chestplate (16473)	Onslaught Girdle (19137)	Marshal's Lamellar Legplates (16475)	Chromatic Boots (19387)	Vambraces of the Sadist (13400)	Marshal's Lamellar Gloves (16471)	Circle of Applied Force (19432)	Quick Strike Ring (18821)	Scrolls of Blinding Light (19343)	Hand of Justice (11815)	Blackveil Cape (11626)	Sulfuras, Hand of Ragnaros (17182)	N/A	Libram of Fervor (23203)
82	Kravthor	Unbooned Goons	Alliance	209.7	38	Aug 4	1:23:00	Crown of Destruction (18817)	Onyxia Tooth Pendant (18404)	Drake Talon Pauldrons (19394)	Judgment Breastplate (16958)	Girdle of the Fallen Crusader (19392)	Legguards of the Fallen Crusader (19402)	Judgment Sabatons (16957)	Battleborn Armbraces (12936)	Gauntlets of the Righteous Champion (21623)	Don Julio's Band (19325)	Quick Strike Ring (18821)	Darkmoon Card: Maelstrom (19289)	Heart of Wyrmthalak (22321)	Cloak of Draconic Might (19436)	Sulfuras, Hand of Ragnaros (17182)	N/A	Libram of Fervor (23203)
83	설퍼	N/A	Unknown	207.5	40	Aug 8	3:37:46	Lionheart Helm (12640)	Onyxia Tooth Pendant (18404)	Drake Talon Pauldrons (19394)	Malfurion's Blessed Bulwark (19405)	Girdle of the Fallen Crusader (19392)	Legguards of the Fallen Crusader (19402)	Battlechaser's Greaves (12555)	Wristguards of Stability (19146)	Sacrificial Gauntlets (22714)	Master Dragonslayer's Ring (19384)	Don Julio's Band (19325)	Hand of Justice (11815)	Scrolls of Blinding Light (19343)	Might of the Tribe (22712)	Nightfall (19169)	N/A	Libram of Fervor (23203)
84	Goodhunter	Apollo	Alliance	207.2	40	Aug 10	1:44:36	Helm of Endless Rage (19372)	Onyxia Tooth Pendant (18404)	Drake Talon Pauldrons (19394)	Savage Gladiator Chain (11726)	Therazane's Link (19380)	Legguards of the Fallen Crusader (19402)	Marshal's Lamellar Boots (16472)	Wristguards of True Flight (18812)	Marshal's Lamellar Gloves (16471)	Don Julio's Band (19325)	Seal of the Gurubashi Berserker (22722)	Scrolls of Blinding Light (19343)	Blackhand's Breadth (13965)	Sandstorm Cloak (21456)	Ashkandi, Greatsword of the Brotherhood (19364)	N/A	Libram of Truth (22400)
85	Evi	Timeless	Alliance	207.0	40	Aug 9	2:26:38	Helm of Endless Rage (19372)	Onyxia Tooth Pendant (18404)	Drake Talon Pauldrons (19394)	Field Marshal's Lamellar Chestplate (16473)	Ossirian's Binding (21463)	Marshal's Lamellar Legplates (16475)	Boots of the Vanguard (21493)	Scaled Bracers of the Gorger (21491)	Marshal's Lamellar Gloves (16471)	Don Julio's Band (19325)	Circle of Applied Force (19432)	Scrolls of Blinding Light (19343)	Hand of Justice (11815)	Cloak of the Shrouded Mists (17102)	Grand Marshal's Claymore (18876)	N/A	Libram of Fervor (23203)
86	Babyshark	N/A	Unknown	206.6	40	Aug 10	1:27:49	Crown of Destruction (18817)	Eskhandar's Collar (18205)	Lieutenant Commander's Lamellar Shoulders (23277)	Judgment Breastplate (16958)	Girdle of the Fallen Crusader (19392)	Marshal's Lamellar Legplates (16475)	Marshal's Lamellar Boots (16472)	Judgment Bindings (16951)	Marshal's Lamellar Gloves (16471)	Master Dragonslayer's Ring (19384)	Don Julio's Band (19325)	Hand of Justice (11815)	Blackhand's Breadth (13965)	Dragon's Blood Cape (17107)	Sulfuras, Hand of Ragnaros (17182)	N/A	Libram of Fervor (23203)
87	Christendom	N/A	Unknown	205.1	40	Aug 10	3:31:58	Avenger's Crown (21387)	Onyxia Tooth Pendant (18404)	Avenger's Pauldrons (21391)	Field Marshal's Lamellar Chestplate (16473)	Ossirian's Binding (21463)	Avenger's Legguards (21390)	Marshal's Lamellar Boots (16472)	Wristguards of True Flight (18812)	Flameguard Gauntlets (19143)	Circle of Applied Force (19432)	Quick Strike Ring (18821)	Scrolls of Blinding Light (19343)	Hand of Justice (11815)	Cape of the Black Baron (13340)	Sulfuras, Hand of Ragnaros (17182)	N/A	Libram of Fervor (23203)
88	破例一次	龍床 冲榜招人	Alliance	204.3	40	Aug 18	1:47:38	Lionheart Helm (12640)	Onyxia Tooth Pendant (18404)	Avenger's Pauldrons (21391)	Avenger's Breastplate (21389)	Therazane's Link (19380)	Avenger's Legguards (21390)	Chromatic Boots (19387)	Wristguards of True Flight (18812)	Flameguard Gauntlets (19143)	Signet Ring of the Bronze Dragonflight (21204)	Don Julio's Band (19325)	Blackhand's Breadth (13965)	Hand of Justice (11815)	Cloak of Firemaw (19398)	Sulfuras, Hand of Ragnaros (17182)	N/A	Libram of Hope (22401)
89	老三横一竖	N/A	Unknown	203.3	40	Jul 31	2:06:13	Avenger's Crown (21387)	Barbed Choker (21664)	Avenger's Pauldrons (21391)	Avenger's Breastplate (21389)	Onslaught Girdle (19137)	Avenger's Legguards (21390)	Avenger's Greaves (21388)	Bracers of Brutality (21457)	Sacrificial Gauntlets (22714)	Band of Jin (19925)	Seal of Jin (19898)	Scrolls of Blinding Light (19343)	Blackhand's Breadth (13965)	Cloak of Draconic Might (19436)	Sulfuras, Hand of Ragnaros (17182)	N/A	Libram of Hope (22401)
90	Itschappy	Quake	Alliance	202.3	41	Aug 6	1:54:08	Helm of Endless Rage (19372)	Onyxia Tooth Pendant (18404)	Drake Talon Pauldrons (19394)	Field Marshal's Lamellar Chestplate (16473)	Therazane's Link (19380)	Legguards of the Fallen Crusader (19402)	Marshal's Lamellar Boots (16472)	Wristguards of True Flight (18812)	Marshal's Lamellar Gloves (16471)	Magni's Will (12548)	Don Julio's Band (19325)	Scrolls of Blinding Light (19343)	Hand of Justice (11815)	Cape of the Black Baron (13340)	Zin'rokh, Destroyer of Worlds (19854)	N/A	Libram of Fervor (23203)
91	Rhettoric	N/A	Unknown	201.4	40	Aug 4	2:11:44	Crown of Destruction (18817)	Onyxia Tooth Pendant (18404)	Drake Talon Pauldrons (19394)	Field Marshal's Lamellar Chestplate (16473)	Onslaught Girdle (19137)	Marshal's Lamellar Legplates (16475)	Slime Kickers (21490)	Wristguards of True Flight (18812)	Flameguard Gauntlets (19143)	Band of Accuria (17063)	Don Julio's Band (19325)	Darkmoon Card: Maelstrom (19289)	Hand of Justice (11815)	Cloak of Firemaw (19398)	Sulfuras, Hand of Ragnaros (17182)	N/A	Libram of Fervor (23203)
92	Nestori	N/A	Unknown	200.3	40	Aug 11	2:13:03	Field Marshal's Lamellar Faceguard (16474)	Onyxia Tooth Pendant (18404)	Field Marshal's Lamellar Pauldrons (16476)	Field Marshal's Lamellar Chestplate (16473)	Brigam Girdle (13142)	Marshal's Lamellar Legplates (16475)	Marshal's Lamellar Boots (16472)	Wristguards of True Flight (18812)	Marshal's Lamellar Gloves (16471)	Don Julio's Band (19325)	Master Dragonslayer's Ring (19384)	Hand of Justice (11815)	Scrolls of Blinding Light (19343)	Stoneskin Gargoyle Cape (13397)	Grand Marshal's Claymore (18876)	N/A	Libram of Fervor (23203)
93	Alightsmack	N/A	Unknown	199.5	39	Aug 6	2:59:35	Helm of Endless Rage (19372)	The Eye of Hakkar (19856)	Field Marshal's Lamellar Pauldrons (16476)	Field Marshal's Lamellar Chestplate (16473)	Girdle of the Fallen Crusader (19392)	Legguards of the Fallen Crusader (19402)	Slime Kickers (21490)	Wristguards of Stability (19146)	Sacrificial Gauntlets (22714)	Don Julio's Band (19325)	Circle of Applied Force (19432)	Blackhand's Breadth (13965)	Hand of Justice (11815)	Cape of the Black Baron (13340)	Sulfuras, Hand of Ragnaros (17182)	N/A	Libram of Hope (22401)
