Rank	Name	Guild	Faction	DPS	Size	Date	Duration	Head	Neck	Shoulder	Chest	Waist	Legs	Feet	Wrist	Hands	Ring1	Ring2	Trinket1	Trinket2	Back	Weapon1	Weapon2	Ranged
22	Brotoqt	Primates	Alliance	1,622.5	39	Jun 22	43:42	Darkmantle Cap (22005)	Onyxia Tooth Pendant (18404)	Nightslayer Shoulder Pads (16823)	Darkmantle Tunic (22009)	Bloodfang Belt (16910)	Bloodfang Pants (16909)	Darkmantle Boots (22003)	Bloodfang Bracers (16911)	Aged Core Leather Gloves (18823)	Don Julio's Band (19325)	Master Dragonslayer's Ring (19384)	Hand of Justice (11815)	Drake Fang Talisman (19406)	Cape of the Black Baron (13340)	Grand Marshal's Dirk (18838)	Grand Marshal's Dirk (18838)	Striker's Mark (17069)
23	Enemies	SQUAWK	Horde	1,617.6	40	Jun 11	53:53	Bloodfang Hood (16908)	Prestor's Talisman of Connivery (19377)	Nightslayer Shoulder Pads (16823)	Bloodfang Chestpiece (16905)	Bloodfang Belt (16910)	General's Leather Legguards (16564)	Boots of the Shadow Flame (19381)	Bloodfang Bracers (16911)	Nightslayer Gloves (16826)	Don Julio's Band (19325)	Band of Accuria (17063)	Drake Fang Talisman (19406)	Hand of Justice (11815)	Cape of the Black Baron (13340)	High Warlord's Razor (18840)	High Warlord's Quickblade (23467)	Satyr's Bow (18323)
24	Play	서리1공	Alliance	1,612.5	40	Jun 30	52:13	Darkmantle Cap (22005)	Prestor's Talisman of Connivery (19377)	Nightslayer Shoulder Pads (16823)	Bloodfang Chestpiece (16905)	Darkmantle Belt (22002)	Bloodfang Pants (16909)	Darkmantle Boots (22003)	Bloodfang Bracers (16911)	Darkmantle Gloves (22006)	Master Dragonslayer's Ring (19384)	Band of Accuria (17063)	Renataki's Charm of Trickery (19954)	Hand of Justice (11815)	Cloak of Firemaw (19398)	Perdition's Blade (18816)	Distracting Dagger (18392)	Striker's Mark (17069)
25	Kinsaic	Smooth	Horde	1,611.0	40	Jun 27	51:28	Darkmantle Cap (22005)	Onyxia Tooth Pendant (18404)	Zandalar Madcap's Mantle (19835)	Darkmantle Tunic (22009)	Darkmantle Belt (22002)	General's Leather Legguards (16564)	Boots of the Shadow Flame (19381)	Darkmantle Bracers (22004)	Aged Core Leather Gloves (18823)	Don Julio's Band (19325)	Master Dragonslayer's Ring (19384)	Blackhand's Breadth (13965)	Hand of Justice (11815)	Cape of the Black Baron (13340)	High Warlord's Razor (18840)	High Warlord's Razor (18840)	Striker's Mark (17069)
26	Daliberry	N/A	Unknown	1,604.5	40	Jul 2	1:33:03	Darkmantle Cap (22005)	Onyxia Tooth Pendant (18404)	Zandalar Madcap's Mantle (19835)	Darkmantle Tunic (22009)	Belt of Preserved Heads (20216)	General's Leather Legguards (16564)	Darkmantle Boots (22003)	Darkmantle Bracers (22004)	Nightslayer Gloves (16826)	Band of Accuria (17063)	Master Dragonslayer's Ring (19384)	Drake Fang Talisman (19406)	Hand of Justice (11815)	Cape of the Black Baron (13340)	High Warlord's Razor (18840)	High Warlord's Razor (18840)	Striker's Mark (17069)
27	Tokexd	Risen	Horde	1,600.8	40	Jun 27	41:21	Bloodfang Hood (16908)	Onyxia Tooth Pendant (18404)	Zandalar Madcap's Mantle (19835)	Nightslayer Chestpiece (16820)	Bloodfang Belt (16910)	General's Leather Legguards (16564)	Boots of the Shadow Flame (19381)	Bloodfang Bracers (16911)	Nightslayer Gloves (16826)	Master Dragonslayer's Ring (19384)	Band of Accuria (17063)	Renataki's Charm of Trickery (19954)	Hand of Justice (11815)	Cloak of Firemaw (19398)	High Warlord's Razor (18840)	High Warlord's Razor (18840)	Striker's Mark (17069)
28	Chevchelioos	Gambit	Alliance	1,598.0	40	Jun 11	47:59	Bloodfang Hood (16908)	Prestor's Talisman of Connivery (19377)	Nightslayer Shoulder Pads (16823)	Bloodfang Chestpiece (16905)	Bloodfang Belt (16910)	Marshal's Leather Leggings (16456)	Boots of the Shadow Flame (19381)	Bloodfang Bracers (16911)	Aged Core Leather Gloves (18823)	Master Dragonslayer's Ring (19384)	Don Julio's Band (19325)	Drake Fang Talisman (19406)	Zandalarian Hero Medallion (19949)	Zulian Tigerhide Cloak (19907)	Grand Marshal's Dirk (18838)	Grand Marshal's Dirk (18838)	Satyr's Bow (18323)
29	Shifting	HUNKS	Alliance	1,597.3	40	Jun 26	33:11	Bloodfang Hood (16908)	Prestor's Talisman of Connivery (19377)	Nightslayer Shoulder Pads (16823)	Bloodfang Chestpiece (16905)	Darkmantle Belt (22002)	Bloodfang Pants (16909)	Boots of the Shadow Flame (19381)	Bloodfang Bracers (16911)	Aged Core Leather Gloves (18823)	Don Julio's Band (19325)	Band of Accuria (17063)	Blackhand's Breadth (13965)	Hand of Justice (11815)	Puissant Cape (18541)	Grand Marshal's Dirk (18838)	Grand Marshal's Dirk (18838)	Striker's Mark (17069)
30	Megusta	Gambit	Alliance	1,596.6	40	Jun 11	47:59	Darkmantle Cap (22005)	Onyxia Tooth Pendant (18404)	Zandalar Madcap's Mantle (19835)	Bloodfang Chestpiece (16905)	Belt of Preserved Heads (20216)	Bloodfang Pants (16909)	Boots of the Shadow Flame (19381)	Zandalar Madcap's Bracers (19836)	Aged Core Leather Gloves (18823)	Band of Accuria (17063)	Master Dragonslayer's Ring (19384)	Drake Fang Talisman (19406)	Hand of Justice (11815)	Cape of the Black Baron (13340)	Grand Marshal's Dirk (18838)	Grand Marshal's Dirk (18838)	Satyr's Bow (18323)
31	Xoap	The Pond pug	Horde	1,594.8	40	Jun 14	42:41	Darkmantle Cap (22005)	Onyxia Tooth Pendant (18404)	Zandalar Madcap's Mantle (19835)	Bloodfang Chestpiece (16905)	Mugger's Belt (18505)	General's Leather Legguards (16564)	Boots of the Shadow Flame (19381)	Bloodfang Bracers (16911)	Nightslayer Gloves (16826)	Don Julio's Band (19325)	Band of Accuria (17063)	Blackhand's Breadth (13965)	Hand of Justice (11815)	Cape of the Black Baron (13340)	High Warlord's Razor (18840)	High Warlord's Razor (18840)	Blackcrow (12651)
32	학살이	SW	Horde	1,591.8	40	Jul 3	1:29:50	Champion's Leather Helm (23257)	Prestor's Talisman of Connivery (19377)	Zandalar Madcap's Mantle (19835)	Darkmantle Tunic (22009)	Bloodfang Belt (16910)	Legionnaire's Leather Legguards (22880)	Darkmantle Boots (22003)	Bloodfang Bracers (16911)	Aged Core Leather Gloves (18823)	Band of Accuria (17063)	Don Julio's Band (19325)	Royal Seal of Eldre'Thalas (18465)	Hand of Justice (11815)	Cape of the Black Baron (13340)	Perdition's Blade (18816)	Dragonfang Blade (19346)	Striker's Mark (17069)
33	Lemmywinks	N/A	Unknown	1,588.2	39	Jun 15	35:50	Bloodfang Hood (16908)	Onyxia Tooth Pendant (18404)	Darkmantle Spaulders (22008)	Bloodfang Chestpiece (16905)	Nightslayer Belt (16827)	Bloodfang Pants (16909)	Darkmantle Boots (22003)	Darkmantle Bracers (22004)	Aged Core Leather Gloves (18823)	Band of Accuria (17063)	Master Dragonslayer's Ring (19384)	Drake Fang Talisman (19406)	Hand of Justice (11815)	Cape of the Black Baron (13340)	Grand Marshal's Dirk (18838)	Grand Marshal's Swiftblade (23456)	Striker's Mark (17069)
34	육십대의피지컬	SW	Horde	1,585.7	40	Jul 3	1:29:50	Champion's Leather Helm (23257)	Prestor's Talisman of Connivery (19377)	Champion's Leather Shoulders (23258)	Bloodfang Chestpiece (16905)	Bloodfang Belt (16910)	Bloodfang Pants (16909)	Boots of the Shadow Flame (19381)	Bracers of the Eclipse (18375)	Aged Core Leather Gloves (18823)	Band of Accuria (17063)	Master Dragonslayer's Ring (19384)	Blackhand's Breadth (13965)	Hand of Justice (11815)	Puissant Cape (18541)	High Warlord's Razor (18840)	High Warlord's Razor (18840)	Striker's Mark (17069)
35	Klyz	The Pond pug	Horde	1,583.5	40	Jun 29	43:59	Bloodfang Hood (16908)	Onyxia Tooth Pendant (18404)	Zandalar Madcap's Mantle (19835)	Bloodfang Chestpiece (16905)	Darkmantle Belt (22002)	Bloodfang Pants (16909)	Darkmantle Boots (22003)	Bloodfang Bracers (16911)	Nightslayer Gloves (16826)	Master Dragonslayer's Ring (19384)	Band of Accuria (17063)	Hand of Justice (11815)	Royal Seal of Eldre'Thalas (18465)	Cape of the Black Baron (13340)	The Lobotomizer (19324)	Ancient Cornerstone Grimoire (17067)	Striker's Mark (17069)
36	Gearsecond	all good	Horde	1,583.2	40	Jul 2	25:59	Champion's Leather Helm (23257)	Onyxia Tooth Pendant (18404)	Bloodfang Spaulders (16832)	Legionnaire's Leather Chestpiece (22879)	Nightslayer Belt (16827)	Bloodfang Pants (16909)	Nightslayer Boots (16824)	Bloodfang Bracers (16911)	Aged Core Leather Gloves (18823)	Master Dragonslayer's Ring (19384)	Band of Accuria (17063)	Drake Fang Talisman (19406)	Hand of Justice (11815)	Cape of the Black Baron (13340)	High Warlord's Razor (18840)	High Warlord's Razor (18840)	Striker's Mark (17069)
37	Tokexd	Risen	Horde	1,581.6	40	Jun 20	37:28	Bloodfang Hood (16908)	Onyxia Tooth Pendant (18404)	Zandalar Madcap's Mantle (19835)	Nightslayer Chestpiece (16820)	Bloodfang Belt (16910)	General's Leather Legguards (16564)	Boots of the Shadow Flame (19381)	Bloodfang Bracers (16911)	Nightslayer Gloves (16826)	Master Dragonslayer's Ring (19384)	Band of Accuria (17063)	Blackhand's Breadth (13965)	Hand of Justice (11815)	Cloak of Firemaw (19398)	High Warlord's Razor (18840)	High Warlord's Razor (18840)	Striker's Mark (17069)
38	Pennyo	The Pond pug	Horde	1,577.7	40	Jun 14	42:41	Darkmantle Cap (22005)	Onyxia Tooth Pendant (18404)	Nightslayer Shoulder Pads (16823)	Darkmantle Tunic (22009)	Nightslayer Belt (16827)	General's Leather Legguards (16564)	Darkmantle Boots (22003)	Darkmantle Bracers (22004)	Aged Core Leather Gloves (18823)	Master Dragonslayer's Ring (19384)	Band of Accuria (17063)	Drake Fang Talisman (19406)	Hand of Justice (11815)	Zulian Tigerhide Cloak (19907)	High Warlord's Razor (18840)	High Warlord's Razor (18840)	Striker's Mark (17069)
39	Itsnotbae	Midnight	Alliance	1,572.9	42	Jul 4	46:03	Lieutenant Commander's Leather Helm (23312)	Prestor's Talisman of Connivery (19377)	Nightslayer Shoulder Pads (16823)	Knight-Captain's Leather Chestpiece (23298)	Bloodfang Belt (16910)	Bloodfang Pants (16909)	Bloodfang Boots (16906)	Bloodfang Bracers (16911)	Aged Core Leather Gloves (18823)	Band of Accuria (17063)	Don Julio's Band (19325)	Hand of Justice (11815)	Blackhand's Breadth (13965)	Cloak of Firemaw (19398)	Grand Marshal's Dirk (18838)	Grand Marshal's Dirk (18838)	Striker's Mark (17069)
40	Primo	wiggle 2	Horde	1,572.3	40	Jun 23	49:57	Darkmantle Cap (22005)	Prestor's Talisman of Connivery (19377)	Zandalar Madcap's Mantle (19835)	Bloodfang Chestpiece (16905)	Darkmantle Belt (22002)	Bloodfang Pants (16909)	Darkmantle Boots (22003)	Bloodfang Bracers (16911)	Darkmantle Gloves (22006)	Master Dragonslayer's Ring (19384)	Don Julio's Band (19325)	Hand of Justice (11815)	Blackhand's Breadth (13965)	Cape of the Black Baron (13340)	High Warlord's Razor (18840)	Distracting Dagger (18392)	Striker's Mark (17069)
41	Avulsionist	something to think about	Horde	1,570.2	40	May 7	36:03	Bloodfang Hood (16908)	Prestor's Talisman of Connivery (19377)	Nightslayer Shoulder Pads (16823)	Bloodfang Chestpiece (16905)	Mugger's Belt (18505)	General's Leather Legguards (16564)	Boots of the Shadow Flame (19381)	Bloodfang Bracers (16911)	Nightslayer Gloves (16826)	Don Julio's Band (19325)	Band of Accuria (17063)	Blackhand's Breadth (13965)	Hand of Justice (11815)	Cloak of Firemaw (19398)	High Warlord's Razor (18840)	High Warlord's Razor (18840)	Striker's Mark (17069)
42	Defy	서리2공	Alliance	1,567.8	40	Jul 1	50:54	Field Marshal's Leather Mask (16455)	Prestor's Talisman of Connivery (19377)	Zandalar Madcap's Mantle (19835)	Bloodfang Chestpiece (16905)	Bloodfang Belt (16910)	Marshal's Leather Leggings (16456)	Boots of the Shadow Flame (19381)	Bloodfang Bracers (16911)	Nightslayer Gloves (16826)	Don Julio's Band (19325)	Master Dragonslayer's Ring (19384)	Blackhand's Breadth (13965)	Hand of Justice (11815)	Zulian Tigerhide Cloak (19907)	Grand Marshal's Dirk (18838)	Grand Marshal's Dirk (18838)	Bloodseeker (19107)
43	차현근	그그	Horde	1,565.3	40	Jun 29	1:00:17	Bloodfang Hood (16908)	Onyxia Tooth Pendant (18404)	Nightslayer Shoulder Pads (16823)	Bloodfang Chestpiece (16905)	Bloodfang Belt (16910)	Bloodfang Pants (16909)	Boots of the Shadow Flame (19381)	Bloodfang Bracers (16911)	Aged Core Leather Gloves (18823)	Master Dragonslayer's Ring (19384)	Band of Accuria (17063)	Hand of Justice (11815)	Drake Fang Talisman (19406)	Cloak of Firemaw (19398)	Perdition's Blade (18816)	Core Hound Tooth (18805)	Satyr's Bow (18323)
44	Gooberbear	WOODDEPARTMENT	Alliance	1,562.3	40	May 9	1:00:46	Bloodfang Hood (16908)	Onyxia Tooth Pendant (18404)	Lieutenant Commander's Leather Shoulders (23313)	Bloodfang Chestpiece (16905)	Mugger's Belt (18505)	Bloodfang Pants (16909)	Boots of the Shadow Flame (19381)	Darkmantle Bracers (22004)	Knight-Lieutenant's Leather Grips (23284)	Band of Accuria (17063)	Master Dragonslayer's Ring (19384)	Hand of Justice (11815)	Blackhand's Breadth (13965)	Cape of the Black Baron (13340)	Grand Marshal's Dirk (18838)	Grand Marshal's Dirk (18838)	Bloodseeker (19107)
45	Charrillo	smol	Alliance	1,561.7	40	Jul 8	34:41	Bloodfang Hood (16908)	Onyxia Tooth Pendant (18404)	Lieutenant Commander's Leather Shoulders (23313)	Bloodfang Chestpiece (16905)	Bloodfang Belt (16910)	Bloodfang Pants (16909)	Boots of the Shadow Flame (19381)	Bloodfang Bracers (16911)	Knight-Lieutenant's Leather Grips (23284)	Master Dragonslayer's Ring (19384)	Don Julio's Band (19325)	Drake Fang Talisman (19406)	Venomous Totem (19342)	Cape of the Black Baron (13340)	Grand Marshal's Dirk (18838)	Distracting Dagger (18392)	Precisely Calibrated Boomstick (2100)
46	Vex	Full Circle	Alliance	1,558.0	40	Jul 2	24:27	Bloodfang Hood (16908)	Prestor's Talisman of Connivery (19377)	Nightslayer Shoulder Pads (16823)	Bloodfang Chestpiece (16905)	Bloodfang Belt (16910)	Bloodfang Pants (16909)	Nightslayer Boots (16824)	Bloodfang Bracers (16911)	Nightslayer Gloves (16826)	Tarnished Elven Ring (18500)	Don Julio's Band (19325)	Venomous Totem (19342)	Drake Fang Talisman (19406)	Cape of the Black Baron (13340)	Grand Marshal's Dirk (18838)	Dragonfang Blade (19346)	Striker's Mark (17069)
47	Hizzy	based	Alliance	1,555.6	40	Jun 15	59:46	Darkmantle Cap (22005)	Onyxia Tooth Pendant (18404)	Nightslayer Shoulder Pads (16823)	Bloodfang Chestpiece (16905)	Belt of Preserved Heads (20216)	Bloodfang Pants (16909)	Boots of the Shadow Flame (19381)	Bloodfang Bracers (16911)	Aged Core Leather Gloves (18823)	Tarnished Elven Ring (18500)	Don Julio's Band (19325)	Hand of Justice (11815)	Drake Fang Talisman (19406)	Cape of the Black Baron (13340)	Dragonfang Blade (19346)	Core Hound Tooth (18805)	Striker's Mark (17069)
48	Griffa	N/A	Unknown	1,553.6	40	Jun 23	47:37	Darkmantle Cap (22005)	Prestor's Talisman of Connivery (19377)	Nightslayer Shoulder Pads (16823)	Bloodfang Chestpiece (16905)	Darkmantle Belt (22002)	Bloodfang Pants (16909)	Darkmantle Boots (22003)	Bloodfang Bracers (16911)	Darkmantle Gloves (22006)	Band of Accuria (17063)	Don Julio's Band (19325)	Drake Fang Talisman (19406)	Hand of Justice (11815)	Cloak of Firemaw (19398)	High Warlord's Razor (18840)	High Warlord's Razor (18840)	Striker's Mark (17069)
49	Lunkyr	The Pond pug	Horde	1,549.7	40	Jun 14	42:41	Bloodfang Hood (16908)	Onyxia Tooth Pendant (18404)	Zandalar Madcap's Mantle (19835)	Bloodfang Chestpiece (16905)	Bloodfang Belt (16910)	Bloodfang Pants (16909)	Boots of the Shadow Flame (19381)	Zandalar Madcap's Bracers (19836)	Aged Core Leather Gloves (18823)	Master Dragonslayer's Ring (19384)	Don Julio's Band (19325)	Blackhand's Breadth (13965)	Hand of Justice (11815)	Cape of the Black Baron (13340)	Perdition's Blade (18816)	Dragonfang Blade (19346)	Satyr's Bow (18323)
50	Deliz	Pump Factory	Horde	1,542.8	40	Jun 18	43:57	Darkmantle Cap (22005)	Onyxia Tooth Pendant (18404)	Zandalar Madcap's Mantle (19835)	Bloodfang Chestpiece (16905)	Belt of Preserved Heads (20216)	General's Leather Legguards (16564)	Nightslayer Boots (16824)	Bloodfang Bracers (16911)	Aged Core Leather Gloves (18823)	Don Julio's Band (19325)	Band of Accuria (17063)	Hand of Justice (11815)	Royal Seal of Eldre'Thalas (18465)	Cape of the Black Baron (13340)	High Warlord's Razor (18840)	High Warlord's Razor (18840)	Striker's Mark (17069)
51	Goonmax	all good	Horde	1,540.3	40	Jul 2	25:59	Darkmantle Cap (22005)	Onyxia Tooth Pendant (18404)	Zandalar Madcap's Mantle (19835)	Bloodfang Chestpiece (16905)	Bloodfang Belt (16910)	General's Leather Legguards (16564)	Nightslayer Boots (16824)	Bloodfang Bracers (16911)	Aged Core Leather Gloves (18823)	Band of Accuria (17063)	Don Julio's Band (19325)	Hand of Justice (11815)	Drake Fang Talisman (19406)	Cape of the Black Baron (13340)	High Warlord's Razor (18840)	High Warlord's Razor (18840)	Striker's Mark (17069)
52	Goonmax	all good	Horde	1,539.1	40	May 14	32:42	Champion's Leather Helm (23257)	Onyxia Tooth Pendant (18404)	Champion's Leather Shoulders (23258)	Bloodfang Chestpiece (16905)	Bloodfang Belt (16910)	General's Leather Legguards (16564)	Nightslayer Boots (16824)	Bloodfang Bracers (16911)	Aged Core Leather Gloves (18823)	Band of Accuria (17063)	Don Julio's Band (19325)	Hand of Justice (11815)	Drake Fang Talisman (19406)	Cape of the Black Baron (13340)	High Warlord's Razor (18840)	High Warlord's Razor (18840)	Striker's Mark (17069)
53	점프왕	서리1공	Alliance	1,535.5	40	Jun 30	52:13	Bloodfang Hood (16908)	Onyxia Tooth Pendant (18404)	Lieutenant Commander's Leather Shoulders (23313)	Knight-Captain's Leather Chestpiece (23298)	Nightslayer Belt (16827)	Bloodfang Pants (16909)	Bloodfang Boots (16906)	Bloodfang Bracers (16911)	Aged Core Leather Gloves (18823)	Band of Accuria (17063)	Master Dragonslayer's Ring (19384)	Hand of Justice (11815)	Blackhand's Breadth (13965)	Zulian Tigerhide Cloak (19907)	Perdition's Blade (18816)	Core Hound Tooth (18805)	Striker's Mark (17069)
54	Eloonar	The Pond pug	Horde	1,534.8	40	Jul 6	46:01	Darkmantle Cap (22005)	Prestor's Talisman of Connivery (19377)	Zandalar Madcap's Mantle (19835)	Darkmantle Tunic (22009)	Darkmantle Belt (22002)	General's Leather Legguards (16564)	Darkmantle Boots (22003)	Zandalar Madcap's Bracers (19836)	Aged Core Leather Gloves (18823)	Master Dragonslayer's Ring (19384)	Don Julio's Band (19325)	Hand of Justice (11815)	Blackhand's Breadth (13965)	Cape of the Black Baron (13340)	High Warlord's Razor (18840)	High Warlord's Razor (18840)	Satyr's Bow (18323)
55	Kobees	WD WHITE	Alliance	1,534.5	40	Jun 12	51:57	Bloodfang Hood (16908)	Onyxia Tooth Pendant (18404)	Nightslayer Shoulder Pads (16823)	Nightslayer Chestpiece (16820)	Bloodfang Belt (16910)	Marshal's Leather Leggings (16456)	Bloodfang Boots (16906)	Bracers of the Eclipse (18375)	Aged Core Leather Gloves (18823)	Tarnished Elven Ring (18500)	Don Julio's Band (19325)	Hand of Justice (11815)	Blackhand's Breadth (13965)	Cloak of Firemaw (19398)	Grand Marshal's Dirk (18838)	Grand Marshal's Dirk (18838)	Satyr's Bow (18323)
56	Justwoo	N/A	Unknown	1,534.0	38	Jun 16	35:37	Bloodfang Hood (16908)	Prestor's Talisman of Connivery (19377)	Nightslayer Shoulder Pads (16823)	Nightslayer Chestpiece (16820)	Nightslayer Belt (16827)	Nightslayer Pants (16822)	Boots of the Shadow Flame (19381)	Nightslayer Bracelets (16825)	Aged Core Leather Gloves (18823)	Master Dragonslayer's Ring (19384)	Don Julio's Band (19325)	Hand of Justice (11815)	Drake Fang Talisman (19406)	Cape of the Black Baron (13340)	High Warlord's Razor (18840)	High Warlord's Razor (18840)	Satyr's Bow (18323)
57	Poet	여고생	Alliance	1,533.5	40	Jun 9	49:47	Bloodfang Hood (16908)	Prestor's Talisman of Connivery (19377)	Bloodfang Spaulders (16832)	Bloodfang Chestpiece (16905)	Bloodfang Belt (16910)	Bloodfang Pants (16909)	Bloodfang Boots (16906)	Bloodfang Bracers (16911)	Bloodfang Gloves (16907)	Master Dragonslayer's Ring (19384)	Band of Accuria (17063)	Hand of Justice (11815)	Royal Seal of Eldre'Thalas (18465)	Cape of the Black Baron (13340)	Grand Marshal's Dirk (18838)	Grand Marshal's Dirk (18838)	Striker's Mark (17069)
58	태리샤랑	서리3공	Alliance	1,531.5	40	Jun 9	56:45	Bloodfang Hood (16908)	Onyxia Tooth Pendant (18404)	Darkmantle Spaulders (22008)	Bloodfang Chestpiece (16905)	Bloodfang Belt (16910)	Marshal's Leather Leggings (16456)	Darkmantle Boots (22003)	Darkmantle Bracers (22004)	Darkmantle Gloves (22006)	Don Julio's Band (19325)	Band of Accuria (17063)	Hand of Justice (11815)	Drake Fang Talisman (19406)	Cloak of Firemaw (19398)	Grand Marshal's Dirk (18838)	Grand Marshal's Dirk (18838)	Striker's Mark (17069)
59	스브	Soeasy	Alliance	1,529.5	40	May 18	56:06	Bloodfang Hood (16908)	Prestor's Talisman of Connivery (19377)	Nightslayer Shoulder Pads (16823)	Nightslayer Chestpiece (16820)	Nightslayer Belt (16827)	Marshal's Leather Leggings (16456)	Boots of the Shadow Flame (19381)	Nightslayer Bracelets (16825)	Aged Core Leather Gloves (18823)	Band of Accuria (17063)	Master Dragonslayer's Ring (19384)	Hand of Justice (11815)	Drake Fang Talisman (19406)	Cape of the Black Baron (13340)	Grand Marshal's Dirk (18838)	Grand Marshal's Dirk (18838)	Striker's Mark (17069)
60	Angelo	Rote Rakete	Alliance	1,528.2	40	Jul 8	33:34	Darkmantle Cap (22005)	Prestor's Talisman of Connivery (19377)	Zandalar Madcap's Mantle (19835)	Zandalar Madcap's Tunic (19834)	Bloodfang Belt (16910)	Bloodfang Pants (16909)	Boots of the Shadow Flame (19381)	Bloodfang Bracers (16911)	Bloodfang Gloves (16907)	Don Julio's Band (19325)	Master Dragonslayer's Ring (19384)	Venomous Totem (19342)	Drake Fang Talisman (19406)	Cape of the Black Baron (13340)	Perdition's Blade (18816)	Distracting Dagger (18392)	Striker's Mark (17069)
61	Bbye	N/A	Unknown	1,527.2	40	Jun 25	49:37	Bloodfang Hood (16908)	Onyxia Tooth Pendant (18404)	Zandalar Madcap's Mantle (19835)	Bloodfang Chestpiece (16905)	Nightslayer Belt (16827)	Bloodfang Pants (16909)	Boots of the Shadow Flame (19381)	Zandalar Madcap's Bracers (19836)	Aged Core Leather Gloves (18823)	Band of Accuria (17063)	Master Dragonslayer's Ring (19384)	Royal Seal of Eldre'Thalas (18465)	Hand of Justice (11815)	Cape of the Black Baron (13340)	High Warlord's Razor (18840)	High Warlord's Razor (18840)	Satyr's Bow (18323)
62	Sav	outdoor boys	Alliance	1,526.0	40	Jun 1	27:51	Bloodfang Hood (16908)	Onyxia Tooth Pendant (18404)	Nightslayer Shoulder Pads (16823)	Darkmantle Tunic (22009)	Nightslayer Belt (16827)	Bloodfang Pants (16909)	Darkmantle Boots (22003)	Bloodfang Bracers (16911)	Doomhide Gauntlets (18544)	Don Julio's Band (19325)	Master Dragonslayer's Ring (19384)	Zandalarian Hero Medallion (19949)	Drake Fang Talisman (19406)	Puissant Cape (18541)	Grand Marshal's Dirk (18838)	Distracting Dagger (18392)	Striker's Mark (17069)
63	Sixvibes	Pump Factory	Horde	1,524.9	40	Jun 18	43:57	Darkmantle Cap (22005)	Prestor's Talisman of Connivery (19377)	Zandalar Madcap's Mantle (19835)	Bloodfang Chestpiece (16905)	Bloodfang Belt (16910)	General's Leather Legguards (16564)	Darkmantle Boots (22003)	Darkmantle Bracers (22004)	Darkmantle Gloves (22006)	Master Dragonslayer's Ring (19384)	Band of Accuria (17063)	Renataki's Charm of Trickery (19954)	Hand of Justice (11815)	Cape of the Black Baron (13340)	High Warlord's Razor (18840)	High Warlord's Razor (18840)	Striker's Mark (17069)
64	Asonia	Gnomeboys pugs	Alliance	1,519.6	40	Jul 6	27:50	Bloodfang Hood (16908)	Prestor's Talisman of Connivery (19377)	Nightslayer Shoulder Pads (16823)	Bloodfang Chestpiece (16905)	Belt of Preserved Heads (20216)	Marshal's Leather Leggings (16456)	Blooddrenched Footpads (19906)	Bloodfang Bracers (16911)	Aged Core Leather Gloves (18823)	Don Julio's Band (19325)	Band of Accuria (17063)	Venomous Totem (19342)	Hand of Justice (11815)	Cape of the Black Baron (13340)	Grand Marshal's Dirk (18838)	Grand Marshal's Dirk (18838)	Striker's Mark (17069)
65	Luvinn	WOODDEPARTMENT	Alliance	1,514.2	40	Jun 26	40:24	Bloodfang Hood (16908)	Onyxia Tooth Pendant (18404)	Zandalar Madcap's Mantle (19835)	Bloodfang Chestpiece (16905)	Bloodfang Belt (16910)	Bloodfang Pants (16909)	Bloodfang Boots (16906)	Bloodfang Bracers (16911)	Aged Core Leather Gloves (18823)	Don Julio's Band (19325)	Band of Accuria (17063)	Hand of Justice (11815)	Renataki's Charm of Trickery (19954)	Cape of the Black Baron (13340)	Grand Marshal's Dirk (18838)	Grand Marshal's Dirk (18838)	Striker's Mark (17069)
66	Reyjahn	SQUAWK	Horde	1,511.9	40	Jun 22	42:01	Darkmantle Cap (22005)	Onyxia Tooth Pendant (18404)	Champion's Leather Shoulders (23258)	Legionnaire's Leather Chestpiece (22879)	Bloodfang Belt (16910)	General's Leather Legguards (16564)	Boots of the Shadow Flame (19381)	Darkmantle Bracers (22004)	Aged Core Leather Gloves (18823)	Band of Accuria (17063)	Don Julio's Band (19325)	Zandalarian Hero Medallion (19949)	Hand of Justice (11815)	Cape of the Black Baron (13340)	High Warlord's Razor (18840)	High Warlord's Razor (18840)	Striker's Mark (17069)
67	왁피	여고생	Alliance	1,508.6	40	Jul 7	51:18	Darkmantle Cap (22005)	Prestor's Talisman of Connivery (19377)	Darkmantle Spaulders (22008)	Bloodfang Chestpiece (16905)	Nightslayer Belt (16827)	Bloodfang Pants (16909)	Boots of the Shadow Flame (19381)	Bloodfang Bracers (16911)	Aged Core Leather Gloves (18823)	Band of Accuria (17063)	Master Dragonslayer's Ring (19384)	Royal Seal of Eldre'Thalas (18465)	Zandalarian Hero Medallion (19949)	Cape of the Black Baron (13340)	Perdition's Blade (18816)	Core Hound Tooth (18805)	Striker's Mark (17069)
68	Mademan	AV RANKER	Horde	1,505.9	40	Jun 12	40:52	Bloodfang Hood (16908)	Onyxia Tooth Pendant (18404)	Nightslayer Shoulder Pads (16823)	Bloodfang Chestpiece (16905)	Nightslayer Belt (16827)	Bloodfang Pants (16909)	Boots of the Shadow Flame (19381)	Bloodfang Bracers (16911)	Aged Core Leather Gloves (18823)	Master Dragonslayer's Ring (19384)	Don Julio's Band (19325)	Hand of Justice (11815)	Blackhand's Breadth (13965)	Cape of the Black Baron (13340)	Perdition's Blade (18816)	Core Hound Tooth (18805)	Striker's Mark (17069)
